speaker,pos
S1,Well/RB ./.
S1,so/RB far/RB eight/CD out/IN of/IN nine/CD state/NN supreme/NN courts/NNS that/WDT have/VBP taken/VBN up/RP the/DT issue/NN have/VBP found/VBN that/IN barring/VBG same-sex/JJ marriage/NN is/VBZ unconstitutional/JJ ./.
S1,we/PRP are/VBP waiting/VBG to/TO hear/VB about/IN three/CD or/CC four/CD more/JJR ./.
S1,"As/IN for/IN the/DT nature/NN of/IN marriage/NN ,/, it/PRP is/VBZ both/CC a/DT legal/JJ contract/NN and/CC (/( sometimes/RB )/) a/DT religious/JJ ceremony/NN (/( sacrament/NN in/IN some/DT religions/NNS )/) ./."
S1,"we/PRP are/VBP stuck/VBN with/IN the/DT duality/NN ,/, whether/IN we/PRP like/VBP it/PRP or/CC not/RB ,/, and/CC the/DT courts/NNS can/MD and/CC must/MD deal/VB with/IN the/DT legal/JJ aspect/NN ./."
S1,Different/JJ religions/NNS can/MD do/VB what/WP they/PRP want/VBP ./.
S2,"They/PRP found/VBD that/IN it/PRP violated/VBD their/PRP$ state/NN constitutions/NNS ,/, right/RB ?/. This/DT has/VBZ nothing/NN to/TO do/VB with/IN the/DT US/NNP Constitution/NNP ./."
S1,"The/DT winning/VBG arguments/NNS were/VBD based/VBN largely/RB on/IN state/NN constitutional/JJ provisions/NNS that/WDT closely/RB parallel/VBP ,/, if/IN not/RB outright/VBN mimmick/NN ,/, the/DT federal/JJ constitution/NN ./."
S2,"that/DT is/VBZ not/RB generally/RB true/JJ ,/, is/VBZ it/PRP ?/. For/IN example/NN ,/, the/DT Massachusetts/NNP ruling/NN was/VBD based/VBN on/IN a/DT specific/JJ provision/NN in/IN the/DT Mass/NNP ./."
S2,constitution/NN that/IN prohibits/VBZ discrimination/NN based/VBN on/IN sexual/JJ preference/NN ./.
S2,there/EX is/VBZ nothing/NN like/IN that/DT in/IN the/DT US/NNP constitution/NN ./.
S2,"And/CC my/PRP$ overall/JJ point/NN was/VBD that/IN we/PRP should/MD be/VB careful/JJ when/WRB calling/VBG something/NN ""/JJ unconstitutional/JJ ""/NN ,/, in/IN that/DT we/PRP should/MD be/VB clear/JJ it/PRP we/PRP are/VBP talking/VBG state/NN or/CC federal/JJ constitution/NN ./."
S2,Many/JJ state/NN constitutions/NNS guarantee/NN rights/NNS that/WDT are/VBP not/RB in/IN the/DT fedral/JJ constitution/NN ./.
S1,there/EX is/VBZ nothing/NN like/IN that/DT in/IN the/DT Mass/NNP ./.
S1,Constitution/NN either/CC ./.
S1,"Though/IN ,/, it/PRP is/VBZ a/DT darned/JJ good/JJ idea!/NN Goodrich/NNP was/VBD decided/VBN on/IN equal/JJ protection/NN grounds/NNS ,/, citing/VBG the/DT Mass/NN ./."
S1,document/NN ./.
S1,"I/PRP had/VBD have/VBP to/TO look/VB up/RP the/DT others/NNS to/TO see/VB the/DT exact/JJ reasoning/NN ,/, but/CC they/PRP are/VBP not/RB likely/JJ to/TO be/VB far/RB afield/VBN from/IN the/DT bedrock/NN principles/NNS of/IN equal/JJ protection/NN and/CC due/JJ process/NN ./."
S1,"Gay/NNP rights/NNS is/VBZ a/DT real/JJ test/NN of/IN our/PRP$ constitutional/JJ system/NN ,/, and/CC ,/, so/RB far/RB ,/, we/PRP are/VBP not/RB passing/VBG with/IN flying/VBG colors/NNS ./."
