speaker,pos
S1,We/PRP all/DT know/VBP the/DT possibility/NN exists/NNS ./.
S1,"I/PRP simply/RB have/VBP not/RB seen/VBN anyone/NN present/JJ any/DT even/RB half/JJ way/NN convincing/VBG argument/NN that/IN any/DT of/IN those/DT possibilities/NNS are/VBP ,/, in/IN fact/NN ,/, a/DT reality/NN ./."
S1,"All/DT you/PRP are/VBP saying/VBG is/VBZ ""/JJ They/PRP say/VBP it/PRP is/VBZ morals/NNS ""/NNP which/WDT is/VBZ no/DT argument/NN at/IN all/DT ./."
S1,"Calling/VBG a/DT tail/NN a/DT leg/NN ,/, etc/FW ./."
S2,"Furthermore/RB ,/, why/WRB do/VBP you/PRP start/VB with/IN the/DT premise/NN that/IN it/PRP is/VBZ prejudice/JJ ,/, rather/RB than/IN needing/VBG proof/NN of/IN that/DT (/( instead/RB expecting/VBG proof/NN of/IN a/DT negative/JJ --/: that/IN it/PRP is/VBZ not/RB )/) ?/. ./."
S1,"I/PRP did/VBD not/RB start/VB with/IN that/DT premise/NN ,/, it/PRP is/VBZ simply/RB the/DT most/RBS likely/JJ answer/NN ./."
S1,"I/PRP know/VBP of/IN no/DT moral/JJ system/NN that/WDT condones/VBZ hurting/VBG others/NNS when/WRB said/VBD harm/NN is/VBZ not/RB preventing/VBG some/DT other/JJ harm/NN ,/, so/IN morals/NNS are/VBP out/RP ./."
S1,"Religion/NN is/VBZ a/DT good/JJ reason/NN for/IN choosing/VBG your/PRP$ own/JJ actions/NNS but/CC it/PRP is/VBZ no/DT reason/NN for/IN telling/VBG others/NNS how/WRB to/TO live/VB ,/, so/IN that/DT is/VBZ out/RP ./."
S1,"Prejudice/NNP against/IN gays/NNS has/VBZ been/VBN around/IN for/IN ages/NNS ,/, so/IN that/DT is/VBZ quite/RB likely/JJ ./."
S1,And/CC no/DT other/JJ explanations/NNS come/VBP to/TO mind/VB ./.
S1,Straight/NNP forward/NN ./.
S1,"I/PRP am/VBP sure/JJ I/PRP have/VBP explained/VBN this/DT to/TO you/PRP before/IN ,/, and/CC have/VBP invited/VBN you/PRP to/TO come/VB up/RP with/IN alternate/JJ explanations/NNS ./."
S1,I/PRP do/VBP so/RB again/RB ./.
S1,I/PRP am/VBP particularly/RB interested/JJ to/TO see/VB your/PRP$ response/NN now/RB that/IN you/PRP seem/VBP to/TO have/VB gotten/VBN over/RP the/DT idea/NN that/WDT simply/RB calling/VBG something/NN moral/JJ or/CC religious/JJ does/VBZ not/RB mean/VB that/IN it/PRP cannot/VBZ be/VB prejudice/VBN at/IN the/DT same/JJ time/NN ./.
S2,And/CC neither/DT does/VBZ Christianity/NNP ./.
S2,It/PRP TOO/NNP is/VBZ a/DT moral/JJ system/NN ./.
S2,"that/DT is/VBZ why/WRB when/WRB people/NNS claim/VBP religion/NN in/IN their/PRP$ acts/NNS of/IN prejudice/NN ,/, they/PRP are/VBP actually/RB abandoning/VBG that/IN moral/JJ system/NN ,/, rather/RB than/IN engaging/VBG in/IN it/PRP ./."
S2,"So/RB yes/RB ,/, morals/NNS are/VBP out/IN --/: I/PRP am/VBP glad/JJ you/PRP are/VBP seeing/VBG that/IN now/RB ./."
