speaker,pos
S1,"In/IN the/DT sense/NN that/IN saying/VBG one/CD supports/NNS gay/NN rights/NNS but/CC not/RB gay/JJ marriage/NN ,/, sure/JJ ./."
S1,But/CC I/PRP have/VBP no/DT problem/NN with/IN that/DT inconsistency/NN ./.
S1,"However/RB ,/, you/PRP are/VBP for/IN gay/JJ marriage/NN ,/, ergo/NN ,/, it/PRP makes/VBZ more/JJR sense/NN you/PRP would/MD be/VB bothered/VBN by/IN that/DT inconsistency/NN ./."
S1,"But/CC if/IN not/RB ,/, fine/VB ./."
S1,Whatever/WDT ./.
S1,"(/( And/CC yes/UH ,/, I/PRP know/VBP you/PRP have/VBP given/VBN me/PRP your/PRP$ '/'' reasons/NNS '/POS ./."
S1,does/VBZ not/RB mean/VB there/EX is/VBZ no/DT inconsistency/NN there/RB ./.
S1,It/PRP just/RB means/VBZ you/PRP think/VBP it/PRP is/VBZ not/RB something/NN that/WDT should/MD be/VB challenged/VBN right/RB now/RB ./.
S1,)/) ./.
S2,"Again/NNP ,/, I/PRP do/VBP not/RB see/VB an/DT inconsistency/NN in/IN that/DT position/NN ./."
S2,"For/IN the/DT life/NN of/IN me/PRP I/PRP do/VBP not/RB understand/VB why/WRB you/PRP keep/VBP saying/VBG it/PRP is/VBZ an/DT ""/JJ inconsistency/NN ""/NN ./."
S2,"it/PRP is/VBZ not/RB a/DT matter/NN of/IN it/PRP being/VBG a/DT ""/NN problem/NN ""/NN ,/, but/CC rather/RB a/DT question/NN of/IN why/WRB you/PRP repeatedly/RB label/VBP it/PRP as/IN an/DT ""/JJ inconsistency/NN ""/NN ./."
S2,Just/RB to/TO try/VB to/TO put/VB this/DT plainly/NN ./.
S2,You/PRP and/CC biden/VB have/VBP both/DT stated/VBN the/DT same/JJ opinion/NN ./.
S2,"Against/NNP gay/NN marriage/NN ,/, but/CC for/IN gay/JJ rights/NNS in/IN every/DT other/JJ way/NN ./."
S2,"With/IN your/PRP$ stated/JJ opinion/NN statement/NN ,/, I/PRP do/VBP not/RB see/VB an/DT inconsistency/NN ./."
S2,But/CC you/PRP do/VBP see/VB an/DT inconsistency/NN with/IN your/PRP$ stated/JJ opinion/NN statement/NN ./.
S2,"Quite/RB frankly/RB ,/, I/PRP really/RB have/VBP not/RB seen/VBN you/PRP SHOW/VBP an/DT inconsistency/NN yet/RB ./."
S2,"You/PRP have/VBP said/VBD ""/JJ inconsistency/NN ""/NNP ,/, but/CC not/RB show/VB it/PRP ./."
S2,"it/PRP is/VBZ a/DT bit/NN like/IN saying/VBG ""/NNP Frank/NNP is/VBZ inconsistent/JJ on/IN the/DT abortion/NN issue/NN ""/NNP ,/, but/CC that/DT is/VBZ it/PRP ./."
S2,"It/PRP would/MD be/VB showing/VBG an/DT inconsistency/NN to/TO show/VB Frank's/NNP statement/NN saying/VBG ""/NN I/PRP am/VBP against/IN all/DT abortion/NN ""/NNP ,/, but/CC then/RB he/PRP has/VBZ no/DT problem/NN with/IN his/PRP$ wife/NN getting/VBG an/DT abortion/NN cause/NN she/PRP does/VBZ not/RB want/VB to/TO lose/VB her/PRP$ figure/NN ./."
S2,"Nothing/NN in/IN his/PRP$ statement/NN is/VBZ ""/JJ inconsistent/JJ ""/NN ,/, IMO/NNP ./."
S2,"If/IN you/PRP say/VBP Biden/NNP is/VBZ ""/JJ inconsistent/JJ ""/NN ,/, you/PRP are/VBP also/RB saying/VBG that/IN about/IN your/PRP$ position/NN ./."
