speaker,pos
S1,"I/PRP find/VBP it/PRP curious/JJ that/IN every/DT time/NN someone/NN makes/VBZ the/DT correct/JJ assertion/NN that/IN AIDS/NNP became/VBD an/DT epidemic/NN in/IN the/DT US/NNP through/IN the/DT gay/NN community/NN ,/, gays/NNS and/CC their/PRP$ PC/NN apologists/VBZ immediately/RB try/VB to/TO deflect/VB the/DT argument/NN and/CC want/VBP to/TO talk/VB about/IN Africa/NNP ./."
S1,I/PRP do/VBP not/RB give/VB a/DT flying/VBG F/NNP @#$/NN about/IN how/WRB it/PRP spread/VBD in/IN Africa/NNP ;/: I/PRP am/VBP talking/VBG about/IN the/DT USA/NNP ./.
S1,"Show/VB me/PRP that/IN my/PRP$ assertion/NN is/VBZ inaccurate/JJ and/CC I/PRP will/MD apologize/VB ,/, but/CC do/VBP not/RB join/VB the/DT rest/NN of/IN the/DT apologists/NNS in/IN trying/VBG to/TO change/VB the/DT debate/NN ./."
S1,"The/DT topic/NN is/VBZ AIDS/NNP in/IN the/DT US/NNP ,/, not/RB Africa/NNP ,/, not/RB Asia/NNP ,/, not/RB the/DT South/NNP Pole/NNP ./."
S2,The/DT reason/NN we/PRP bring/VBP up/RP Africa/NNP is/VBZ to/TO knock/VB down/RP the/DT reason/NN you/PRP bring/VBP up/RP the/DT stats/NNS in/IN the/DT US/NN ./.
S2,You/PRP did/VBD not/RB just/RB come/VBN along/RB and/CC start/VB a/DT chat/NN about/IN the/DT progression/NN of/IN AIDS/NNP in/IN the/DT US/NN ./.
S2,You/PRP threw/VBD it/PRP out/RP as/IN justification/NN for/IN those/DT who/WP oppose/VBP gay/NNS rights/NNS ./.
S2,"If/IN you/PRP want/VBP to/TO use/VB it/PRP like/IN a/DT weapon/NN against/IN gays/NNS -/: then/RB expect/VB tit/NN for/IN tat/NN ,/, JP/NNP ./."
S1,The/DT topic/NN is/VBZ gay/JJ marriage/NN IN/NNP THE/NNP USA/NNP ./.
S1,What/WP part/NN of/IN that/DT topic/NN includes/VBZ Africa/NNP ?/. Please/NNP try/VB to/TO keep/VB up/RP ./.
S1,Statements/NNS like/IN the/DT above/JJ make/NN you/PRP look/VBP flighty/JJ ./.
S2,Its/PRP$ your/PRP$ LOGIC/NN we/PRP are/VBP refuting/VBG -/: location/NN is/VBZ IRRELEVANT/NNP ./.
S1,Location/NN sure/RB as/IN hell/NN is/VBZ relevant/JJ ./.
S1,"If/IN I/PRP tell/VBP you/PRP that/IN a/DT bus/NN hit/VBD a/DT bunch/NN of/IN people/NNS in/IN New/NNP York/NNP ,/, why/WRB would/MD you/PRP retort/VB with/IN 2/CD buses/NNS hit/VBD a/DT group/NN of/IN people/NNS in/IN Africa/NNP ?/. It/PRP is/VBZ an/DT obvious/JJ attempt/NN to/TO deflect/VB the/DT focus/NN away/RB from/IN the/DT first/JJ statement/NN ,/, is/VBZ it/PRP not/RB ?/. it/PRP is/VBZ not/RB my/PRP$ logic/NN that/IN you/PRP are/VBP trying/VBG to/TO refute/VB ,/, you/PRP are/VBP trying/VBG to/TO deflect/VB the/DT topic/NN away/RB from/IN how/WRB AIDS/NNP spread/NN in/IN the/DT US/NN ./."
S1,"If/IN you/PRP want/VBP to/TO refute/VB my/PRP$ statement/NN ,/, show/VB me/PRP some/DT FACTS/NNP ,/, not/RB wishes/NNS ,/, opinions/NNS ,/, feelings/NNS ,/, or/CC other/JJ means/NNS of/IN subterfuge/NN ./."
S1,I/PRP shall/MD say/VB it/PRP again/RB for/IN you/PRP ./.
S1,AIDS/NNP reached/VBD critical/JJ mass/NN and/CC became/VBD an/DT epidemic/NN in/IN the/DT US/NNP primarily/RB via/IN the/DT gay/NN community/NN ./.
S1,"If/IN you/PRP do/VBP not/RB agree/VB ,/, show/VB proof/NN to/TO support/VB the/DT contrary/NN ./."
S1,It/PRP should/MD not/RB be/VB that/IN difficult/JJ ./.
S1,"If/IN I/PRP am/VBP nothing/NN but/CC a/DT gay-bashing/JJ bigot/NN who/WP makes/VBZ wild/JJ claims/NNS ,/, then/RB surely/RB you/PRP can/MD refute/VB my/PRP$ claim/NN with/IN facts/NNS pertaining/VBG to/TO the/DT topic/NN in/IN bold/JJ ,/, cannot/VB you/PRP ?/. But/CC ,/, if/IN I/PRP am/VBP actually/RB NOT/NNP a/DT gay-bashing/JJ bigot/NN and/CC have/VBP the/DT facts/NNS to/TO back/VB up/RP my/PRP$ claim/NN ,/, then/RB you/PRP would/MD better/VB continue/VB with/IN the/DT subterfuge/NN ,/, deflection/NN and/CC dismissals/NNS because/IN all/DT you/PRP will/MD have/VB is/VBZ fraudulent/JJ PC/NN rhetoric/NN ./."
