speaker,pos
S1,Certainly/RB not/RB yours/VB ./.
S1,You/PRP should/MD know/VB that/IN I/PRP am/VBP for/IN no/DT marriage/NN in/IN government/NN ./.
S1,It/PRP should/MD be/VB left/VBN to/TO a/DT religious/JJ institution/NN where/WRB it/PRP will/MD actually/RB mean/VB something/NN ./.
S1,The/DT states/NNS should/MD then/RB go/VB back/RB to/TO doing/VBG something/NN that/WDT actually/RB makes/VBZ sense/NN and/CC does/VBZ not/RB reward/VB people/NNS like/IN Britney/NNP Spears/NNP for/IN being/VBG white/JJ trash/NN ./.
S2,"That/DT is/VBZ all/DT well/RB and/CC good/JJ ,/, but/CC it/PRP is/VBZ not/RB the/DT religious/JJ ceremony/NN and/CC sanction/NN that/IN gays/NNS are/VBP looking/VBG for/IN ./."
S2,They/PRP already/RB have/VBP that/DT ;/: there/EX are/VBP churches/NNS that/IN perform/VBP same-sex/JJ marriages/NNS ./.
S2,It/PRP is/VBZ the/DT civil/JJ benefits/NNS that/WDT are/VBP at/IN issue/NN ./.
S2,"Are/NNP you/PRP saying/VBG you/PRP would/MD be/VB in/IN favor/NN of/IN foregoing/VBG ALL/PDT the/DT legal/JJ rights/NNS and/CC benefits/NNS you/PRP are/VBP afforded/VBN by/IN marriage/NN ?/. For/IN example/NN :/: */JJ Assumption/NNP of/IN Spouse/NNP s/JJ Pension/NNP */NNP Automatic/NNP Inheritance/NNP */NNP Automatic/NNP Housing/NNP Lease/NNP Transfer/NNP */NNP Bereavement/NNP Leave/NNP */NNP Burial/NNP Determination/NNP */NNP Child/NNP Custody/NNP */NNP Crime/NNP Victim/NNP s/VBD Recovery/NNP Benefits/NNP */NNP Divorce/NNP Protections/NNP */NNP Domestic/NNP Violence/NNP Protection/NNP */NNP Exemption/NNP from/IN Property/NNP Tax/NNP on/IN Partner/NNP s/JJ Death/NNP */NNP Immunity/NNP from/IN Testifying/VBG Against/NNP Spouse/NNP */NNP Insurance/NNP Breaks/NNP */NNP Joint/NNP Adoption/NNP and/CC Foster/NNP Care/NNP */NNP Joint/NNP Bankruptcy/NNP */NNP Joint/NNP Parenting/NNP (/( Insurance/NNP Coverage/NNP ,/, School/NNP Records/NNP )/) */NNP Medical/NNP Decisions/NNP on/IN Behalf/NNP of/IN Partner/NNP */NNP Certain/NNP Property/NNP Rights/NNP */NNP Reduced/NNP Rate/NNP Memberships/NNP */NNP Sick/NNP Leave/NNP to/TO Care/NNP for/IN Partner/NNP */NNP Visitation/NNP of/IN Partner/NNP s/JJ Children/NNP */NNP Visitation/NNP of/IN Partner/NNP in/IN Hospital/NNP or/CC Prison/NNP */NNP Wrongful/NNP Death/NNP (/( Loss/NNP of/IN Consort/NNP )/) Benefits/VBZ What/WP do/VB you/PRP say/VB ?/. ./."
S1,yeah/NN I/PRP know/VBP ./.
S1,I/PRP am/VBP saying/VBG that/IN there/EX should/MD be/VB a/DT better/JJR system/NN ./.
S1,"For/IN example/NN ,/, if/IN you/PRP had/VBD a/DT best/JJS friend/NN who/WP you/PRP are/VBP roommates/NNS with/IN ./."
S1,both/DT hetero/NN for/IN the/DT sake/NN of/IN argument/NN ./.
S1,and/CC never/RB wish/VB to/TO get/VB married/JJ then/RB could/MD they/PRP get/VB some/DT of/IN the/DT benefits/NNS you/PRP described/VBN ?/. My/PRP$ Uncle/NNP actually/RB was/VBD single/JJ until/IN he/PRP died/VBD but/CC he/PRP had/VBD a/DT female/JJ friend/NN who/WP he/PRP was/VBD best/RBS friends/NNS with/IN ./.
S1,why/WRB could/MD not/RB they/PRP get/VBP some/DT kind/NN of/IN benefits/NNS if/IN they/PRP so/VBP choose/JJ ?/. Hospital/NNP vistiation/NN rights/NNS and/CC things/NNS of/IN that/DT nature/NN are/VBP obviously/RB the/DT most/RBS important/JJ in/IN this/DT kinda/NN situation/NN ./.
S1,It/PRP just/RB seems/VBZ the/DT single/JJ folks/NNS are/VBP the/DT ones/NNS getting/VBG screwed/VBD over/IN in/IN the/DT marriage/NN deal/NN :)/NN ./.
S2,"But/CC gay/JJ folks/NNS are/VBP not/RB ?/. To/TO the/DT single/JJ folks/NNS ,/, I/PRP say/VBP get/VB married/JJ ./."
S1,"Ok/NNP ,/, lets/VBZ use/VBP that/IN logic/NN ./."
S1,To/TO the/DT gay/JJ folks/NNS I/PRP say/VBP marry/VBP a/DT woman/NN ./.
S1,Bet/IN you/PRP are/VBP not/RB happy/JJ with/IN that/DT :)/NN ./.
