act_tag,speaker,pos,text
sd,A,"Uh/UH ,/, the/DT last/JJ movie/NN that/WDT I/PRP saw/VBD ,/,","{F Uh, } the last movie that I saw, - /"
sd,A,"I/PRP ,/, I/PRP do/VBP n't/RB go/VB to/IN that/RB many/JJ","[ I, + I ] don't go to that many /"
sd,A,"so/RB I/PRP 'll/MD just/RB have/VB to/TO talk/VB about/IN the/DT ones/NNS that/WDT I/PRP went/VBD to/TO see/VB ,/,","{C so } I'll just have to talk about the ones that I went to see, /"
sd,A,"but/CC ,/,","{C but, }"
b,B,Okay/UH ./.,Okay. /
+,A,"uh/UH ,/, it/PRP was/VBD AWAKENINGS/NNS with/IN ,/, uh/UH ,/, Robin/NNP Williams/NNP and/CC ,/, uh/UH ,/, Peter/NNP DeNiro/NNP ./.","{F uh, } it was AWAKENINGS with, {F uh, } Robin Williams and, {F uh, } Peter DeNiro. /"
b,B,"Yes/UH ,/,","Yes, /"
b,B,uh-huh/UH ./.,uh-huh. /
qy^d,A,Have/VBP you/PRP seen/VBN it/PRP ./.,Have you seen it. /
nn,B,No/UH,No /
sd,B,"unfortunately/RB I/PRP have/VBP n't/RB ,/,","unfortunately I haven't, /"
sd,B,"I/PRP heard/VBD it/PRP 's/BES really/RB good/JJ ,/,","I heard it's really good, /"
%,B,but/CC ./.,{C but. } -/
sv,A,It/PRP is/VBZ ./.,It is. /
sv,A,I/PRP just/RB have/VBP to/TO take/VB my/PRP$ hat/NN off/RP to/IN Peter/NNP DeNiro/NNP ./.,I just have to take my hat off to Peter DeNiro. /
b,B,Uh-huh/UH ./.,Uh-huh. /
sv,A,He/PRP is/VBZ one/CD of/IN the/DT best/JJS actors/NNS I/PRP 've/VBP ever/RB seen/VBN ./.,He is one of the best actors I've ever seen. /
%,A,"It/PRP 's/BES ,/,","It's, - /"
%,A,"there/EX 's/BES a/DT point/NN where/WRB ,/,","there's a point where, - /"
sd,A,"the/DT ,/, uh/UH ,/, the/DT show/NN is/VBZ about/IN these/DT ,/, uh/UH ,/, catatonic/JJ type/NN people/NNS that/WDT ,/,","[ the, + {F uh, } the ] show is about these, {F uh, } catatonic type people that, - /"
sd,A,"this/DT doctor/NN discovers/VBZ a/DT drug/NN that/WDT brings/VBZ them/PRP back/RB to/IN the/DT ,/, the/DT living/NN ,/, more/RBR or/CC less/RBR ,/,","this doctor discovers a drug that brings them back to [ the, + the ] living, more or less, /"
sd,A,but/CC it/PRP wears/VBZ off/RP ./.,{C but } it wears off. /
