act_tag,speaker,pos,text
fp,B,"Hi/UH ,/,","Hi, /"
%,B,"well/UH ,/, I/PRP guess/VBP ,/,","{D well, } I guess, - /"
qw,B,"w/WDT ,/, which/WDT one/CD have/VBP you/PRP got/VBN right/RB now/RB ?/.","[ w-, + which ] one have you got right now? /"
%,B,"Or/CC ,/,","{C Or, } -/"
%,A,"Well/UH ,/, I/PRP ,/, uh/UH ,/,","{D Well, } I, {F uh, } - /"
sd,A,"couple/NN of/IN them/PRP ,/,","couple of them, /"
sd,A,"I/PRP ,/, at/IN the/DT moment/NN ,/, use/VBP an/DT A/NNP S/NNP T/NNP two/CD eighty-six/CD","I, at the moment, use an A S T two eighty-six /"
sd,A,and/CC I/PRP got/VBD a/DT leading/VBG edge/NN,{C and } I got a leading edge /
sd,A,"and/CC I/PRP got/VBD a/DT American/NNP one/NN and/CC had/VBD a/DT I/NNP B/NNP M/NNP one/NN ,/,","{C and } I got a American one and had a I B M one, /"
%,A,but/CC,{C but } - /
x,A,",/,","<laughter>,"
%,B,"My/PRP$ ,/, my/PRP$ ,/,","<Laughter> [ My, + my, ] - /"
sd,B,just/RB a/DT couple/NN ./.,just a couple. /
qw,A,What/WP do/VBP you/PRP have/VB ?/.,What do you have <laughter>? /
sd,B,"Uh/UH ,/, I/PRP 've/VBP got/VBN an/DT Omega/NNP","{F Uh, } I've got an Omega /"
sd,B,"and/CC I/PRP 've/VBP got/VBN a/DT ,/, uh/UH ,/, generic/JJ three/CD eighty/CD ,/, or/CC four/CD eighty-six/CD machine/NN ./.","{C and } I've got a, {F uh, } generic three eighty, or four eighty-six machine. /"
bh,A,"Oh/UH ,/, yeah/UH ?/.","{F Oh, } yeah? /"
ny,B,"Yeah/UH ,/,","Yeah, /"
sd,B,"it/PRP 's/BES very/RB ,/, very/RB generic/JJ ./.","it's very, very generic. /"
qw,A,"What/WP did/VBD you/PRP do/VB ,/, put/VB it/PRP together/RB ?/.","What did you do, put it together? /"
ny,B,"Yeah/UH ,/,","Yeah, /"
sd,B,"and/CC ,/, and/CC ,/, uh/UH ,/, upgraded/VBD it/PRP and/CC put/VBD things/NNS in/IN there/RB and/CC dibbled/VBD and/CC dabbled/VBD","[ {C and, } + {C and, } ] {F uh, } upgraded it and put things in there and dibbled and dabbled /"
sd,B,and/CC --/:,{C and } --
%,A,"Well/UH ,/, that/DT 's/BES ,/,","{D Well, } that's, -/"
+,B,"--/: now/UH ,/, now/UH it/PRP 's/BES ,/, now/UH it/PRP 's/BES a/DT fast/JJ machine/NN ./.","-- [ [ now, + now it's, ] + now it's ] a fast machine <laughter>. /"
b,A,Yeah/UH ./.,Yeah. /
sd,B,That/DT 's/BES all/DT I/PRP got/VBN to/TO say/VB for/IN it/PRP ./.,That's all I got to say for it. /
b,A,Yeah/UH ./.,Yeah. /
qw,A,What/WP do/VBP you/PRP use/VB it/PRP for/IN ?/.,What do you use it for? /
br,B,Huh/UH ?/.,<Noise> Huh? /
qw,A,What/WP do/VBP you/PRP use/VB it/PRP for/IN ?/.,What do you use it for? /
sd,B,"Uh/UH ,/, work/NN ,/,","{F Uh, } work, /"
sd,B,"uh/UH ,/, I/PRP 'm/VBP a/DT contract/NN programmer/NN ./.","{F uh, } I'm a contract programmer. /"
bh,A,"Oh/UH ,/, yeah/UH ?/.","{F Oh, } yeah? /"
qw,A,"What/WDT kind/NN of/IN programs/NNS do/VBP you/PRP ,/,","What kind of programs do you, -/"
sd,B,"Uh/UH ,/, anything/NN ./.","{F Uh, } anything <laughter>. /"
b,A,"Okay/UH ,/,","Okay, /"
sd,A,I/PRP mean/VBP like/UH business/NN programs/NNS,{E I mean } {D like } business programs /
%,A,"or/CC ,/,","{C or, }"
sd,B,"Uh/UH ,/, I/PRP 've/VBP done/VBN business/NN programming/NN ,/, scien/JJ ,/, you/PRP know/VBP ,/, scientific/JJ applications/NNS like/IN ,/, you/PRP know/VBP ,/, petroleum/NN science/NN stuff/NN and/CC ,/,","{F Uh, } I've done business programming, [ scien-, + {D you know, } scientific ] applications like, {D you know, } petroleum science stuff and,"
+,A,Man/UH ./.,Man. /
+,B,"Uh/UH ,/, uh/UH ,/, test/NN equipment/NN","{F Uh, } {F uh, } test equipment /"
sd,B,"and/CC I/PRP did/VBD the/DT ,/, I/PRP ,/, I/PRP did/VBD one/CD that/WDT was/VBD ,/, the/DT demonstration/NN of/IN a/DT touch/NN ,/, touch/NN screen/NN for/IN a/DT company/NN that/WDT sells/VBZ ,/, uh/UH ,/, touch/NN screens/NNS ./.","{C and } [ I did the, + [ I, + I ] did one ] that was, the demonstration of a [ touch, + touch ] screen for a company that sells, {F uh, } touch screens. /"
sd,B,It/PRP was/VBD kind/RB of/RB fun/JJ ./.,It was kind of fun. /
b,A,"Uh-huh/UH ,/,","Uh-huh, /"
sd,B,Put/VBD a/DT little/JJ bitty/JJ portable/JJ computer/NN in/IN there/RB and/CC a/DT plasma/NN display/NN ./.,Put a little bitty portable computer in there and a plasma display.
b,A,Huh/UH ./.,Huh. /
+,B,"And/CC make/VB it/PRP look/VB like/IN things/NNS like/UH ,/, uh/UH ,/, you/PRP know/VBP ,/, attack/VB simulators/NNS and/CC MUMBLEx/XX ,/, and/CC --/:","And make it look like things like, {F uh, } {D you know, } attack simulators [ and + (( )) , and ] --"
%,A,"Well/UH ,/, that/DT 's/BES ,/,","{D Well, } that's, -/"
+,B,--/: all/DT sorts/NNS of/IN little/JJ things/NNS you/PRP 'd/MD want/VB to/TO put/VB your/PRP$ finger/NN on/IN the/DT screen/NN for/IN ./.,-- all sorts of little things you'd want to put your finger on the screen for. /
ba,A,"Well/UH ,/, that/DT sounds/VBZ interesting/JJ ./.","<Laughter> {D Well, } that sounds interesting. /"
x,B,./.,<Throat_clearing>.
sd,A,"Matter/NN of/IN fact/NN ,/, uh/UH ,/, I/PRP guess/VBP you/PRP do/VBP ,/, uh/UH ,/, you/PRP get/VBP a/DT lot/NN of/IN graphics/NNS in/IN there/RB ,/, I/PRP imagine/VBP ,/, huh/UH ./.","Matter of fact, {F uh, } I guess [ you do, + {F uh, } you get ] a lot of graphics in there, I imagine, {F huh. } /"
aa,B,"Oh/UH ,/, yeah/UH ,/,","{F Oh, } yeah, /"
aa,B,definitely/UH ./.,definitely. /
sd,A,That/DT 's/BES where/WRB the/DT speed/NN helps/VBZ out/RP ./.,That's where the speed helps out. /
b,B,"Uh/UH ,/, yeah/UH ,/,","{F Uh, } yeah, /"
sd,B,"unfortunately/RB the/DT little/JJ portable/JJ P/NN C/NN that/WDT was/VBD plugged/VBN on/IN the/DT back/NN was/VBD only/RB a/DT seven/CD and/CC a/DT half/JJ megahertz/NN ,/, eighty/CD ,/, eighty-six/CD ./.","unfortunately the little portable P C that was plugged on the back was only a seven and a half megahertz, [ eighty, + eighty-six. ] /"
sd,B,It/PRP 's/BES like/UH slow/JJ ./.,It's {D like } slow <<dragged out the word>>. /
b,A,"Yep/UH ,/,","Yep, /"
