act_tag,speaker,pos,text
qw,B,Where/WRB are/VBP you/PRP from/IN Tina/NNP ?/.,Where are you from Tina? /
sd,A,"Um/UH ,/, I/PRP 'm/VBP from/IN Maryland/NNP","{F Um, } I'm from Maryland /"
sd,A,"and/CC ,/, um/UH ,/, I/PRP have/VBP one/CD son/NN who/WP 's/BES almost/RB sixteen/CD months/NNS old/JJ ./.","{C and, } {F um, } I have one son who's almost sixteen months old. /"
qy,A,"Are/VBP ,/, are/VBP you/PRP married/JJ ,/, or/CC .../:","[ Are, + are ] you married, or ... -/"
ny,B,"Yeah/UH ,/,","Yeah, /"
ny,B,uh-huh/UH ./.,uh-huh. /
bk,A,You/PRP are/VBP ./.,You are. /
sd,B,"I/PRP have/VBP ,/, I/PRP have/VBP two/CD children/NNS ,/,","[ I have, + I have ] two children, /"
sd,B,I/PRP have/VBP a/DT seven/CD year/NN old/JJ and/CC a/DT three/CD year/NN old/JJ ./.,I have a seven year old and a three year old. /
b,A,Oh/UH ./.,Oh. /
sd,B,"And/CC ,/, uh/UH ,/, so/RB I/PRP try/VBP to/TO spend/VB as/RB much/JJ time/NN as/IN possible/JJ with/IN them/PRP ./.","[ {C And, } + {F uh, } {C so } ] I try to spend as much time as possible with them. /"
ba,A,That/DT 's/BES good/JJ ./.,That's good. /
qw,A,"Uh/UH ,/, what/WDT kind/NN of/IN things/NNS do/VBP you/PRP do/VB ?/.","{F Uh, } what kind of things do you do? /"
sd,B,"Well/UH ,/, um/UH ,/, w-/PRP ,/, we/PRP do/VBP a/DT lot/NN of/IN things/NNS with/IN them/PRP ,/, you/PRP know/VBP ,/,","{D Well, } {F um, } [ w-, + we ] do a lot of things with them, {D you know, } /"
sd,B,"Ta-/NNP ,/, Taylor/NNP my/PRP$ youngest/JJS is/VBZ ,/,","[ Ta-, + Taylor ] my youngest is, - /"
sd,B,or/CC my/PRP$ oldest/JJS is/VBZ in/IN school/NN,{C or } my oldest is in school /
sd,B,and/CC so/RB she/PRP has/VBZ a/DT lot/NN of/IN school/NN programs/NNS and/CC things/NNS like/IN that/DT ./.,{C and so } she has a lot of school programs and things like that. /
b,A,Oh/UH ./.,Oh. /
qy,B,"Ho-/XX ,/, was/VBD it/PRP a/DT big/JJ change/NN in/IN your/PRP$ life/NN ,/, to/TO ,/, uh/UH --/:","[ Ho-, + was ] it a big change in your life, to, {F uh } --"
ny,A,Oh/UH yeah/UH ./.,{F Oh } yeah <laughter>. /
+,B,--/: have/VB a/DT child/NN ./.,-- have a child. /
ny,A,"Um/UH ,/, yeah/UH ,/,","{F Um, } yeah, /"
sv,A,"it/PRP 's/BES really/RB nice/JJ ,/, uh/UH ,/,","it's really nice, {F uh, } /"
sd,A,"my/PRP$ husband/NN ,/, uh/UH ,/, is/VBZ working/VBG mo/JJS ,/, you/PRP know/VBP ,/, most/JJS of/IN the/DT time/NN ./.","my husband, {F uh, } is working [ mo-, + {D you know, } most ] of the time. /"
sd,A,"He/PRP 's/BES working/VBG long/JJ hours/NNS ,/,","He's working long hours, /"
sd,A,"but/CC ,/, uh/UH ,/,","{C but, } {F uh, }"
b,B,Uh-huh/UH ./.,Uh-huh. /
+,A,I/PRP 'm/VBP staying/VBG home/RB ./.,I'm staying home. /
b,B,Uh-huh/UH ./.,Uh-huh. /
sd,A,"Uh/UH ,/, I/PRP 'm/VBP just/RB working/VBG a/DT couple/NN days/NNS a/DT month/NN ,/,","{F Uh, } I'm just working a couple days a month, /"
%,A,"and/CC ,/, um/UH .../:","{C and, } {F um } ... -/"
b,B,"Oh/UH ,/, uh-huh/UH ./.","{F Oh, } uh-huh. /"
qw,B,"What/WP do/VBP you/PRP do/VB during/IN those/DT ,/, those/DT days/NNS ?/.","What do you do during [ those, + those ] days? /"
sd,A,"Um/UH ,/, we/PRP spend/VBP a/DT lot/NN of/IN time/NN at/IN the/DT playground/NN","{F Um, } we spend a lot of time at the playground /"
sd,A,"and/CC we/PRP go/VBP to/IN the/DT zoo/NN ,/,","{C and } we go to the zoo, /"
sd,A,and/CC we/PRP go/VBP,{C and } we go /
%,A,"and/CC we/PRP wa-/XX ,/, .../:","{C and } we wa-, ... -/"
sd,B,"Well/UH you/PRP said/VBD ,/, you/PRP said/VBD you/PRP worked/VBD a/DT couple/NN days/NNS a/DT month/NN ,/, though/RB ,/,","{D Well } [ you said, + you said ] you worked a couple days a month, though, /"
aa,A,"Yeah/UH ,/,","Yeah, /"
aa,A,yeah/UH ./.,yeah. /
qw,B,"what/WP do/VBP ,/, what/WP do/VBP you/PRP do/VB ?/.","[ what do, + what do ] you do? /"
sd,A,I/PRP 'm/VBP a/DT nurse/NN ./.,I'm a nurse. /
bh,B,"Oh/UH ,/, are/VBP you/PRP ?/.","{F Oh, } are you? /"
ny,A,"So/RB ,/, yeah/UH ,/,","{D So, } yeah, /"
sd,A,"so/RB it/PRP 's/BES ,/, it/PRP 's/BES ,/, it/PRP 's/BES real/RB easy/JJ to/TO work/VB out/RP my/PRP$ schedule/NN ,/,","{D so } [ [ it's, + it's, ] + it's ] real easy to work out my schedule,"
b,B,Uh-huh/UH ./.,Uh-huh. /
+,A,"you/PRP know/VBP ,/, to/TO ,/, uh/UH ,/, get/VB in/IN ,/, to/TO ,/, to/TO still/RB stay/VB in/IN with/IN that/DT ,/,","{D you know, } [ [ to, {F uh, } get in, + to, ] + to still stay in ] with that,"
b,B,Yeah/UH ./.,Yeah. /
+,A,"an/^CC ,/, and/CC to/TO have/VB enough/JJ time/NN to/TO spend/VB with/IN Matthew/NNP ./.","[ an, + and ] to have enough time to spend with Matthew. /"
b,B,Yeah/UH ./.,Yeah. /
sd,A,"He/PRP ,/, he/PRP 's/BES ,/, uh/UH ,/, just/RB now/RB really/RB starting/VBG to/TO ,/, to/TO get/VB interested/JJ in/IN a/DT lot/NN of/IN things/NNS ,/,","[ He, + he's, ] {F uh, } just now really starting [ to, + to ] get interested in a lot of things, <laughter> /"
%,A,"so/RB ,/, um/UH ,/,","{D so, } {F um, } -/"
b,B,"Yeah/UH ,/,","Yeah, /"
sd,B,"I/PRP understand/VBP that/DT ,/,","I understand that, /"
%,B,yeah/UH ./.,yeah. /
sv,B,They/PRP really/RB grow/VBP up/RP quick/RB ./. Especially/RB at/IN that/DT early/JJ age/NN ./.,They really grow up quick. Especially at that early age. /
b,A,Yeah/UH ./.,Yeah <laughter>. /
sd,B,"But/CC my/PRP$ ,/, my/PRP$ wife/NN was/VBD ,/, uh/UH ,/,","{C But } [ my, + my ] wife was, {F uh, } - /"
