act_tag,speaker,pos,text
x,A,./.,<Clicking>.
%,B,"Uh/UH ,/, well/UH ,/, h/VBG ,/, having/VBG","<Music> <TV> {F Uh, } {D well, } [ h-, + having ] - /"
sd,B,sort/RB of/RB the/DT reason/NN we/PRP 're/VBP going/VBG through/IN the/DT school/NN system/NN,((sort of the reason we're)) going through the school system - /
sv,B,"I/PRP seem/VBP to/TO be/VB younger/JJR than/IN most/JJS people/NNS who/WP ,/, who/WP talk/VBP on/IN this/DT thing/NN ./.","I seem to be younger than most people [ who, + who ] talk on this thing. /"
sd,B,"I/PRP 'm/VBP ,/, I/PRP 'm/VBP just/RB graduating/VBG col-/NN ,/, graduating/VBG from/IN college/NN ./.","[ I'm, + I'm ] just [ graduating col-, + graduating from college. ] /"
sd,B,"Uh/UH ,/, I/PRP did/VBD n't/RB really/RB perceive/VB much/RB of/IN a/DT ,/, of/IN a/DT problem/NN with/IN the/DT school/NN system/NN ./.","{F Uh, } I didn't really perceive much [ of a, + of a ] problem with the school system. /"
sd,B,"However/RB ,/, when/WRB you/PRP compare/VBP it/PRP to/IN school/NN systems/NNS like/IN they/PRP have/VBP in/IN Japan/NNP and/CC ad-/XX ,/,","However, when you compare it to school systems like they have in Japan and ad-, - /"
sv,B,"you/PRP can/MD compare/VB just/RB about/RB everyth-/NN ,/, thing/NN to/IN Japan/NNP","you can compare just about [ everyth-, + thing ] to Japan /"
sv,B,"and/CC we/PRP look/VBP like/IN wh-/XX ,/, we/PRP do/VBP n't/RB have/VB anything/NN ./.","<+ need to separate every th +> {C and } we look like [ wh-, + we ] don't have anything. /"
sv,B,"Uh/UH ,/, it/PRP seems/VBZ to/TO be/VB not/RB difficult/JJ enough/RB for/IN students/NNS ./. Not/RB challenging/JJ enough/RB ./. And/CC just/RB not/RB generally/RB competitive/JJ enough/RB ./.","{F Uh, } it seems to be not difficult enough for students. Not challenging enough. And just not generally competitive enough. /"
sv,B,"Uh/UH ,/, however/RB ,/, I/PRP ,/, if/IN it/PRP were/VBD n't/RB for/IN our/PRP$ needless/JJ ,/, uh/UH ,/, competition/NN with/IN Japan/NNP ,/, I/PRP ,/, I/PRP 'd/MD ,/, I/PRP 'd/MD think/VB that/IN ,/, that/IN ,/, the/DT school/NN systems/NNS ,/, system/NN works/VBZ at/IN a/DT pretty/RB good/JJ pace/NN ./.","{F Uh, } however, [ I, + ] if it weren't for our needless, {F uh, } <sigh> competition with Japan, [ [ I, + I'd, ] + I'd ] think [ that, + that, ] the school [ systems, + system ] works at a pretty good pace. /"
sd,A,I/PRP do/VBP n't/RB know/VB ./.,I don't know. /
%,A,"Uh/UH ,/, I/PRP have/VBP n't/RB ,/,","{F Uh, } I haven't, - /"
sd,A,"it/PRP 's/HVS been/VBN ,/, uh/UH ,/, well/UH seventy-nine/CD since/IN I/PRP was/VBD at/IN school/NN ./.","it's been, {F uh, } {D well } seventy-nine since I was [ at school. +"
b,B,Uh-huh/UH ./.,Uh-huh. /
+,A,At/IN high/JJ school/NN ./.,At high school. ] /
sd,A,"And/CC ,/, uh/UH ,/, I/PRP 've/VBP seen/VBN things/NNS change/VB ./.","{C And, } {F uh, } I've seen things change. /"
sv,A,"I/PRP do/VBP n't/RB know/VB if/IN I/PRP 've/VBP seen/VBN things/NNS change/VB enough/RB that/IN I/PRP can/MD actually/RB ,/,","I don't know if I've seen things change enough that I can actually, - /"
sd,A,because/IN I/PRP was/VBD n't/RB really/RB like/UH listening/VBG to/IN the/DT world/NN go/VB by/RB back/RB then/RB,{C because } I wasn't really {D like } listening to the world go by back then /
sv,A,so/RB it/PRP 's/BES hard/JJ to/TO compare/VB ./.,{C so } it's hard to compare. /
qy,A,You/PRP know/VBP what/WP I/PRP mean/VBP ?/.,You know what I mean? /
na,B,Right/UH ./.,Right. /
sd,A,"But/CC ,/, uh/UH ,/, it/PRP seems/VBZ like/IN when/WRB I/PRP li/VBD ,/, I/PRP lived/VBD in/IN Chicago/NNP ,/,","{C But, } {F uh, } it seems like when [ I li-, + I lived ] in Chicago, - /"
sd,A,"I/PRP ,/, I/PRP 've/VBP lived/VBN down/IN here/RB ./.","[ I, + I've ] lived down here. /"
sd,A,"I/PRP hear/VBP the/DT dropout/NN rates/NNS from/IN the/DT schools/NNS ,/,","I hear the dropout rates from the schools, /"
x,B,./.,<Rustling>.
sd,A,and/CC I/PRP certainly/RB see/VBP how/WRB much/RB I/PRP pay/VBP in/IN real/JJ estate/NN taxes/NNS every/DT year/NN ./.,{C and } I certainly see how much I pay in real estate taxes every year. /
b,B,Yeah/UH ./.,Yeah. /
sv,A,And/CC I/PRP begin/VBP to/TO wonder/VB if/IN I/PRP 'm/VBP really/RB getting/VBG my/PRP$ money/NN 's/POS worth/NN ./.,{C And } I begin to wonder if I'm really getting my money's worth. /
%,B,Huh/UH ./.,{F Huh. } /
sd,A,"I/PRP mean/VBP ,/, I/PRP ,/, I/PRP 've/VBP seen/VBN so/RB many/JJ different/JJ things/NNS ./. So/RB ,/, so/RB many/JJ different/JJ bad/JJ reports/NNS coming/VBG out/IN of/IN the/DT school/NN system/NN","{E I mean, } [ I, + I've ] seen so many different things. [ So, + so ] many different bad reports coming out of the school system /"
sv,A,and/CC I/PRP recognize/VBP that/IN there/EX are/VBP good/JJ schools/NNS out/IN there/RB ./.,{C and } I recognize that there are good schools out there. /
sv,A,"I/PRP mean/VBP ,/, somebody/NN 's/BES --/:","{E I mean, } somebody's --"
b,B,Right/UH ./.,Right. /
+,A,"--/: getting/VBG ,/, getting/VBG a/DT good/JJ education/NN because/IN we/PRP ,/,","-- [ getting, + getting ] a good education because we,"
x,B,./.,<Clicking>.
+,A,continue/VBP to/TO employ/VB people/NNS ./.,continue to employ people. /
sd,A,"But/CC ,/, uh/UH ,/, I/PRP do/VBP n't/RB ,/, I/PRP do/VBP n't/RB understand/VB the/DT ,/, uh/UH ,/, I/PRP do/VBP n't/RB understand/VB ,/, I/PRP guess/VBP ,/, why/WRB the/DT schools/NNS don-/XX ,/, seem/VBP to/TO have/VB such/PDT a/DT high/JJ dropout/NN rate/NN in/IN the/DT big/JJ cities/NNS ./.","{C But, } {F uh, } <swallowing> [ [ I don't, + I don't understand the, ] + {F uh, } I don't understand, ] I guess, why the schools [ don-, + ] seem to have such a high dropout rate in the big cities. /"
sd,B,"Uh/UH ,/, well/UH ,/, I/PRP do/VBP n't/RB pretend/VB to/TO understand/VB that/DT either/RB ./.","{F Uh, } {D well, } I don't pretend to understand that either. /"
sv,B,"Uh/UH ,/, but/CC I/PRP 'm/VBP not/RB quite/RB sure/JJ that/IN it/PRP 's/BES the/DT kind/NN of/IN thing/NN that/WDT ought/MD to/TO be/VB blamed/VBN on/IN the/DT schools/NNS ./.","{F Uh, } {C but } I'm not quite sure that it's the kind of thing that ought to be blamed on the schools. /"
sv,B,"But/CC then/RB ,/, again/RB ,/, I/PRP 'm/VBP not/RB quite/RB sure/JJ where/WRB the/DT blame/NN ought/MD to/TO be/VB put/VBN ./. Uh/UH ,/, because/IN the/DT ,/, the/DT dropout/NN rate/NN is/VBZ ,/, in/IN those/DT areas/NNS ,/, w/WRB ,/,","{C But } then, again, I'm not quite sure where the blame ought to be put. {F Uh, } because [ the, + the ] dropout rate is, in those areas, w-, - /"
sd,B,"it/PRP 's/BES high/JJ in/IN those/DT areas/NNS where/WRB also/RB there/EX 's/BES poverty/NN and/CC ,/, and/CC crime/NN ./.","it's high in those areas where also there's poverty [ and, + and ] crime. /"
sv,B,And/CC they/PRP all/DT seem/VBP to/TO go/VB together/RB ./.,{C And } they all seem to go together. /
sv,B,"And/CC it/PRP seems/VBZ like/IN if/IN you/PRP could/MD eliminate/VB one/CD of/IN ,/, of/IN the/DT parts/NNS of/IN that/DT circle/NN ,/, whether/IN ,/, where/WRB you/PRP have/VBP the/DT dropout/NN rate/NN and/CC crime/NN and/CC ,/, you/PRP know/VBP ,/, general/JJ poverty/NN kind/NN of/IN conditions/NNS ,/, that/IN things/NNS ought/MD to/TO get/VB better/JJR ./.","{C And } it seems like if you could eliminate one <sniffing> [ of, + of ] the parts of that circle, [ whether, + where ] you have the dropout rate and crime and, {D you know, } general poverty kind of conditions, <sniffing> that things ought to get better. /"
%,B,"So/RB ,/, uh/UH ,/, a-/XX ,/, the/DT other/JJ two/CD a-/XX ,/, a-/XX ,/,","{C So, } {F uh, } [ a-, + the other two [ a-, + a-, ] ] - /"
sv,B,"they/PRP 're/VBP all/DT three/CD social/JJ issues/NNS and/CC could/MD be/VB addressed/VBN by/IN the/DT government/NN in/IN any/DT ways/NNS ./. And/CC clearly/RB ,/, to/IN me/PRP ,/, is/VBZ a/DT kind/NN of/IN government/NN thing/NN to/TO ,/, to/TO fix/VB","they're all three social issues and could be addressed by the government in any ways <sniffing>. And clearly, to me, is a kind of government thing [ to, + to ] fix /"
sv,B,"but/CC it/PRP 's/BES just/RB like/IN ,/, I/PRP ,/, I/PRP do/VBP n't/RB expect/VB them/PRP to/TO know/VB which/WDT ,/, which/WDT ,/, which/WDT part/NN is/VBZ best/JJS to/TO fix/VB just/RB like/IN I/PRP do/VBP n't/RB know/VB ./.","{C but } it's just like, [ I, + I ] don't expect them to know [ [ which, + which, ] + which ] part is best to fix just like I don't know. /"
sv,B,"It/PRP 's/BES ,/, it/PRP 's/BES a/DT complicated/JJ issue/NN ./.","[ It's, + it's ] a complicated issue. /"
sv,B,"I/PRP ,/, I/PRP still/RB do/VBP n't/RB think/VB I/PRP would/MD blame/VB it/PRP directly/RB on/IN the/DT school/NN ./.","[ I, + I ] still don't think I would blame it directly on the school. /"
sd,A,I/PRP do/VBP n't/RB know/VB if/IN I/PRP blame/VBP it/PRP on/IN the/DT school/NN ./.,I don't know if I blame it on the school. /
sv,A,"I/PRP think/VBP ,/, I/PRP think/VBP I/PRP blame/VBP it/PRP ,/, I/PRP think/VBP I/PRP blame/VBP it/PRP on/IN a/DT couple/NN of/IN different/JJ things/NNS ./.","[ [ I think, + I think I blame it, ] + I think I blame it ] on a couple of different things. /"
sv,A,"I/PRP think/VBP I/PRP blame/VBP it/PRP on/IN the/DT school/NN system/NN ./. Uh/UH ,/,","I think I blame it on the school system. {F Uh, } /"
sd,B,"Well/UH ,/, that/DT 's/BES I/PRP meant/VBD when/WRB I/PRP said/VBD the/DT school/NN ./.","{D Well, } that's I meant when I said the school. /"
b,A,Yeah/UH ./.,Yeah. /
sd,A,I/PRP do/VBP n't/RB blame/VB it/PRP on/IN the/DT teachers/NNS in/IN the/DT school/NN ./.,I don't blame it on the teachers in the school. /
sv,A,"I/PRP ,/, although/IN I/PRP think/VBP that/IN ,/,","[ I, + although I ] think that, - /"
sd,A,"I/PRP do/VBP know/VB for/IN a/DT fact/NN that/IN some/DT of/IN the/DT teachers/NNS that/WDT I/PRP know/VBP personally/RB get/VBP paid/VBN an/DT awful/JJ lot/NN more/RBR than/IN ,/,","I do know for a fact that some of the teachers that I know personally get paid an awful lot more than, - /"
sv,A,"well/UH ,/, they/PRP do/VBP quite/RB well/RB for/IN themselves/PRP ./.","{D well, } <throat_clearing> they do quite well for themselves <laughter>. /"
%,B,Huh/UH ./.,{F Huh. } /
