act_tag,speaker,pos,text
"fo_o_fw_""_by_bc",A,Okay/UH ./.,<TV> Okay. /
qw,A,What/WP would/MD you/PRP rather/RB have/VB ?/.,What would you rather have? /
qrr,A,Or/CC you/PRP want/VBP salary/NN too/RB plus/CC what/WP ?/.,{C Or } you want salary too plus what? /
qw,A,What/WP 's/BES most/RBS important/JJ to/IN you/PRP ?/.,What's most important to you? /
x,A,./.,<Throat_clearing>.
sv,B,"Well/UH ,/, as/RB far/RB as/IN tangible/JJ benefits/NNS go/VBP I/PRP would/MD say/VB that/IN ,/, uh/UH ,/, health/NN insurance/NN of/IN all/DT forms/NNS is/VBZ probably/RB my/PRP$ next/JJ most/RBS important/JJ concern/NN ./.","{D Well, } as far as tangible benefits go I would say that, {F uh, } health insurance of all forms is probably my next most important concern. /"
b,A,Right/UH ./.,Right. /
sv,B,"I/PRP feel/VBP that/IN a/DT company/NN that/WDT can/MD provide/VB good/JJ health/NN benefits/NNS such/IN as/IN health/NN care/NN ,/, dental/NN and/CC vision/NN --/:","I feel that a company that can provide good health benefits such as health care, dental and vision --"
b,A,Uh-huh/UH ./.,Uh-huh. /
+,B,"--/: as/RB well/RB as/IN good/JJ long-term/JJ and/CC short-term/JJ disability/NN plans/NNS ,/, uh/UH ,/, goes/VBZ a/DT long/JJ way/NN toward/IN satisfying/VBG my/PRP$ needs/NNS ./.","-- as well as good long-term and short-term disability plans, {F uh, } goes a long way toward satisfying my needs. /"
b,A,Uh-huh/UH ./.,Uh-huh. /
oo_co_cc,A,"Well/UH ,/, I/PRP 'll/MD tell/VB you/PRP ./.","{D Well, } I'll tell you. /"
sv,A,I/PRP think/VBP that/DT is/VBZ the/DT most/RBS important/JJ thing/NN ./.,I think that is the most important thing <laughter>. /
sd,A,"I/PRP 've/VBP ,/, uh/UH ,/, I/PRP 'm/VBP not/RB working/VBG right/RB at/IN the/DT moment/NN","[ I've, + {F uh, } I'm ] not working right at the moment /"
sd,A,but/CC the/DT company/NN that/WDT I/PRP did/VBD work/VB for/IN,{C but } the company that I did work for <throat_clearing> - /
sd,A,"excuse/VB me/PRP I/PRP had/VBD health/NN benefits/NNS ./. You/PRP know/VBP ,/, dental/JJ ,/, vision/NN ,/, all/DT that/DT ,/, pension/NN plan/NN ,/, uh/UH ,/,","{E excuse me } <cough> <<in background>> I had health benefits. {D You know, } dental, vision, all that, pension plan, {F uh, } /"
sd,A,"now/RB I/PRP do/VBP n't/RB have/VB that/DT ,/, although/IN I/PRP do/VBP have/VB a/DT pension/NN that/WDT I/PRP 'm/VBP drawing/VBG from/IN them/PRP which/WDT ,/, thank/VB God/NNP ,/, I/PRP had/VBD ./.","now I don't have that, although I do have a pension that I'm drawing from them which, thank God, I had. /"
b,B,Right/UH ./.,Right. /
sd,A,"But/CC ,/, uh/UH ,/, man/UH ,/, I/PRP think/VBP those/DT medical/JJ benefits/NNS are/VBP the/DT most/RBS important/JJ ./. Uh/UH ,/,","{C But, } {F uh, } {D man, } I think those medical benefits are the most important. {F Uh, } /"
sv,B,"You/PRP ,/, you/PRP really/RB do/VBP n't/RB realize/VB how/WRB important/JJ they/PRP are/VBP until/IN you/PRP find/VBP yourself/PRP on/IN the/DT other/JJ side/NN of/IN the/DT fence/NN without/IN them/PRP and/CC having/VBG to/TO cover/VB your/PRP$ own/JJ medical/JJ","[ You, + you ] really don't realize how important they are until you find yourself on the other side of the fence without them and having to cover your own medical /"
sv,B,"and/CC ,/, uh/UH ,/, you/PRP can/MD quickly/RB see/VB where/WRB they/PRP become/VBP a/DT very/RB important/JJ part/NN of/IN your/PRP$ ,/, your/PRP$ compensation/NN package/NN ./.","{C and, } {F uh, } you can quickly see where they become a very important part of [ your, + your ] compensation package. /"
b,A,Right/UH ./.,Right. /
sd,A,"Uh/UH ,/, I/PRP should/MD knock/VB on/IN wood/NN ./.","{F Uh, } I should knock on wood. /"
sd,A,"I/PRP have/VBP n't/RB ,/, you/PRP know/VBP ,/, had/VBN any/DT serious/JJ health/NN problems/NNS or/CC anything/NN ./.","I haven't, {D you know, } had any serious health problems or anything. /"
sd,A,I/PRP 've/VBP only/RB probably/RB been/VBN to/IN the/DT doctor/NN a/DT couple/NN of/IN times/NNS since/IN I/PRP left/VBD work/NN,I've only probably been to the doctor a couple of times since I <swallowing> left work /
sd,A,"and/CC it/PRP was/VBD only/RB for/IN a/DT cold/NN ,/, you/PRP know/VBP ,/,","{C and } it was only for a cold, {D you know, } /"
sv,A,"and/CC they/PRP ca/MD n't/RB really/RB do/VB anything/NN for/IN you/PRP anyhow/RB ,/,","{C and } they can't really do anything for you anyhow, /"
sv,A,so/RB you/PRP might/MD as/IN well/RB not/RB even/RB go/VB ./.,{C so } you might as well not even go <laughter> <sniffing>. /
b,B,"Yeah/UH ,/,","Yeah, /"
sd,B,"they/PRP look/VBP at/IN you/PRP ,/, say/UH ,/, well/UH you/PRP 're/VBP still/JJ breathing/NN ,/, so/UH ,/, uh/UH ,/,","they look at you, {D say, } {D well } you're still breathing, so, {F uh, }"
aa,A,"Yeah/UH ,/,","Yeah, /"
aa,A,right/UH ./.,right <laughter>. /
