act_tag,speaker,pos,text
qo,A,"So/UH ,/, what/WP do/VBP you/PRP think/VB about/IN a/DT year/NN or/CC two/CD of/IN public/JJ service/NN ?/.","{D So, } what do you think about a year or two of public service? /"
sd,B,"Well/UH ,/, I/PRP know/VBP it/PRP 's/BES hard/JJ for/IN young/JJ people/NNS to/TO think/VB about/IN giving/VBG up/RP their/PRP$ years/NNS ,/, you/PRP know/VBP ,/, fr/JJ ,/, their/PRP$ carefree/JJ years/NNS --/:","{D Well, } I know it's hard for young people to think about giving up [ their years, + {D you know, } [ fr-, + ] their carefree years ] -- /"
b,A,Uh-huh/UH ./.,Uh-huh. /
sd,B,"--/: but/CC people/NNS that/WDT I/PRP have/VBP known/VBN that/WDT have/VBP done/VBN that/DT ,/, like/IN from/IN other/JJ countries/NNS ,/, especially/RB ,/,","-- {C but } people that I have known that have done that, like from other countries, especially,"
b,A,Yeah/UH ./.,Yeah. /
b,A,Yeah/UH ./.,Yeah. /
+,B,"from/IN Germany/NNP and/CC Finland/NNP ,/, um/UH ,/, they/PRP are/VBP just/RB ,/, they/PRP have/VBP such/PDT a/DT better/JJR ,/, more/RBR mature/JJ ,/, outlook/NN on/IN life/NN","from Germany and Finland, {F um, } [ they are just, + they have ] such a better, more mature, outlook on life /"
sv,B,and/CC I/PRP think/VBP they/PRP 're/VBP better/JJR people/NNS --/:,{C and } I think they're better people --
b,A,Uh-huh/UH ./.,Uh-huh. /
+,B,"--/: because/IN of/IN it/PRP ,/,","-- because of it, /"
sv,B,they/PRP 're/VBP much/RB more/RBR responsible/JJ ./.,they're much more responsible. /
sd,B,"I/PRP know/VBP ,/, um/UH ,/, the/DT church/NN that/WDT I/PRP go/VBP to/IN ,/, um/UH ,/, the/DT young/JJ men/NNS give/VBP two/CD years/NNS of/IN their/PRP$ life/NN when/WRB they/PRP turn/VBP nineteen/CD ,/, you/PRP know/VBP ,/,","I know, {F um, } the church that I go to, {F um, } the young men give two years of their life when they turn nineteen, {D you know, } /"
b,A,Uh-huh/UH ./.,Uh-huh. /
sd,B,"they/PRP 're/VBP encouraged/VBN to/TO do/VB that/DT ,/, missionary/NN work/VB ,/,","they're encouraged to do that, missionary work, /"
sd,B,"and/CC I/PRP be/VBP ,/, I/PRP really/RB believe/VBP that/IN the/DT people/NNS that/WDT do/VBP that/DT are/VBP better/JJR people/NNS that/WDT make/VBP our/PRP$ ,/,","{C and } [ I be-, + I really believe ] that the people that do that are better people that make our,"
aa,A,"You/PRP know/VBP ,/, I/PRP ,/,","{D You know, } [ I, +"
+,B,society/NN better/JJR ./.,society better. /
+,A,I/PRP really/RB agree/VBP with/IN you/PRP ./.,I ] really agree with you. /
sd,A,"Um/UH ,/, I/PRP ,/, uh/UH ,/, though/IN I/PRP 've/VBP never/RB done/VBN that/DT myself/PRP ,/, I/PRP ,/, I/PRP 'm/VBP ,/, was/VBD a/DT basically/RB an/DT education/NN major/NN when/WRB I/PRP graduated/VBD from/IN college/NN","{F Um, } [ I, + {F uh, } though I've ] never done that myself, I, [ I'm, + ] was a basically an education major when I graduated from college /"
sd,A,"and/CC I/PRP accepted/VBD a/DT job/NN that/WDT at/IN the/DT time/NN was/VBD just/RB slightly/RB above/IN the/DT poverty/NN level/NN to/TO teach/VB to/IN ,/, um/UH ,/, very/RB rural/JJ children/NNS in/IN a/DT very/RB low/JJ income/NN district/NN","{C and } I accepted a job that at the time was just slightly above the poverty level to teach to, {F um, } very rural children in a very low income district /"
sd,A,and/CC I/PRP spent/VBD a/DT year/NN teaching/VBG there/RB --/:,{C and } I spent a year teaching there -- /
b,B,Uh-huh/UH ./.,Uh-huh. /
