act_tag,speaker,pos,text
qw,A,"Well/UH ,/, uh/UH ,/, what/WP is/VBZ your/PRP$ favorite/JJ kind/NN of/IN music/NN ?/.","{D Well, } {F uh, } what is your favorite kind of music? /"
sd,B,"Well/UH ,/, I/PRP have/VBP to/TO say/VB my/PRP$ favorite/JJ type/NN of/IN music/NN would/MD probably/RB be/VB ,/, uh/UH ,/, classical/JJ music/NN ./.","{D Well, } I have to say my favorite type of music would probably be, {F uh, } classical music. /"
aa,A,"Oh/UH ,/, same/JJ here/RB ./.","{F Oh, } same here. /"
bh,B,"Oh/UH ,/, really/UH ./.","{F Oh, } really. /"
ny,A,Yeah/UH ./.,Yeah. /
qw,B,"What/WP type/NN of/IN music/NN do/VBP you/PRP like/VB in/IN the/DT classical/JJ area/NN ,/,","What type of music do you like in the classical area, /"
qw,B,"or/CC what/WP era/NN do/VBP you/PRP ,/, era/NN do/VBP you/PRP like/VB the/DT most/JJS ?/.","{C or } what [ era <<mispronounced>> do you, + era do you ] like the most? /"
sd,A,"Oh/UH ,/, well/UH ,/, I/PRP guess/VBP I/PRP like/VBP a/DT wide/JJ range/NN ./. Uh/UH ,/, everything/NN from/IN ,/, uh/UH ,/, from/IN Baroque/NNP through/IN at/IN least/JJS some/DT modern/JJ music/NN ./.","{F Oh, } {D well, } I guess I like a wide range. {F Uh, } everything [ from, + {F uh, } from ] Baroque through at least some modern music. /"
b,B,Uh-huh/UH ./.,Uh-huh. /
sd,A,And/CC my/PRP$ wife/NN and/CC I/PRP these/DT days/NNS are/VBP especially/RB into/IN opera/NN ./.,{C And } my wife and I these days are especially into opera. /
sd,A,We/PRP 've/VBP been/VBN sort/RB of/RB opera/NN fans/NNS for/IN a/DT few/JJ years/NNS now/RB ./.,We've been sort of opera fans for a few years now. /
qy,B,"Um/UH ,/, do/VBP you/PRP go/VB to/IN the/DT operas/NNS that/WDT they/PRP sing/VBP English/NNP or/CC go/VB to/IN the/DT ones/NNS that/WDT they/PRP sing/VBP other/JJ languages/NNS ?/.","{F Um, } do you go to the operas that they sing English or go to the ones that they sing other languages? /"
%,A,"Well/UH ,/, we/PRP ,/, uh/UH ,/, generally/RB ,/,","{D Well, } we, {F uh, } generally, - /"
sd,A,the/DT places/NNS we/PRP 've/VBP gone/VBN they/PRP sing/VBP in/IN the/DT original/JJ languages/NNS ./.,the places we've gone they sing in the original languages. /
b,B,Uh-huh/UH ./.,Uh-huh. /
sd,A,"Like/IN the/DT Dallas/NNP opera/NN here/RB normally/RB does/VBZ ,/, I/PRP guess/VBP ./.","Like the Dallas opera here normally does, I guess. /"
b,B,Uh-huh/UH ./.,Uh-huh. /
