act_tag,speaker,pos,text
qy,A,"Well/UH ,/, I/PRP personally/RB do/VBP n't/RB have/VB any/DT problem/NN with/IN ,/, uh/UH ,/, drug/NN testing/VBG employees/NNS or/CC potential/JJ employees/NNS ,/, do/VBP you/PRP ?/.","{D Well, } I personally don't have any problem with, {F uh, } drug testing employees or potential employees, do you? /"
b,B,"Um/UH ,/,","{F Um, } /"
qy,A,"I/PRP mean/VBP ,/, basically/RB ?/.","{E I mean, } basically? /"
nn,B,"Basically/RB ,/, no/UH ./.","Basically, no. /"
bk,A,Okay/UH ./.,Okay. /
%,A,"I/PRP do/VBP n't/RB ,/,","I don't, - /"
sv,A,I/PRP really/RB ca/MD n't/RB disagree/VB with/IN it/PRP ./.,I really can't disagree with it. /
%,B,"I/PRP ,/, I/PRP ,/, uh/UH ,/, uh/UH ,/,","[ I, + I, ] {F uh, } {F uh, } - /"
sv,B,"the/DT policy/NN that/WDT T/NNP I/NNP has/VBZ ,/, I/PRP think/VBP is/VBZ ,/, uh/UH ,/, uh/UH ,/, very/RB fair/JJ ./.","the policy that T I has, I think is, {F uh, } {F uh, } very fair. /"
b,A,Uh-huh/UH ./.,Uh-huh. /
%,B,"Um/UH ,/, I/PRP ,/,","{F Um, } I, - /"
sd,B,"they/PRP first/JJ had/VBD a/DT policy/NN where/WRB they/PRP ,/, uh/UH ,/, would/MD test/VB new/JJ employees/NNS","they first had a policy where they, {F uh, } would test new employees /"
sd,B,"and/CC ,/, then/RB since/IN I/PRP 've/VBP been/VBN with/IN them/PRP the/DT last/JJ four/CD years/NNS ,/, uh/UH ,/, there/EX 's/HVS been/VBN in/IN the/DT last/JJ year/NN ,/, year/NN and/CC a/DT half/NN ,/, um/UH ,/, they/PRP 're/VBP doing/VBG random/JJ testing/NN of/IN all/DT employees/NNS ./.","{C and, then } since I've been with them the last four years, {F uh, } there's been in the last year, year and a half, {F um, } they're doing random testing of all employees. /"
b,A,Uh-huh/UH ./.,Uh-huh. /
