act_tag,speaker,pos,text
"fo_o_fw_""_by_bc",A,You/PRP bet/VBP ./.,You bet. /
qy,A,They/PRP tell/VB you/PRP our/PRP$ topic/NN ?/.,They tell you our topic? /
na,B,"Uh/UH ,/, pets/NNS ./.","{F Uh, } pets. /"
sd,A,You/PRP 've/VBP got/VBN it/PRP ./.,You've got it. /
qy,B,Do/VBP you/PRP have/VB pets/NNS ?/.,Do you have pets? /
ny,A,"Yes/UH ,/,","Yes, /"
sd,A,we/PRP do/VBP ./.,we do. /
sd,A,"Uh/UH ,/, my/PRP$ wife/NN and/CC I/PRP have/VBP a/DT dog/NN that/WDT soon/RB be/VB eight/CD years/NNS old/JJ ,/,","{F Uh, } my wife and I have a dog that soon be eight years old, /"
sd,A,"and/CC we/PRP have/VBP a/DT ,/, a/DT cat/NN ,/, which/WDT is/VBZ ,/, uh/UH ,/, I/PRP guess/VBP about/RB five/CD years/NNS old/JJ ./.","{C and } we have [ a, + a ] cat, which is, {F uh, } I guess about five years old. /"
ba,B,"Oh/UH ,/, my/PRP$ goodness/NN ./.","{F Oh, } my goodness. /"
qo,A,How/WRB about/IN you/PRP guys/NNS ?/.,How about you guys? /
sd,B,We/PRP have/VBP three/CD dogs/NNS and/CC --/:,We have three dogs and --
b^m,A,Three/CD dogs/NNS ./.,Three dogs. /
+,B,--/: two/CD birds/NNS at/IN this/DT point/NN ./.,-- two birds at this point. /
b^m,A,"And/CC two/CD bi-/NNS ,/,","{C And } two bi-, - /"
qw,A,what/WP kind/NN of/IN birds/NNS do/VBP you/PRP have/VB ?/.,what kind of birds do you have? /
sd,B,Parakeets/NNS ./.,Parakeets. /
ba,A,"No/DT ,/, kidding/NN ./.","No, kidding. /"
qy,A,"En/VB ,/, enjoy/VB them/PRP ?/.","[ En-, + enjoy ] them? /"
sd,B,"Oh/UH ,/, have/VB a/DT ball/NN with/IN them/PRP ./.","{F Oh, } have a ball with them. /"
qy,A,You/PRP let/VBP them/PRP out/RB and/CC let/VB them/PRP fly/VB around/RB and/CC everything/NN ?/.,You let them out and let them fly around and everything? /
nn,B,"Well/UH ,/, no/UH ,/,","{D Well, } no, /"
sd,B,because/IN my/PRP$ dogs/NNS chase/VB them/PRP ./.,because my dogs <laughter> chase them. /
bk,A,Okay/UH ./.,Okay. /
sd,B,So/RB in/IN order/NN to/TO have/VB the/DT birds/NNS not/RB stuffed/VBN I/PRP have/VBP to/TO keep/VB them/PRP in/IN their/PRP$ --/:,{C So } in order to have the birds not stuffed I have to keep them in their --
%,A,"You-/XX ,/,","You-, -/"
+,B,--/: cages/NNS ./.,-- cages. /
sv,A,"You/PRP know/VBP ,/, this/DT is/VBZ like/IN a/DT cruelty/NN joke/NN ,/,","{D You know, } this is like a cruelty joke, /"
fa,A,"and/CC I/PRP apologize/VBP if/IN you/PRP 're/VBP a/DT bird/NN lover/NN ,/,","{C and } I apologize if you're a bird lover, /"
sd,A,"but/CC ,/, uh/UH ,/, we/PRP had/VBD a/DT parakeet/NN ./.","{C but, } {F uh, } we had a parakeet."
b,B,Uh-huh/UH ./.,Uh-huh. /
+,A,"And/CC ,/, my/PRP$ fault/NN ,/, put/VBD up/IN our/PRP$ first/JJ electric/JJ fan/NN ./.","And, my fault, put up our first electric fan."
b,B,Uh-huh/UH ./.,Uh-huh. /
+,A,And/CC never/RB thought/VBD about/IN it/PRP ./.,And never thought about it. /
sd,A,Knocked/VBD that/IN parakeet/NN right/RB out/IN of/IN the/DT air/NN ./.,Knocked that parakeet <laughter> right out of the air. /
sd,B,"Well/UH ,/, we/PRP had/VBD that/DT happen/VB once/RB ,/, um/UH ,/,","{D Well, } we had that happen once, {F um, } /"
sd,B,"my/PRP$ son/NN had/VBD the/DT bird/NN back/RB in/IN his/PRP$ room/NN ,/,","my son had the bird back in his room, /"
sd,B,"because/IN it/PRP 's/BES his/PRP$ bir-/NN ,/, well/UH ,/, the/DT first/JJ one/CD that/WDT we/PRP had/VBD was/VBD his/PRP$ bird/NN ,/,","{C because } [ it's his bir-, + {D well, } the first one that we had was his bird, ] /"
sd,B,"and/CC I/PRP had/VBD a/DT ceiling/NN fan/NN put/VBN up/RP ,/,","{C and } I had a ceiling fan put up, /"
sd,B,"and/CC it/PRP ,/, the/DT bird/NN got/VBD away/RB from/IN him/PRP one/CD afternoon/NN ,/,","{C and } [ it, + the bird ] got away from him one afternoon, /"
sd,B,"and/CC I/PRP mean/VBP that/DT sucker/NN hit/VBD that/DT fan/NN and/CC went/VBD flying/VBG up/IN against/IN the/DT wall/NN ,/,","{C and } {E I mean } that sucker hit that fan and went flying up against the wall, /"
sd,B,"I/PRP thought/VBD ,/, oh/UH --/:","I thought, {F oh } --"
qy,A,It/PRP killed/VBD him/PRP ?/.,It killed him? /
+,B,--/: so/RB much/RB for/IN the/DT bird/NN ./.,-- so much for the bird. /
nn,B,"No/UH ,/,","No, /"
sd,B,he/PRP 's/BES still/RB alive/JJ and/CC kicking/VBG ./.,he's still alive and kicking. /
%,A,"Oh/UH ,/, that/DT 's/BES ,/,","{F Oh, } that's, - /"
sd,A,"well/UH ,/, it/PRP killed/VBD ours/JJ ,/,","{D well, } it killed ours, /"
ba,A,I/PRP 'll/MD be/VB darned/VBN ./.,I'll be darned. /
nn,B,"No/UH ,/,","No, /"
sd,B,"I/PRP guess/VBP we/PRP did/VBD n't/RB have/VB it/PRP high/RB enough/RB or/CC he/PRP did/VBD n't/RB get/VB hit/VB in/IN just/RB the/DT right/JJ spot/NN ,/,","I guess we didn't have it high enough or he didn't get hit in just the right spot, /"
x,A,./.,<Laughter>.
sd,B,"but/CC it/PRP threw/VBD him/PRP up/IN against/IN the/DT wall/NN ,/, you/PRP know/VBP ,/,","{C but } it threw him up against the wall, {D you know, } /"
sd,B,and/CC he/PRP slid/VBD down/IN the/DT wall/NN ./.,{C and } he slid <laughter> down the wall. /
sd,A,"Well/UH ,/, speaking/VBG of/IN pets/NNS ,/, I/PRP 'll/MD tell/VB you/PRP ,/, my/PRP$ ,/, my/PRP$ kids/NNS are/VBP older/JJR now/RB ,/,","{D Well, } speaking of pets, I'll tell you, [ my, + my ] kids are older now, /"
sd,A,"my/PRP$ ,/, both/DT of/IN them/PRP are/VBP either/RB in/IN or/CC out/IN of/IN college/NN ,/,","[ my, + both of them ] are either in or out of college, /"
