act_tag,speaker,pos,text
"fo_o_fw_""_by_bc",A,"Okay/UH ,/, uh/UH ,/,","Okay, {F uh, } /"
sd,A,"some/DT of/IN the/DT T/NN V/NN shows/NNS I/PRP like/VBP to/TO watch/VB are/VBP ,/, uh/UH ,/, mostly/JJ evening/NN ,/, evening/NN shows/NNS","some of the T V shows I like to watch are, {F uh, } mostly [ evening, + evening ] shows /"
sd,A,"and/CC ,/, uh/UH ,/, like/IN for/IN instance/NN the/DT one/CD I/PRP 'm/VBP looking/VBG forward/RB to/IN ,/, to/IN tonight/RB is/VBZ TWENTY/CD TWENTY/CD ./.","{C and, } {F uh, } {D like } for instance the one I'm looking forward [ to, + to ] tonight is TWENTY TWENTY. /"
sd,A,I/PRP usually/RB watch/VBP those/DT prime/JJ time/NN programs/NNS ./.,I usually watch those prime time programs. /
b,B,Right/UH ./.,Right. /
sd,A,"Uh/UH ,/, I/PRP like/VBP to/TO watch/VB FORTY-EIGHT/CD HOURS/NNPS ./.","{F Uh, } I like to watch FORTY-EIGHT HOURS. /"
sd,A,"Never/RB miss/VBP that/DT and/CC ,/, uh/UH ,/, sometimes/RB PRIME/NNP TIME/NNP LIVE/NNP ./.","Never miss that and, {F uh, } sometimes PRIME TIME LIVE. /"
sd,A,"Uh/UH ,/, and/CC then/RB the/DT week/NN goes/VBZ by/RB","{F Uh, } {C and then } the week goes by /"
sd,A,and/CC I/PRP do/VBP n't/RB think/VB I/PRP ever/RB watch/VBP anything/NN else/RB ./.,{C and } I don't think I <laughter> ever watch anything else. /
x,B,,<Laughter>.
sd,A,"You/PRP know/VBP ,/, the/DT ,/, the/DT Sunday/NNP night/NN movies/NNS ,/, I/PRP watch/VBP those/DT kind/NN of/IN things/NNS ./. But/CC ,/, uh/UH ,/, most/RBS ,/, but/CC basically/RB a/DT lot/NN of/IN documentary/NN things/NNS and/CC ,/, you/PRP know/VBP ,/, what/WP 's/BES going/VBG on/RP and/CC that/DT kind/NN of/IN thing/NN ./.","{D You know, } [ the, + the ] Sunday night movies, I watch those kind of things. [ But, {F uh, } most, + but basically ] a lot of documentary things and, {D you know, } what's going on and that kind of thing. /"
sd,B,"I/PRP li/VBP ,/, I/PRP have/VBP a/DT few/NN ,/, you/PRP know/VBP ,/, favorite/JJ shows/NNS that/WDT I/PRP try/VBP not/RB to/TO miss/VB ./.","[ I li-, + I have ] a few, {D you know, } favorite shows that I try not to miss. /"
b,A,Uh-huh/UH ./.,Uh-huh. /
sd,B,L/NNP A/NNP LAW/NNP is/VBZ one/CD of/IN them/PRP ./.,L A LAW is one of them. /
b,A,Uh-huh/UH ./.,Uh-huh. /
sd,B,"Although/IN this/DT year/NN 's/POS ,/, it/PRP 's/BES a/DT little/RB easier/JJR to/TO miss/VB than/IN last/JJ year/NN ./.","Although this year's, it's a little easier to miss than last year."
b,A,Yeah/UH ./.,Yeah. /
+,B,With/IN the/DT new/JJ cast/NN and/CC everything/NN ./.,With the new cast and everything. /
b,A,"Yeah/UH ,/,","Yeah, /"
sv,A,it/PRP 's/BES hard/JJ to/TO follow/VB ./.,it's hard to follow. /
b,B,"Right/UH ,/,","Right, /"
sd,B,"and/CC ,/, uh/UH ,/, I/PRP like/VBP ROSIE/NNP O'NEILL/NNP ./.","{C and, } {F uh, } I like ROSIE O'NEILL. /"
sd,A,"Oh/UH ,/, I/PRP 've/VBP never/RB seen/VBN that/DT one/CD ./.","{F Oh, } I've never seen that one. /"
