act_tag,speaker,pos,text
qo,A,"Well/UH ,/, how/WRB about/IN you/PRP ./.","{D Well, } how about you. /"
qy,A,Do/VBP you/PRP use/VB P/NN C/NN -s/NNS ?/.,Do you use P C -s? /
na,B,Oh/UH constantly/RB ./.,{F Oh } constantly. /
b,A,Yeah/UH ./.,Yeah. /
sd,A,You/PRP and/CC me/PRP both/DT ./.,You and me both. /
sd,B,It/PRP seems/VBZ everything/NN I/PRP do/VBP is/VBZ computer/NN related/JJ ./.,<Laughter> It seems everything I do is computer related. /
b,A,Huh-uh/UH ./.,Huh-uh. /
sd,B,"And/CC if/IN it/PRP goes/VBZ down/RB ,/, then/RB we/PRP 're/VBP stuck/VBN all/DT day/NN ./.","{C And } if it goes down, then we're stuck all day. /"
b,A,Yeah/UH ./.,Yeah. /
sd,A,"And/CC so/RB I/PRP like/VBP the/DT I/NNP B/NNP M/NNP P/NN C/NN ,/, personally/RB ./.","{C And so } I like the I B M P C, personally. /"
b,B,Huh-uh/UH ./.,Huh-uh. /
sd,A,But/CC that/DT 's/BES pretty/RB much/RB everything/NN I/PRP 've/VBP worked/VBN with/IN,{C But } that's pretty much everything I've worked with /
sd,A,"and/CC ,/, uh/UH ,/, I/PRP 've/VBP become/VBN so/RB accustomed/JJ to/IN it/PRP that/IN ,/, uh/UH ,/, it/PRP 's/BES second/JJ nature/NN ./.","{C and, } {F uh, } I've become so accustomed to it that, {F uh, } it's second nature. /"
b,B,Yeah/UH ./.,Yeah. /
qo,A,What/WP do/VBP you/PRP use/VB ?/.,What do you use? /
sd,B,"Well/UH ,/, I/PRP have/VBP an/DT ,/, I/PRP ,/, I/NNP B/NNP M/NNP P/NNP S/NNP two/CD ,/, model/NN thirty/CD ./.","{D Well, } I have an, [ I, + I ] B M P S two, model thirty. /"
b,A,Yeah/UH ./.,Yeah. /
sd,B,"It/PRP 's/BES kind/RB of/RB ,/, kind/RB of/RB getting/VBG too/RB slow/JJ for/IN me/PRP ,/,","It's [ kind of, + kind of ] getting too slow for me, /"
sd,B,"but/CC my/PRP$ job/NN ,/, I/PRP 'm/VBP an/DT E/NNP D/NNP P/NNP auditor/NN ,/,","{C but } [ my job, + I'm ] an (( E D P )) auditor, /"
sd,B,"so/RB I/PRP audit/VBP ,/, uh/UH ,/, computer/NN applications/NNS both/DT on/IN the/DT personal/JJ computer/NN and/CC the/DT mainframe/NN level/NN ./.","{C so } I audit, {F uh, } computer applications both on the personal computer and the mainframe level. /"
b,A,"Oh/UH ,/, huh-uh/UH ./.","{F Oh, } huh-uh. /"
sd,B,"And/CC I/PRP use/VBP my/PRP$ personal/JJ computer/NN constantly/RB ,/,","{C And } I use my personal computer constantly, /"
sd,B,"not/RB only/RB do/VBP I/PRP do/VB P/NN C/NN type/NN things/NNS like/IN ,/, uh/UH ,/, using/VBG lotus/NNP or/CC word/NN processors/NNS ,/,","not only do I do P C type things like, {F uh, } using lotus or word processors, /"
b,A,Huh-uh/UH ./.,Huh-uh. /
sd,B,I/PRP also/RB use/VBP my/PRP$ P/NN C/NN to/TO emulate/VB a/DT mainframe/NN terminal/NN for/IN our/PRP$ I/NNP B/NNP M/NNP mainframe/NN --/:,I also use my P C to emulate a mainframe terminal for our I B M mainframe --
b,A,Huh-uh/UH ./.,Huh-uh. /
+,B,--/: and/CC also/RB to/TO emulate/VB a/DT deck/NN terminal/NN for/IN our/PRP$ deck/NN machine/NN ./.,-- and also to emulate a deck terminal for our deck machine. /
b,A,"Oh/UH ,/, okay/UH ./.","{F Oh, } okay. /"
sd,B,"So/RB all/DT I/PRP have/VBP on/IN my/PRP$ desk/NN is/VBZ my/PRP$ P/NN C/NN ,/,","{C So } all I have on my desk is my P C, /"
sd,B,"but/CC I/PRP 'm/VBP ,/, I/PRP 'm/VBP getting/VBG ,/, not/RB only/RB our/PRP$ local/JJ area/NN network/NN ,/,","{C but } [ I'm, + I'm ] getting, not only our local area network, /"
sd,B,"but/CC I/PRP 'm/VBP getting/VBG two/CD separate/JJ mainframe/NN machines/NNS ,/, also/RB ./.","{C but } I'm getting two separate mainframe machines, also. /"
b,A,"Oh/UH ,/, okay/UH ./.","{F Oh, } okay. /"
sd,A,"So/RB we/PRP ,/, um/UH ,/, we/PRP use/VBP ,/, it/PRP 's/BES an/DT I/NNP B/NNP M/NNP P/NNP S/NNP two/CD also/RB ./.","{C So } [ we, + {F um, } we ] use, [ it's + ] an I B M P S two also. /"
b,B,Huh-uh/UH ./.,Huh-uh. /
sd,A,"And/CC ,/, um/UH ,/, you/PRP know/VBP ,/, every/DT now/RB and/CC then/RB the/DT file/NN gets/VBZ so/RB big/JJ ,/, that/IN ,/, you/PRP know/VBP ,/, it/PRP moves/VBZ slower/RBR than/IN I/PRP 'd/MD like/VB --/:","{C And, } {F um, } {D you know, } every now and then the file gets so big, that, {D you know, } it moves slower than I'd like -- /"
b,B,Huh-uh/UH ./.,Huh-uh. /
sd,A,"--/: but/CC I/PRP ,/, uh/UH ,/, I/PRP do/VBP mainly/RB graphic/JJ work/NN on/IN it/PRP ./.","-- {C but } [ I, + {F uh, } I ] do mainly graphic work on it."
b,B,Huh-uh/UH ./.,Huh-uh. /
+,A,"And/CC ,/, uh/UH ,/, a/DT little/JJ bit/NN of/IN word/NN processing/NN and/CC then/RB lotus/NNP applications/NNS to/IN it/PRP ./.","And, {F uh, } a little bit of word processing and then lotus applications to it. /"
b,B,Yeah/UH ./.,Yeah. /
h,A,"And/CC ,/, uh/UH ,/, I/PRP do/VBP n't/RB know/VB ,/,","{C And, } {F uh, } I don't know, /"
sd,A,"I/PRP just/RB ,/, I/PRP enjoy/VBP working/VBG with/IN them/PRP ./.","[ I just, + I ] enjoy working with them. /"
b,B,Yeah/UH ./.,Yeah <<Voice faded>>. /
sv,A,"There/EX 's/BES so/RB many/JJ capabilities/NNS out/IN there/RB ,/,","There's so many capabilities out there, /"
sv,A,"I/PRP mean/VBP ,/, the/DT things/NNS you/PRP can/MD do/VB are/VBP endless/JJ ./.","{E I mean, } the things you can do are endless. /"
aa,B,Yeah/UH ./.,Yeah. /
sd,B,"I/PRP 've/VBP become/VBN kind/RB of/RB the/DT P/NN C/NN guru/NN in/IN our/PRP$ audit/NN department/NN because/IN it/PRP 's/BES mostly/RB financial/JJ auditors/NNS with/IN an/DT accounting/NN back/GW ground/^NN ,/,","I've become kind of the P C guru in our audit department because it's mostly financial auditors with an accounting back ground, /"
b,A,Huh-uh/UH ./.,Huh-uh. /
sd,B,And/CC there/EX 's/BES three/CD of/IN us/PRP E/NNP D/NNP P/NNP auditors/NNS,{C And } there's three of us E D P auditors /
sd,B,and/CC one/CD of/IN the/DT three/CD of/IN us/PRP has/VBZ an/DT accounting/NN background/NN,{C and } one of the three of us has an accounting background /
sd,B,and/CC so/RB she/PRP 's/BES not/RB real/RB proficient/NN in/IN P/NN C/NN 's/^NNS,{C and so } she's not real proficient in P C's /
sd,B,"and/CC the/DT other/JJ just/RB has/VBZ ,/,","{C and } the other just has,"
b,A,Yeah/UH ./.,Yeah. /
+,B,"not/RB used/VBN P/NN C/NN 's/^NNS that/RB much/JJ ,/,","not used P C's that much, /"
sd,B,so/RB I/PRP ended/VBD up/RP taking/VBG on/RP the/DT load/NN of/IN making/VBG sure/JJ everybody/NN knows/VBZ what/WP they/PRP 're/VBP doing/VBG,{C so } I ended up taking on the load of making sure everybody knows what they're doing /
sd,B,and/CC I/PRP 'm/VBP the/DT administrator/NN for/IN our/PRP$ local/JJ area/NN network/NN ./.,{C and } I'm the administrator for our local area network. /
sd,B,And/CC I/PRP need/VBP to/TO keep/VB that/DT going/VBG,{C And } I need to keep that going /
sd,B,"and/CC ,/,","{C and,"
b,A,Huh-uh/UH ./.,Huh-uh. /
+,B,"So/RB ,/, I/PRP ,/, I/PRP 'm/VBP ,/, I/PRP could/MD n't/RB live/VB my/PRP$ life/NN without/IN a/DT P/NN C/NN ./.","So, } [ [ I, + I'm, ] + I ] couldn't live my life without a P C. /"
sd,B,"I/PRP do/VBP n't/RB have/VB one/CD at/IN home/NN ,/,","I don't have one at home, /"
sd,A,"We/PRP have/VBP one/CD at/IN home/NN ,/,","We have one at home, /"
sd,A,but/CC I/PRP just/RB do/VBP n't/RB find/VB the/DT time/NN that/IN I/PRP can/MD use/VB it/PRP ./.,{C but } I just don't find the time that I can use it. /
b,B,Yeah/UH ./.,Yeah. /
sd,B,"Right/RB now/RB I/PRP would/MD rather/RB not/RB have/VB one/CD at/IN home/NN ,/, because/IN I/PRP would/MD work/VB at/IN home/NN ./.","Right now I would rather not have one at home, because I would work at home. /"
b,A,Yes/UH ./.,Yes. /
sd,B,"Um/UH ,/, we/PRP 've/VBP got/VBN a/DT couple/NN of/IN portable/JJ lap/NN top/NN P/NN C/NN 's/^NNS at/IN the/DT office/NN that/WDT I/PRP end/VBP up/RP bringing/VBG one/CD of/IN them/PRP home/RB a/DT lot/NN ,/,","{F Um, } we've got a couple of portable lap top P C's at the office that I end up bringing one of them home a lot,"
b,A,Huh-uh/UH ./.,Huh-uh. /
+,B,to/TO do/VB work/NN ./.,to do work. /
sd,B,If/IN I/PRP had/VBD a/DT machine/NN already/RB installed/VBN at/IN home/NN I/PRP would/MD probably/RB work/VB just/RB about/RB every/DT night/NN ./.,If I had a machine already installed at home I would probably work just about every night <laughter>. /
x,B,/TO,<<There are many breaks in the tape.>>
sd,A,"One/CD of/IN the/DT reasons/NNS why/WRB I/PRP got/VBD mine/PRP ,/, was/VBD before/IN I/PRP went/VBD on/IN maternity/NN leave/NN ,/,","<Laughter> One of the reasons why I got mine, was before I went on maternity leave, /"
sd,A,"they/PRP did/VBD n't/RB know/VB how/WRB they/PRP were/VBD going/VBG to/TO do/VB without/IN me/PRP at/IN work/NN because/IN ,/, I/PRP am/VBP pretty/RB much/JJ the/DT ,/, like/IN you/PRP said/VBD ,/, the/DT guru/NN ,/,","they didn't know how they were going to do without me at work because, I am pretty much [ the, + like you said, the ] guru,"
b,B,Yeah/UH ./.,Yeah. /
+,A,"in/IN the/DT office/NN with/IN the/DT different/JJ programs/NNS and/CC MUMBLEx/XX any/DT trouble/NN shooting/NN that/IN there/EX is/VBZ ,/,","in the office with the different programs and (( )) any trouble shooting that there is, /"
b,B,Huh-uh/UH ./.,Huh-uh. /
sd,A,"and/CC ,/, um/UH ,/, so/RB they/PRP did/VBD n't/RB know/VB how/WRB it/PRP was/VBD going/VBG to/TO work/VB ,/,","[ {C and, } + {F um, } {C so } ] they didn't know how it was going to work, /"
sd,A,"they/PRP knew/VBD they/PRP were/VBD going/VBG to/TO have/VB to/TO get/VB a/DT modem/NN so/IN that/IN we/PRP could/MD ,/, MUMBLEx/XX in/IN the/DT decks/NNS machine/NN so/IN that/IN we/PRP could/MD ,/, in/IN my/PRP$ home/NN ,/, so/IN that/IN we/PRP could/MD make/VB it/PRP through/IN this/DT eight/CD weeks/NNS or/CC so/RB ./.","they knew they were going to have to get a modem [ [ so that we could, + (( )) in the decks machine so that we could, in my home, ] + so that we could ] make it through this eight weeks or so. /"
b,B,Yeah/UH ./.,Yeah. /
sv,A,"But/CC ,/, uh/UH ,/, you/PRP know/VBP ,/, it/PRP 's/BES ,/, uh/UH ,/, it/PRP 's/BES almost/RB like/IN we/PRP could/MD become/VB too/RB dependent/JJ on/IN them/PRP ./.","{C But, } {F uh, } {D you know, } [ it's, + {F uh, } it's ] almost like we could become too dependent on them. /"
b,B,Yeah/UH ./.,Yeah. /
sd,A,"And/CC oh/UH ,/, I/PRP ,/, we/PRP use/VBP a/DT lot/NN of/IN free/GW lance/^NN ./.","{C And } {F oh, } [ I, + we ] use a lot of free lance. /"
