act_tag,speaker,pos,text
"fo_o_fw_""_by_bc",A,"All/RB right/JJ ,/,","All right, /"
sd,A,"I/PRP guess/VBP our/PRP$ ,/, we/PRP 're/VBP in/IN the/DT process/NN of/IN a/DT home/NN repair/NN right/RB at/IN this/DT point/NN","I guess [ our, + we're ] in the process of a home repair right at this point /"
sd,A,"because/IN we/PRP 're/VBP ,/, we/PRP 're/VBP painting/VBG the/DT outside/NN of/IN our/PRP$ house/NN ./.","{C because } [ we're, + we're ] painting the outside of our house. /"
h,A,"I/PRP do/VBP n't/RB know/VB ,/,","I don't know, /"
sv,A,I/PRP guess/VBP you/PRP would/MD consider/VB that/DT a/DT home/NN repair/NN ./.,I guess you would consider that a home repair. /
b,B,Huh-uh/UH ./.,Huh-uh. /
sv,A,"Certainly/UH ,/, uh/UH ,/, uh/UH ,/,","Certainly, {F uh, } {F uh, } /"
sd,A,"and/CC interesting/JJ enough/RB ,/, this/DT time/NN we/PRP 're/VBP changing/VBG the/DT color/NN which/WDT makes/VBZ it/PRP an/DT addition/NN ./.","{C and } interesting enough, this time we're changing the color which makes it an addition. /"
qw,A,"What/WP is/VBZ your/PRP$ most/RBS recent/JJ ,/,","What is your most recent, -/"
sd,B,"We/PRP just/RB MUMBLEx/XX did/VBD that/DT ,/, too/RB ./.","We just (( )) did that, too. /"
qy,A,"You/PRP did/VBD that/DT recently/RB too/RB ,/, uh/UH ,/, ?/.","You did that recently too, uh,? /"
ny,B,Yes/UH ./.,Yes. /
qy,A,Does/VBZ it/PRP make/VB a/DT big/JJ difference/NN ?/.,Does it make a big difference? /
ny,B,"Oh/UH ,/, yes/UH","{F Oh, } yes /"
sd,B,we/PRP have/VBP brick/NN on/IN the/DT outside/NN,we have brick on the outside /
sd,B,"and/CC ,/, uh/UH ,/, the/DT colors/NNS that/WDT were/VBD there/RB changed/VBD the/DT ,/, and/CC the/DT colors/NNS that/WDT we/PRP painted/VBD changed/VBD the/DT entire/JJ look/NN of/IN the/DT house/NN ./.","[ {C and, } {F uh, } the colors that were there changed the, + {C and } the colors that we painted changed the ] entire look of the house. /"
b,A,Huh-uh/UH ./.,Huh-uh. /
sd,B,Completely/RB ./.,Completely. /
qy,A,That/DT 's/BES neat/JJ is/VBZ n't/RB it/PRP ./.,That's neat isn't it. /
ny,B,Yeah/UH ./.,Yeah. /
sd,B,That/DT was/VBD really/RB exciting/JJ ./.,That was really exciting. /
sd,B,It/PRP was/VBD fun/NN ./.,It was fun. /
sd,A,"I/PRP was/VBD really/RB ,/, really/RB tired/JJ of/IN the/DT color/NN ./.","I was really, really tired of the color. /"
