act_tag,speaker,pos,text
"fo_o_fw_""_by_bc",A,Okay/UH ./.,Okay. /
qw,A,Where/WRB do/VBP you/PRP enjoy/VB dining/VBG out/RP ?/.,Where do you enjoy dining out? /
sd,B,"Oh/UH ,/, I/PRP generally/RB go/VBP to/IN the/DT quickie/JJ places/NNS just/RB because/IN they/PRP 're/VBP cheap/JJ ./.","{F Oh, } I generally go to the quickie places just because they're cheap. /"
b,A,"Yes/UH ,/,","Yes, /"
qy,A,do/VBP you/PRP have/VB children/NNS ?/.,do you have children? /
na,B,"Uh/UH ,/, we/PRP have/VBP four/CD ,/,","{F Uh, } we have four, /"
sd,B,but/CC most/JJS of/IN them/PRP are/VBP gone/JJ now/RB --/:,{C but } most of them are gone now -- /
b,A,Uh/UH ./.,{F Uh. } /
%,B,"--/: so/RB there/EX ,/, there/EX might/MD be/VB ,/,","-- {C so } [ there, + there ] might be, - /"
sd,B,"but/CC we/PRP were/VBD taking/VBG ,/, you/PRP know/VBP ,/, uh/UH ,/, four/CD ,/, five/CD and/CC six/CD people/NNS out/RP ./.","{C but } we were taking, {D you know, } {F uh, } four, five and six people out <laughter>. /"
b,A,"Yeah/UH ,/,","Yeah, /"
qy,A,"that/DT makes/VBZ a/DT difference/NN ,/, does/VBZ n't/RB it/PRP ./.","that makes a difference, doesn't it. /"
ny,B,Yes/UH ./.,Yes. /
qw,A,What/WDT area/NN of/IN the/DT country/NN do/VBP you/PRP live/VB in/IN ?/.,<Laughter> What area of the country do you live in? /
sd,B,I/PRP 'm/VBP in/IN Texas/NNP ./.,I'm in Texas. /
b,A,"Yes/UH ,/,","Yes, /"
sd,A,"I/PRP am/VBP ,/, too/RB ./.","I am, too. /"
%,A,"But/CC ,/,","{C But, } -/"
sd,B,"And/CC we/PRP live/VBD ,/, we/PRP lived/VBD in/IN Ohio/NNP prior/IN to/IN this/DT ./.","{C And } [ we live-, + we lived ] in Ohio prior to this. /"
sd,A,"I/PRP did/VBD ,/, too/RB ./.","I did, too. /"
sd,A,I/PRP 'm/VBP from/IN the/DT Dayton/NNP area/NN ./.,I'm from the Dayton area. /
b,A,Oh/UH ./.,Oh. /
b,B,"Yeah/UH ,/,","Yeah, /"
sd,B,"uh/UH ,/, but/CC I/PRP look/VBP for/IN service/NN even/RB at/IN the/DT quickie/JJ places/NNS --/:","{F uh, } {C but } I look for service even at the quickie places --"
b,A,Uh-huh/UH ./.,Uh-huh. /
+,B,--/: type/NN things/NNS ./.,-- type things. /
sv,B,"Uh/UH ,/, I/PRP do/VBP n't/RB like/VB to/TO go/VB to/IN the/DT drive-thrus/NNS because/IN sometimes/RB they/PRP get/VBP your/PRP$ order/NN wrong/JJ --/:","{F Uh, } I don't like to go to the drive-thrus because sometimes they get your order wrong -- /"
aa,A,That/DT 's/BES right/JJ ./.,That's right. /
sv,B,--/: and/CC then/RB you/PRP 're/VBP stuck/JJ,-- {C and then } you're stuck /
sv,B,and/CC it/PRP 's/BES a/DT pain/NN to/TO have/VB to/TO stand/VB there/RB and/CC see/VB what/WP it/PRP is/VBZ before/IN you/PRP leave/VBP --/:,{C and } it's a pain to have to stand there and see what it is before you leave -- /
b,A,Yes/UH ./.,Yes. /
sd,B,--/: so/RB I/PRP really/RB do/VBP n't/RB like/VB the/DT drive-thrus/NNS that/RB much/RB ./.,-- {C so } I really don't like the drive-thrus that much. /
sd,B,"I/PRP ,/, I/PRP like/VBP to/TO go/VB and/CC eat/VB there/RB ./.","[ I, + I ] like to go and eat there. /"
sd,B,"But/CC I/PRP would/MD say/VB service/NN ,/, uh/UH ,/, atmosphere/NN ,/, and/CC whether/IN the/DT food/NN is/VBZ good/JJ ,/,","{C But } I would say service, {F uh, } atmosphere, and whether the food is good, /"
sd,B,"and/CC on/IN going/VBG out/RB ,/, I/PRP like/VBP steaks/NNS ./.","{C and } on going out, I like steaks. /"
sd,B,"So/RB ,/, we/PRP try/VBP to/TO hit/VB those/DT places/NNS when/WRB we/PRP can/MD ./.","{C So, } we try to hit those places when we can. /"
sd,A,"When/WRB we/PRP travel/VBP we/PRP look/VBP for/IN Wendy/NNP 's/POS because/IN we/PRP have/VBP kids/NNS ,/,","When we travel we look for Wendy's because we have kids, /"
sd,A,and/CC my/PRP$ husband/NN and/CC I/PRP like/VBP getting/VBG the/DT salads/NNS or/CC the/DT lighter/JJR meals/NNS --/:,{C and } my husband and I like getting the salads or the lighter meals -- /
b,B,Uh-huh/UH ./.,Uh-huh. /
sd,A,--/: and/CC then/RB that/DT way/NN they/PRP can/MD get/VB their/PRP$ burgers/NNS and/CC fries/NNS,-- {C and then } that way they can get their burgers and fries /
sd,A,and/CC we/PRP can/MD have/VB a/DT salad/NN bar/NN --/:,{C and } we can have a salad bar -- /
b,B,Yeah/UH ./.,Yeah. /
sd,A,"--/: so/RB sometimes/RB we/PRP drive/VBP for/IN a/DT couple/NN hundred/CD miles/NNS until/IN we/PRP find/VBP a/DT Wendy/NNP 's/NNP ,/,","-- {C so } sometimes we drive for a couple hundred miles until we find a Wendy's,"
+,A,"because/IN it/PRP 's/BES all/DT either/CC McDonald/NNP 's/NNP or/CC Dairy/NNP Queens/NNPS ,/,","because it's all either McDonald's or Dairy Queens, /"
sv,B,"and/CC ,/, in/IN ,/, in/IN ,/, in/IN the/DT countries/NNS ,/, unless/IN it/PRP 's/BES a/DT large/JJ city/NN ,/, I/PRP guess/VBP Dairy/NNP Queen/NNP and/CC Wal-Mart/NNP are/VBP their/PRP$ main/JJ ./.","{C and, } [ [ in, + in, ] + in ] the countries, unless it's a large city, I guess Dairy Queen and Wal-Mart are their main <laughter>. /"
aa,A,"Right/UH ,/,","Right, /"
aa,A,"that/DT 's/BES right/JJ ,/,","that's right, /"
sv,B,"That/DT 's/BES what/WP you/PRP find/VBP ,/,","That's what you find, /"
aa,B,"right/UH ,/,","right, /"
