act_tag,speaker,pos,text
sd,A,"Uh/UH ,/, so/RB my/PRP$ favorite/JJ team/NN is/VBZ about/RB the/DT Rangers/NNPS ./.","{F Uh, } {D so } my favorite team is about the Rangers. /"
bh,B,Is/VBZ it/PRP ?/.,Is it? /
sd,B,I/PRP 'd/MD have/VB to/TO agree/VB with/IN that/DT ./.,I'd have to agree with that. /
sd,B,"They/PRP are/VBP my/PRP$ favorite/JJ team/NN ,/, too/RB ./.","They are my favorite team, too. /"
b,A,Yeah/UH ./.,Yeah. /
sv,B,A/DT little/RB disappointing/JJ the/DT last/JJ few/JJ years/NNS ./.,A little disappointing the last few years. /
ba,A,I/PRP 'm/VBP telling/VBG you/PRP ./.,I'm telling you. /
qy,A,You/PRP think/VBP they/PRP 'll/MD sign/VB Ruben/NNP ?/.,You think they'll sign Ruben? /
sv,B,You/PRP know/VBP --/:,{D You know } --
br,A,No/UH ?/.,No? /
+,B,--/: I/PRP really/RB do/VBP n't/RB ./.,-- I really don't. /
sv,B,"I/PRP just/RB do/VBP n't/RB think/VB ,/, you/PRP know/VBP ,/, with/IN that/DT guy/NN from/IN Pittsburgh/NNP getting/VBG all/PDT that/DT money/NN ,/, twenty-seven/CD or/CC twenty-nine/CD million/CD or/CC whatever/WP it/PRP was/VBD ,/, I/PRP just/RB do/VBP n't/RB think/VB that/IN they/PRP 're/VBP going/VBG to/TO be/VB able/JJ to/TO sign/VB Ruben/NNP Sierra/NNP","[ I just don't think, + {D you know, } with that guy from Pittsburgh getting all that money, twenty-seven or <laughter> twenty-nine million or whatever it was, I just don't think ] that they're going to be able to sign Ruben Sierra /"
sv,B,"and/CC it/PRP 's/BES just/RB going/VBG to/TO be/VB a/DT shame/NN for/IN ,/, you/PRP know/VBP ,/, our/PRP$ area/NN ./.","{C and } it's just going to be a shame for, {D you know, } our area. /"
aa,A,Right/UH ./.,Right. /
aa,A,"Yeah/UH ,/,","Yeah, /"
sv,A,"I/PRP think/VBP it/PRP 's/BES going/VBG to/TO have/VB a/DT big/JJ effect/NN if/IN they/PRP do/VBP n't/RB on/IN the/DT other/JJ ,/, uh/UH ,/, Hispanic/JJ players/NNS ./.","I think it's going to have a big effect if they don't on the other, {F uh, } Hispanic players. /"
aa,B,"Oh/UH ,/, I/PRP do/VBP ,/, too/RB ./.","{F Oh, } I do, too. /"
%,B,"I/PRP just/RB ,/,","I just, -/"
sv,A,I/PRP think/VBP --/:,I think --
%,B,"The/DT main/JJ thing/NN ,/,","The main thing, -/"
+,A,--/: that/DT 's/BES going/VBG to/TO be/VB the/DT big/JJ problem/NN ./.,-- that's going to be the big problem. /
sv,B,"It/PRP 's/BES just/RB going/VBG to/TO effect/VB on/IN the/DT ,/, the/DT team/NN ,/, you/PRP know/VBP ./.","It's just going to effect on [ the, + the ] team, {D you know. } /"
b,A,Right/UH ./.,Right. /
sv,B,"We/PRP just/RB ca/MD n't/RB seem/VB to/TO ,/, you/PRP know/VBP ,/,","We just can't seem to, {D you know, } - /"
sd,B,"I/PRP think/VBP we/PRP 've/VBP been/VBN in/IN this/DT spot/NN ,/,","I think we've been in this spot, /"
sd,B,I/PRP think/VBP we/PRP finished/VBD second/JJ once/RB or/CC maybe/RB even/RB twice/RB ./.,I think we finished second once or maybe even twice. /
h,B,"I/PRP do/VBP n't/RB know/VB ,/,","I don't know, /"
sd,B,I/PRP --/:,[ [ I -- +
b,A,Yeah/UH ./.,Yeah. /
+,B,"--/: I/PRP 'm/VBP ,/, I/PRP have/VBP n't/RB been/VBN to/IN a/DT baseball/NN game/NN in/IN a/DT couple/NN of/IN years/NNS ./.","-- I'm, ] + I haven't ] been to a baseball game in a couple of years. /"
sd,B,"It/PRP 's/BES just/RB ,/, it/PRP 's/BES just/RB too/RB disappointing/JJ ./.","[ It's just, + it's just ] too disappointing. /"
sd,B,I/PRP just/RB watch/VBP them/PRP fall/VB every/DT year/NN ./.,I just watch them fall every year. /
b,A,Right/UH ./.,Right. /
sd,B,I/PRP was/VBD a/DT Pete/NNP Incaviglia/NNP fan/NN,I was a Pete Incaviglia fan /
sd,B,"and/CC ,/, uh/UH --/:","{C and, } {F uh } --"
b,A,Oh/UH ./.,<Laughter> Oh. /
+,B,"--/: I/PRP liked/VBD him/PRP ,/,","-- I liked him, /"
sd,B,"but/CC ,/, of/IN course/NN ,/, I/PRP understand/VBP baseball/NN decisions/NNS are/VBP all/DT just/RB ,/,","{C but, } of course, I understand baseball decisions are all just, - /"
sd,B,decisions/NNS like/IN that/DT have/VBP to/TO be/VB made/VBN by/IN someone/NN ./.,decisions like that have to be made by someone <laughter>. /
sd,B,Glad/JJ it/PRP 's/BES not/RB me/PRP making/VBG them/PRP ./.,Glad it's not me making them. /
b,A,Right/UH,Right /
sv,A,I/PRP think/VBP they/PRP just/RB want/VBP to/TO stay/VB mediocre/JJ and/CC draw/VB their/PRP$ two/CD million/CD fans/NNS out/IN there/RB and/CC then/RB be/VB happy/JJ with/IN it/PRP and/CC not/RB have/VB to/TO pay/VB the/DT bucks/NNS to/TO get/VB a/DT contender/NN in/IN here/RB ./.,I think they just want to stay mediocre and draw their two million fans out there and then be happy with it and not have to pay the bucks to get a contender in here. /
%,A,"But/CC ,/,","{C But, } -/"
sd,B,They/PRP say/VBP as/RB long/RB as/IN they/PRP draw/VBP up/RP two/CD million/CD fans/NNS that/IN --/:,They say as long as they draw up two million fans that --
aa,A,Right/UH ./.,Right. /
+,B,--/: Greave/NNP and/CC Valentine/NNP will/MD be/VB there/RB ./.,-- Greave and Valentine will be there. /
aa,A,"Right/UH ,/,","Right, /"
aa,A,yeah/UH ./.,yeah. /
sv,B,"So/UH ,/, and/CC that/DT 's/BES the/DT name/NN of/IN the/DT game/NN ,/, too/RB ./.","[ {C So, } + {C and } ] that's the name of the game, too. /"
sd,B,You/PRP got/VBD to/TO make/VB money/NN ./.,You got to make money.
b,A,Right/UH ./.,Right. /
+,B,"You/PRP know/VBP ,/, pay/VB these/DT players/NNS so/RB much/JJ money/NN ,/,","{D You know, } pay these players so much money, /"
sv,B,"now/RB ,/, it/PRP 's/BES just/RB --/:","{D now, } [ it's just -- +"
b,A,Right/UH ./.,Right. /
+,B,--/: it/PRP 's/BES frightening/JJ ./.,-- it's ] frightening. /
sd,B,"You/PRP and/CC I/PRP should/MD be/VB so/RB lucky/JJ to/TO ,/, you/PRP know/VBP ,/, to/TO go/VB out/RB and/CC swing/VB a/DT bat/NN and/CC get/VB two/CD thousand/CD dollars/NNS every/DT time/NN you/PRP swing/VBP the/DT bat/NN or/CC something/NN like/IN that/DT ./.","You and I should be so lucky [ to, + {D you know, } to ] go out and swing a bat and get two thousand dollars every time you swing the bat <laughter> or something like that. /"
aa,A,That/DT 's/BES true/JJ ./.,<Laughter> That's true. /
sd,A,"But/CC ,/, uh/UH ,/, they/PRP were/VBD talking/VBG about/IN trading/VBG him/PRP ,/, if/IN they/PRP 're/VBP not/RB able/JJ to/TO sign/VB him/PRP and/CC ,/, uh/UH ,/, use/VB the/DT money/NN that/WDT it/PRP would/MD take/VB to/TO sign/VB the/DT guy/NN ,/, you/PRP know/VBP ,/, to/TO pay/VB for/IN pitchers/NNS or/CC ,/, you/PRP know/VBP ,/, what/WP it/PRP ,/, what/WP it/PRP ,/, what/WP they/PRP ,/, what/WP else/RB they/PRP need/VBP ./.","{C But, } {F uh, } they were talking about trading him, if they're not able to sign him {C and, } {F uh, } use the money that it would take to sign the guy, {D you know, } to pay for pitchers {C or, } {D you know, } [ [ [ what it, + what it, ] + what they, ] + what else they ] need. /"
sv,A,"Because/RB they/PRP 've/VBP got/VBN the/DT hitting/NN ,/,","{C Because } they've got the hitting, /"
sv,A,but/CC they/PRP need/VBP the/DT pitching/NN ./.,{C but } they need the pitching. /
aa,B,"Yeah/UH ,/,","Yeah, /"
sv,B,they/PRP really/RB do/VBP ./.,they really do. /
%,A,Um/UH ./.,{F Um. } /
sv,B,"I/PRP think/VBP they/PRP ,/, uh/UH ,/, I/PRP think/VBP they/PRP need/VBP them/PRP all/DT ./.","[ I think they, + {F uh, } I think they ] need them all. /"
sd,B,"I/PRP just/RB do/VBP n't/RB under/VB ,/, I/PRP understand/VBP the/DT big/JJ cities/NNS ,/, like/IN in/IN New/NNP York/NNP or/CC L/NNP A/DT or/CC somewhere/RB because/IN big/JJ cities/NNS","[ I just don't under-, + I understand ] the big cities, like in New York or L A or somewhere because big cities - /"
