act_tag,speaker,pos,text
qw,B,"What/WDT are/VBP your/PRP$ m-/NN ,/, music/NN interests/NNS ?/.","What are your [ m-, + music ] interests? /"
sd,A,"Uh/UH ,/, just/RB about/RB any/DT kind/NN of/IN music/NN except/IN acid/NN rock/NN ,/,","{F Uh, } just about any kind of music except acid rock <static>, /"
x,B,,<Laughter>.
sd,A,"I/PRP ,/, I/PRP do/VBP n't/RB care/VB ,/,","[ I, + I ] don't care,"
aa,B,"Me/PRP ,/, too/RB ./.","Me, too. /"
+,A,"for/IN acid/NN rock/NN ,/,","for acid rock, /"
b,B,Oh/UH ./.,Oh. /
sd,A,"but/CC ,/, uh/UH ,/, I/PRP grew/VBD up/RP with/IN country/NN and/CC western/JJ ,/,","{C but, } {F uh, } I grew up with country and western, /"
b,B,"Yeah/UH ,/,","Yeah, /"
sd,B,"I/PRP did/VBD ,/, too/RB ,/,","I did, too, /"
%,A,"but/CC ,/, uh/UH ,/,","{C but, } {F uh, } -/"
%,B,"and/CC then/RB ,/,","{C and then, } -/"
sd,A,just/RB about/RB any/DT kind/NN of/IN music/NN ./.,just about any kind of music. /
sd,A,I/PRP even/RB like/VBP classical/JJ music/NN ./.,I even like classical music. /
b,B,"Yeah/UH ,/,","Yeah, /"
sd,B,"uh/UH ,/, I/PRP 'm/VBP pretty/RB diversified/JJ ,/, too/RB ./.","{F uh, } I'm pretty diversified, too. /"
sd,B,"I/PRP ,/, I/PRP do/VBP n't/RB ,/, I/PRP do/VBP n't/RB like/VB acid/NN rock/NN either/RB ./.","[ [ I, + I ] don't, + I don't ] like acid rock either. /"
sd,B,"I/PRP ,/, I/PRP grew/VBD up/RP in/IN a/DT small/JJ town/NN","[ I, + <sniffing> I ] grew up in a small town /"
sd,B,"so/RB ,/, uh/UH ,/, the/DT only/JJ ,/, we/PRP only/RB had/VBD one/CD radio/NN station/NN","{C so, } {F uh, } [ the only, + <static> we only ] had one radio station /"
sd,B,"so/RB it/PRP was/VBD country/NN music/NN ,/,","{C so } it was country music, /"
b,A,Yeah/UH ./.,Yeah. /
%,B,"but/CC then/RB ,/, uh/UH ,/, when/WRB I/PRP ,/,","{C but then, } {F uh, } when I, -/"
b,A,"Yeah/UH ,/,","Yeah, /"
sd,A,"I/PRP grew/VBD up/RP with/IN Hank/NNP Snow/NNP ,/, and/CC Lefty/NNP Frizzell/NNP and/CC Hank/NNP Williams/NNP and/CC all/DT of/IN those/DT old/JJ country/NN and/CC western/JJ songs/NNS ./.","I grew up with Hank Snow, and (( Lefty Frizzell )) </static> and Hank Williams and all of those old country and western songs. /"
b,B,"Oh/UH ,/, really/UH ./.","</Static> {F Oh, } really. /"
sd,B,You/PRP 're/VBP older/JJR than/IN I/PRP am/VBP ./.,You're older than I am <laughter>. /
%,A,"But/CC ,/, uh/UH ,/, I/PRP ,/,","<Laughter> {C But, } {F uh, } I, - /"
qy,A,did/VBD you/PRP happen/VB to/TO see/VB last/JJ night/NN the/DT special/NN on/IN Channel/NN Two/CD with/IN James/NNP Galway/NNP ?/.,did you happen to see last night the special on Channel Two with James Galway? /
ng,B,We/PRP do/VBP n't/RB get/VB Channel/NN Two/CD ./.,We don't get Channel Two. /
sd,B,"My/PRP$ ,/,","[ My, +"
b,A,Oh/UH ./.,Oh. /
+,B,"uh/UH ,/, our/PRP$ cable/NN does/VBZ n't/RB ,/,","{F uh, } our ] cable doesn't, /"
sd,B,"I/PRP wish/VBP we/PRP got/VBD that/DT what/WP ,/,","I wish we got that what, - /"
%,B,"but/CC ,/,","{C but, } -/"
sv,A,That/DT is/VBZ fabulous/JJ ./.,That is fabulous. /
qy,B,Was/VBD it/PRP ?/.,Was it? /
sd,B,"Well/UH ,/,","{D Well, }"
%,A,"We/PRP ,/,","We, -/"
+,B,we/PRP do/VBP n't/RB get/VB Channel/NN Two/CD ./.,we don't get Channel Two. /
ny,A,"Yeah/UH ,/,","Yeah, /"
sd,A,"when/WRB he/PRP played/VBD DANNY/NNP BOY/NNP it/PRP just/RB almost/RB brought/VBD ,/,","when he played DANNY BOY it just almost brought,"
x,B,,<Laughter>.
+,A,"tears/NNS to/IN your/PRP$ eyes/NNS ,/, because/IN he/PRP can/MD make/VB that/DT flute/NN sing/VB ./.","tears to your eyes, because he can make that flute sing. /"
bh,B,"Oh/UH ,/, really/UH ?/.","{F Oh, } really? /"
ny,A,"Yeah/UH ,/,","Yeah, /"
sv,A,"and/CC ,/, uh/UH ,/, it/PRP was/VBD tremendous/JJ ./.","{C and, } {F uh, } it was tremendous. /"
%,B,"Now/UH ,/, he/PRP ,/, he/PRP is/VBZ a/DT ,/, uh/UH ,/,","{D Now, } [ he, + he ] is a, {F uh, } - /"
sd,B,"actually/RB ,/, I/PRP did/VBD ,/,","actually, I did, /"
sd,B,"I/PRP played/VBD flute/NN for/IN ,/,","I played flute for,"
b,A,Yeah/UH ./.,Yeah. /
+,B,almost/RB ten/CD years/NNS,almost ten years /
sd,B,"and/CC ,/, and/CC ,/, uh/UH ,/, so/RB ,/, I/PRP ,/, I/PRP ,/, I/PRP appreciate/VBP his/PRP too/RB ,/,","[ [ {C and, } + {C and, } ] + {F uh, } {C so, } ] [ [ I, + I, ] + I ] appreciate his too,"
b,A,Yeah/UH ./.,Yeah. /
+,B,"his/PRP$ ,/, his/PRP$ mus-/NN ,/,","[ his, + his ] mus-, - /"
qy,B,"he/PRP ,/, he/PRP ,/, he/PRP 's/BES from/IN Ireland/NNP is/VBZ n't/RB he/PRP ?/.","[ [ he, + he, ] + he's ] from Ireland isn't he? /"
ny,A,"Yeah/UH ,/,","Yeah, /"
ny,A,"uh-huh/UH ,/,","uh-huh, /"
sd,A,"and/CC it/PRP was/VBD ,/, uh/UH ,/, mostly/RB all/DT Irish/JJ tunes/NNS ,/,","{C and } it was, {F uh, } mostly all Irish tunes, /"
%,B,"Was/VBD i-/PRP ,/,","Was i-, - /"
b,B,yeah/UH ./.,yeah. /
