act_tag,speaker,pos,text
qo,A,"Well/UH ,/, what/WP d/VBP ,/, do/VBP you/PRP think/VB in/IN terms/NNS of/IN ,/, uh/UH ,/, benefits/NNS ?/.","{D Well, } what [ d-, + do ] you think in terms of, {F uh, } benefits? /"
%,B,"Well/UH ,/, personally/RB ,/, you/PRP know/VBP ,/, I/PRP think/VBP ,/, you/PRP know/VBP ,/,","{D Well, } personally, {D you know, } I think, {D you know, } - /"
sv,B,of/IN course/NN I/PRP 'm/VBP sure/JJ we/PRP 're/VBP familiar/JJ with/IN the/DT exact/JJ same/JJ benefit/NN package/NN,of course I'm sure we're familiar with the exact same benefit package /
sv,B,"and/CC I/PRP think/VBP that/IN ,/, uh/UH ,/, we/PRP 've/VBP probably/RB got/VBN one/CD of/IN the/DT best/JJS around/IN ,/, you/PRP know/VBP ,/,","{C and } I think that, {F uh, } we've probably got one of the best around, {D you know, } /"
sv,B,"besides/IN ,/, they/PRP tend/VBP to/TO offer/VB ad/JJ ,/, adequate/JJ vacation/NN ,/, I/PRP guess/VBP ./.","besides, they tend to offer [ ad-, + adequate ] vacation, I guess. /"
sv,B,"And/CC the/DT paid/VBN time/NN off/RP is/VBZ wonderful/JJ ,/,","{C And } the paid time off is wonderful, /"
sd,B,"and/CC ,/, uh/UH ,/, one/CD of/IN the/DT things/NNS that/WDT we/PRP were/VBD just/RB talking/VBG about/IN as/IN a/DT matter/NN of/IN fact/NN this/DT week/NN at/IN work/NN was/VBD the/DT CODA/NNP Plan/NN that/WDT is/VBZ offered/VBN","{C and, } {F uh, } one of the things that we were just talking about as a matter of fact this week at work was the CODA Plan that is offered /"
sv,B,"and/CC I/PRP think/VBP that/DT is/VBZ just/RB a/DT ,/, a/DT fabulous/JJ one/NN ,/,","{C and } I think that is just [ a, + a ] fabulous one, /"
qy^d,B,"so/RB ./. I/PRP do/VBP n't/RB know/VB if/IN you/PRP participate/VBP in/IN that/DT or/CC not/RB ,/,","{C so. } I don't know if you participate in that or not, /"
%,B,but/CC --/:,{C but } -- -/
ny,A,Absolutely/UH ./.,Absolutely. /
qy,B,--/: is/VBZ n't/RB it/PRP great/JJ ?/.,-- isn't it great? <laughter> /
sv,B,"It/PRP 's/BES just/RB a/DT ,/, it/PRP 's/BES just/RB a/DT miracle/NN that/IN how/WRB fast/RB that/DT adds/VBZ up/RP ,/, you/PRP know/VBP ./.","[ It's just a, + it's just a ] miracle [ that + ] how fast that adds up, {D you know. } /"
aa,A,"Well/UH ,/, I/PRP have/VBP to/TO agree/VB with/IN that/DT ./.","{D Well, } I have to agree with that. /"
sd,A,"You/PRP know/VBP ,/, I/PRP was/VBD thinking/VBG about/IN ,/, uh/UH ,/, importance/NN of/IN benefits/NNS and/CC that/DT kind/NN of/IN thing/NN ,/, other/JJ than/IN salary/NN --/:","{D You know, } I was thinking about, {F uh, } importance of benefits and that kind of thing, other than salary --"
b,B,Uh-huh/UH,Uh-huh /
+,A,"--/: while/IN I/PRP was/VBD waiting/VBG for/IN ,/, uh/UH ,/, the/DT system/NN to/TO find/VB a/DT ,/, a/DT respondent/NN ./.","-- while I was waiting for, {F uh, } the system to find [ a, + a ] respondent. /"
b,B,Uh-huh/UH ./.,Uh-huh. /
sd,A,And/CC I/PRP started/VBD thinking/VBG that/IN over/IN the/DT years/NNS that/IN importance/NN has/VBZ changed/VBN,{C And } I started thinking that over the years that importance has changed /
sv,A,and/CC I/PRP suspect/VBP that/IN that/DT 's/BES probably/RB true/JJ for/IN everyone/NN ./.,{C and } I suspect that that's probably true for everyone. /
b,B,Yeah/UH ./.,Yeah. /
sd,A,"When/WRB I/PRP was/VBD much/RB younger/JJR it/PRP was/VBD ,/, uh/UH ,/, less/RBR important/JJ to/TO consider/VB retirement/NN and/CC less/RBR important/JJ to/TO consider/VB medical/JJ benefits/NNS ./.","When I was much younger it was, {F uh, } less important to consider retirement and less important to consider medical benefits. /"
