act_tag,speaker,pos,text
^h,B,"So/UH ,/, uh/UH ,/, let/VB 's/PRP see/VB wh/WP ,/, what/WP was/VBD the/DT topic/NN ,/,","{C So, } {F uh, } let's see [ wh-, + what ] was the topic, /"
sd,B,I/PRP forgot/VBD,I forgot /
sd,B,"MUMBLEx/XX we/PRP are/VBP supposed/VBN to/TO talk/VB ,/,","(( )) we are supposed to talk, -/"
sd,A,"Advice/NN for/IN people/NNS taking/VBG for/IN parents/NNS ,/, uh/UH ,/, help/VB their/PRP$ kids/NNS through/IN college/NN ./.","Advice [ for people taking + for parents, ] {F uh, } help their kids through college. /"
b,B,"Yeah/UH ,/,","Yeah, /"
qy,B,do/VBP you/PRP have/VB any/DT children/NNS ?/.,do you have any children? /
nn,A,"No/UH ,/,","No, /"
sd,A,I/PRP just/RB graduated/VBD from/IN college/NN ./.,I just graduated from college. /
bh,B,"Oh/UH ,/, did/VBD you/PRP ?/.","{F Oh, } did you? /"
ny,A,Yes/UH ./.,Yes. /
qw,B,Where/WRB did/VBD you/PRP go/VB ?/.,Where did you go? /
sd,A,I/PRP went/VBD to/IN Clarion/NNP ./.,I went to Clarion. /
bf,B,Clarion/NNP ./.,Clarion. /
aa,A,Uh-huh/UH ./.,Uh-huh. /
qy,B,"Huh/UH ,/, uh/UH ,/, would/MD you/PRP ,/, I/PRP mean/VBP ,/, if/IN you/PRP had/VBD children/NNS ,/, would/MD you/PRP want/VB them/PRP to/TO go/VB to/IN a/DT certain/JJ place/NN","{F Huh, } {F uh, } [ would you, + {E I mean, } if you had children, would you ] want them to go to a certain place /"
%,B,"or/CC ,/,","{C or, } -/"
sd,A,"Um/UH ,/, I/PRP would/MD want/VB them/PRP to/TO make/VB that/DT decision/NN","{F Um, } I would want them to make that decision /"
%,A,"and/CC I/PRP would/MD ,/, you/PRP know/VB ,/,","{C and } I would, {D you know, } -/"
b,B,Yeah/UH ./.,Yeah. /
sd,A,"uh/UH ,/, I/PRP pretty/RB much/RB made/VBD my/PRP$ decision/NN on/IN my/PRP$ own/JJ and/CC my/PRP$ b-/NN ,/, older/JJR brother/NN ,/, likewise/RB ./.","{F uh, } I pretty much made my decision on my own and my [ b-, + older brother, ] likewise. /"
b,B,Uh-huh/UH ./.,Uh-huh. /
sd,A,"And/CC ,/, uh/UH ,/, you/PRP know/VBP ,/, we/PRP ,/, we/PRP were/VBD both/DT pretty/RB much/RB happy/JJ with/IN what/WP we/PRP did/VBD ./.","{C And, } {F uh, } {D you know, } [ we, + we ] were both pretty much happy with what we did. /"
b,B,Yeah/UH ./.,Yeah. /
sd,A,"So/RB ,/, I/PRP think/VBP ,/, I/PRP would/MD not/RB push/VB them/PRP towards/IN any/DT one/CD place/NN ./.","{C So, } I think, I would not push them towards any one place. /"
b,B,Uh-huh/UH ./.,Uh-huh. /
aa,B,"Yeah/UH ,/,","Yeah, /"
ba,B,"I/PRP know/VBP ,/,","I know, /"
sv,B,I/PRP kind/RB of/RB feel/VBP the/DT same/JJ way/NN,I kind of feel the same way /
