act_tag,speaker,pos,text
"fo_o_fw_""_by_bc",A,"Perhaps/RB this/DT connection/NN ,/,","Perhaps this connection, - /"
^h,A,"no/UH ,/,","no, /"
sd,A,it/PRP still/RB echoes/VBZ ./.,it still echoes. /
%,A,"Okay/UH ,/, um/UH ,/,","Okay, {F um, } /"
qy,B,Do/VBP you/PRP like/VB to/TO cook/VB ?/.,Do you like to cook? /
sd,A,I/PRP love/VBP it/PRP ./.,I love it. /
sd,B,I/PRP do/VBP too/RB ./.,I do too. /
%,A,"Uh/UH ,/,","{F Uh, } /"
sd,B,"It/PRP ,/, it/PRP 's/BES kind/RB of/RB hard/JJ to/TO find/VB time/NN sometimes/RB","[ It, + it's ] kind of hard to find time sometimes /"
%,B,"but/CC ,/,","{C but, } -/"
qy,A,Do/VBP you/PRP work/VB ?/.,Do you work? /
ny,B,Yes/UH ./.,Yes. /
qy^d,A,And/CC have/VB a/DT family/NN ?/.,{C And } have a family? /
ng,B,"Uh/UH ,/, I/PRP do/VBP n't/RB have/VB a/DT family/NN ,/,","{F Uh, } I don't have a family, /"
sd,B,"but/CC I/PRP ,/, I/PRP usually/RB work/VBP about/RB fifty/CD hours/NNS a/DT week/NN","{C but } [ I, + I ] usually work about fifty hours a week /"
sd,B,"and/CC ,/,","{C and, }"
ba,A,Oh/UH !/.,Oh! /
+,B,by/IN the/DT time/NN I/PRP get/VBP home/RB I/PRP 'm/VBP so/RB tired/JJ it/PRP 's/BES hard/JJ to/TO cook/VB a/DT full/JJ meal/NN ./.,by the time I get home I'm so tired it's hard to cook a full meal. /
ba,A,I/PRP expect/VBP so/RB ./.,<Laughter> I expect so. /
sd,A,"Uh/UH ,/, well/UH for/IN a/DT dinner/NN party/NN ,/, I/PRP think/VBP one/CD of/IN my/PRP$ favorite/JJ things/NNS is/VBZ baked/JJ chicken/NN and/CC white/JJ wine/NN ./.","{F Uh, } {D well } for a dinner party, I think one of my favorite things is baked chicken and white wine. /"
sd,B,"That/DT 's/BES ,/, that/DT 's/BES really/RB weird/JJ that/IN you/PRP said/VBD that/DT because/IN for/IN a/DT dinner/NN party/NN ,/, mine/PRP is/VBZ ,/, is/VBZ a/DT ,/, is/VBZ a/DT chicken/NN in/IN a/DT marsala/NN wine/NN sauce/NN ,/,","[ That's, + that's ] really weird that you said that because for a dinner party, mine [ [ is, + is a, ] + is a ] chicken in a marsala wine sauce, /"
b,A,Oh/UH ./.,Oh <laughter>. /
qw,B,so/RB ./. Where/WRB did/VBD you/PRP get/VB your/PRP$ recipe/NN for/IN it/PRP ?/.,{C so } <laughter>. Where did you get your recipe for it? /
sd,A,"Um/UH ,/, I/PRP guess/VBP mostly/RB out/IN of/IN an/DT international/JJ cookbook/NN that/WDT I/PRP have/VBP ./.","{F Um, } <sigh> I guess mostly out of an international cookbook that I have. /"
bk,B,"Oh/UH ,/, okay/UH ./.","{F Oh, } okay. /"
