act_tag,speaker,pos,text
"fo_o_fw_""_by_bc",A,"Okay/UH ,/,","Okay, /"
qy,A,do/VBP you/PRP want/VB to/TO start/VB ?/.,do you want to start? /
aa,B,"Okay/UH ,/,","Okay, /"
sd,B,"uh/UH ,/, I/PRP have/VBP n't/RB ,/, I/PRP do/VBP n't/RB know/VB that/RB much/JJ about/IN the/DT possi/JJ ,/, what/WP the/DT possible/JJ choices/NNS could/MD be/VB about/IN reorganizing/VBG the/DT trial/NN by/IN jury/NN ,/,","{F uh, } [ I haven't, + I don't ] know [ that much about the possi-, + what the possible choices ] could be about reorganizing the trial by jury, /"
sv,B,"but/CC ,/, uh/UH ,/, I/PRP think/VBP it/PRP works/VBZ better/JJR than/IN many/JJ other/JJ systems/NNS ,/, like/IN having/VBG a/DT judge/NN decide/VB ./.","{C but, } {F uh, } I think it works better than many other systems, like having a judge decide. /"
b,A,Uh-huh/UH ./.,Uh-huh. /
sv,B,"I/PRP ca/MD n't/RB think/VB of/IN many/JJ alternatives/NNS that/WDT could/MD be/VB more/RBR fair/JJ than/IN having/VBG twelve/CD people/NNS decide/VB ,/, although/IN it/PRP 's/BES difficult/JJ because/IN they/PRP all/DT have/VBP to/TO be/VB new-/XX ,/, unanimous/JJ ./.","I can't think of many alternatives that could be more fair than having twelve people decide, although it's difficult because they all have to be [ new-, + unanimous. ] /"
qy,A,"Now/UH that/DT ,/, do/VBP you/PRP ,/, do/VBP you/PRP agree/VB ,/, that/IN they/PRP should/MD all/DT be/VB unanimous/JJ ?/.","{D Now } [ that, + ] [ do you, + do you ] agree, that they should all be unanimous? /"
%,B,"I/PRP do/VBP n't/RB ,/,","<Lipsmack> <breathing>. I don't, -/"
qrr,A,"Or/CC even/RB ,/, even/RB in/IN ,/, uh/UH ,/, like/IN they/PRP said/VBD ,/, you/PRP know/VBP ,/, lesser/JJR ,/, you/PRP know/VBP ,/, trials/NNS ,/, you/PRP know/VBP ,/, lesser/JJR convictions/NNS ,/, do/VBP you/PRP think/VB that/IN they/PRP should/MD be/VB all/DT unanimous/JJ still/RB ?/.","{C Or } [ even, + even ] in, {F uh, } like they said, {D you know, } lesser, {D you know, } trials, {D you know, } lesser convictions, do you think that they should be all unanimous still? /"
no,B,"I/PRP do/VBP n't/RB know/VB ,/,","I don't know, /"
sd,B,"I/PRP do/VBP n't/RB know/VB if/IN I/PRP feel/VBP ,/, I/PRP do/VBP n't/RB feel/VB real/RB strongly/RB about/IN that/DT ./.","[ I don't know if I feel, + I don't feel ] real strongly about that. /"
%,B,"If/IN the/DT ,/, uh/UH ,/,","If the, {F uh, } - /"
sd,B,"the/DT thing/NN is/VBZ ,/, though/RB ,/, I/PRP ,/, I/PRP did/VBD n't/RB think/VB even/RB if/IN it/PRP was/VBD a/DT lower/JJR conviction/NN ,/, I/PRP did/VBD n't/RB think/VB that/IN you/PRP could/MD ,/, uh/UH ,/, I/PRP did/VBD n't/RB think/VB that/IN you/PRP really/RB had/VBD to/TO have/VB a/DT ,/, a/DT jury/NN ./.","the thing is, though, [ I, + I ] didn't think even if it was a lower conviction, [ I didn't think that you could, + {F uh, } I didn't think that you really had ] to have [ a, + a ] jury <laughter>. /"
b,A,Uh-huh/UH ./.,Uh-huh. /
sd,B,"Unless/IN ,/, I/PRP guess/VBP ,/, if/IN you/PRP request/VBP one/CD you/PRP can/MD ./.","[ Unless, + I guess, if ] you request one you can. /"
%,B,"But/CC I/PRP think/VBP ,/,","{C But } I think, - /"
%,B,"yeah/UH ,/,","yeah, /"
sv,B,"making/VBG it/PRP unanimous/JJ sometimes/RB might/MD ,/, uh/UH ,/, let/VB ,/, the/DT only/JJ thing/NN ,/, it/PRP might/MD let/VB more/JJR people/NNS get/VBP off/RB ./.","making it unanimous sometimes [ might, {F uh, } let, + {A the only thing, } it might let ] more people get off. /"
sv,B,I/PRP do/VBP n't/RB think/VB it/PRP would/MD convict/VB any/DT more/JJR people/NNS ./.,I don't think it would convict any more people. /
b,A,Uh-huh/UH ./.,Uh-huh. /
sv,B,"And/CC we/PRP have/VBP so/RB many/JJ people/NNS already/RB ,/, you/PRP know/VBP ,/,","{C And } we have so many people already, {D you know, } /"
sv,B,the/DT jails/NNS are/VBP already/RB overloaded/JJ ./.,the jails are already overloaded. /
sd,A,"Well/UH ,/, the/DT thing/NN is/VBZ they/PRP stay/VBP until/IN they/PRP all/DT are/VBP unanimous/JJ ./.","{D Well, } the thing is they stay until they all are unanimous. /"
sd,A,"I/PRP mean/VBP if/IN one/CD is/VBZ determined/JJ that/IN it/PRP 's/BES ,/, you/PRP know/VBP ,/, that/IN he/PRP feels/VBZ that/IN he/PRP 's/BES ,/, you/PRP know/VBP ,/, going/VBG against/IN the/DT other/JJ eleven/CD ,/, they/PRP all/DT stay/VBP until/IN everyone/NN agrees/VBZ ./.","{E I mean } if one is determined [ that it's, + {D you know, } that he feels that he's, ] {D you know, } going against the other eleven, they all stay until everyone agrees. /"
sv,A,"So/RB I/PRP do/VBP n't/RB know/VB if/IN it/PRP would/MD leave/VB anyone/NN getting/VBG off/RB more/RBR unless/IN someone/NN just/RB gets/VBZ tired/JJ of/IN fighting/VBG ,/, you/PRP know/VBP ,/, just/RB gives/VBZ in/RP ./.","{C So } I don't know if it would leave anyone getting off more unless someone just gets <noise> tired of fighting, {D you know, } just gives in. /"
b,B,Yeah/UH ./.,Yeah. /
%,B,"Well/UH ,/, if/IN it/PRP 's/BES ,/,","{D Well, } if it's, - /"
ar,B,"no/UH ,/,","no, /"
qw,B,"but/CC they/PRP ,/, they/PRP ,/, what/WP if/IN they/PRP never/RB agree/VBP ./.","{C but } [ [ they, + they, ] + what if they ] never agree. /"
qy,B,"Does/VBZ n't/RB it/PRP just/RB ,/, uh/UH ,/, do/VBP they/PRP have/VB to/TO go/VB back/RB and/CC do/VB a/DT whole/JJ new/JJ trial/NN","[ Doesn't it just, + {F uh, } do they ] have to go back and do a whole new trial /"
%,B,"or/CC ,/,","{C or, } -/"
sd,A,And/CC they/PRP have/VBP to/TO stay/VB in/RB until/IN they/PRP all/DT agree/VBP --/:,{C And } they have to stay in until they all agree -- /
b^m,B,Agree/VBP ./.,Agree <<faint>>. /
