act_tag,speaker,pos,text
ad,B,"So/RB ,/, tell/VB me/PRP about/IN your/PRP$ home/NN ./.","{C So, } tell me about your home. /"
b^m,A,My/PRP$ home/NN ./.,My home. /
aa,A,"All/RB right/JJ ,/,","All right, /"
sd,A,my/PRP$ home/NN is/VBZ about/RB fifteen/CD years/NNS old/JJ ./.,my home is about fifteen years old. /
b,B,All/RB right/JJ ./.,All right. /
sd,A,"It/PRP 's/BES a/DT two/CD story/NN house/NN ,/,","It's a two story house, /"
sd,A,"it/PRP ,/, it/PRP 's/BES our/PRP$ first/JJ home/NN ,/,","[ it, + it's ] our first home, /"
sd,A,"and/CC it/PRP looks/VBZ like/IN it/PRP 's/BES going/VBG to/TO be/VB the/DT last/NN ,/,","{C and } it looks like it's going to be the last, /"
sd,A,I/PRP think/VBP we/PRP 're/VBP going/VBG to/TO demolish/VB it/PRP ./.,I think we're going to demolish it <laughter>. /
sd,A,We/PRP 've/VBP got/VBN two/CD children/NNS,We've got two children /
%,A,"and/CC it/PRP 's/BES ,/,","{C and } it's, - /"
sd,A,"they/PRP have/VBP scraped/VBN the/DT ,/, uh/UH ,/, plaster/NN off/RB the/DT walls/NNS ,/, you/PRP know/VBP ,/, with/IN riding/VBG their/PRP$ little/JJ toys/NNS through/IN it/PRP and/CC stuff/NN ./. You/PRP know/VBP ,/,","they have scraped the, {F uh, } plaster off the walls, {D you know, } with riding their little toys through it and stuff. {D You know, } /"
b,B,Yes/UH ./.,Yes. /
sd,A,"put/VB dents/NNS in/IN the/DT tiles/NNS ,/, just/RB multitude/NN of/IN them/PRP ,/,","put dents in the tiles, just multitude of them, /"
%,A,"I/PRP mean/VBP even/RB places/NNS ,/,","{E I mean } even places, - /"
sd,A,"it/PRP 's/BES ,/, it/PRP 's/BES past/JJ the/DT dent/NN stage/NN ,/,","[ it's, + it's ] past the dent stage, /"
sd,A,"we/PRP 're/VBP talking/VBG some/DT of/IN it/PRP 's/HVS been/VBN peeled/VBN away/RB ,/, you/PRP know/VBP ,/,","we're talking some of it's been (( peeled )) away, {D you know, } /"
sd,A,"I/PRP do/VBP n't/RB know/VB what/WP they/PRP ,/,","I don't know what they, -/"
bf,B,"We/PRP talking/VBG MUMBLEx/XX from/IN ,/, from/IN dents/NNS in/IN the/DT holes/NNS ./.","We talking (( )) [ from, + from ] dents in the holes. /"
b,A,"Yeah/UH ,/,","Yeah, /"
sd,A,"dents/NNS in/IN the/DT hole/NN ,/,","dents in the (( hole )) , /"
b,A,right/UH ./.,right. /
ba,B,"I/PRP understand/VBP ,/,","I understand, /"
sd,B,"we/PRP 've/VBP got/VBN ,/, I/PRP 've/VBP got/VBN a/DT daughter/NN ./.","[ we've got, + I've got ] a daughter. /"
sd,A,"We/PRP 've/VBP got/VBN two/CD ,/,","<Breathing> We've got two, /"
sd,A,one/CD of/IN them/PRP 's/BES eleven/CD,one of them's eleven /
sd,A,and/CC one/CD of/IN them/PRP 's/BES seven/CD,{C and } one of them's seven /
sd,A,"and/CC then/RB the/DT carpet/NN ,/, you/PRP know/VBP ,/,","{C and then } the carpet, {D you know, } - /"
sd,A,we/PRP need/VBP to/TO replace/VB the/DT carpet/NN ./.,we need to replace the carpet. /
sd,A,"I/PRP mean/VBP ,/, it/PRP sounds/VBZ like/IN it/PRP 's/BES just/RB the/DT pits/NNS","{E I mean, } it sounds like it's just the pits /"
sd,A,"but/CC it/PRP 's/BES not/RB all/RB that/RB bad/JJ ,/, I/PRP guess/VBP","{C but } it's not all that bad, (( I guess )) /"
sd,A,"but/CC ,/, you/PRP know/VBP ,/, they/PRP 're/VBP just/RB real/RB hard/JJ on/IN it/PRP ./.","{C but, } {D you know, } they're just real hard on it. /"
sv,B,Kids/NNS are/VBP hard/JJ on/IN houses/NNS ./.,Kids are hard on houses. /
