act_tag,speaker,pos,text
sd,A,Our/PRP$ community/NN does/VBZ n't/RB really/RB have/VB any/DT organized/JJ recycling/NN drive/NN ./.,Our community doesn't really have any organized recycling drive. /
qw,B,Where/WRB do/VBP you/PRP live/VB ?/.,Where do you live? /
sd,A,I/PRP live/VBP in/IN San/NNP Antonio/NNP ./.,I live in San Antonio. /
ba,B,San/NNP Antonio/NNP !/.,San Antonio! /
b,A,Uh-huh/UH ./.,Uh-huh. /
sd,B,"Well/UH ,/, uh/UH ,/, I/PRP live/VBP in/IN Garland/NNP","{D Well, } {F uh, } I live in Garland /"
%,B,"and/CC we/PRP 're/VBP just/RB beginning/VBG to/TO ,/,","{C and } we're just beginning to, - /"
sd,B,"we/PRP ,/, we/PRP just/RB built/VBD a/DT real/RB big/JJ recycling/NN center/NN ,/,","[ we, + we ] just built a real big recycling center,"
b,A,Uh-huh/UH ./.,Uh-huh. /
+,B,that/WDT recycles/VBZ everything/NN imaginable/JJ,that recycles everything imaginable /
sd,B,"but/CC ,/, as/RB far/RB as/IN ,/, uh/UH ,/, trash/NN pick/GW up/^NN and/CC stuff/NN that/WDT a/DT lot/NN of/IN the/DT communities/NNS are/VBP doing/VBG ,/,","{C but, } as far as, {F uh, } trash pick up and stuff that a lot of the communities are doing,"
b,A,Uh-huh/UH ./.,Uh-huh. /
+,B,they/PRP 're/VBP testing/VBG that/DT ./.,they're testing that. /
sd,B,"So/RB ,/, they/PRP 're/VBP really/RB not/RB full/JJ ,/, full/JJ force/NN into/IN it/PRP ,/,","{C So, } they're really not [ full, + full ] force into it, /"
sd,B,"but/CC they/PRP 're/VBP trying/VBG ,/,","{C but } they're trying, /"
sd,B,"so/RB we/PRP 're/VBP attempting/VBG it/PRP ,/,","{C so } we're attempting it, /"
sd,B,but/CC I/PRP wish/VBP we/PRP could/MD do/VB more/JJR ./.,{C but } I wish we could do more. /
b,A,"Yeah/UH ,/,","Yeah, /"
sd,A,"there/EX 's/HVS ,/, there/EX 's/HVS been/VBN no/DT emphasis/NN on/IN recycling/NN at/IN all/DT in/IN San/NNP Antonio/NNP ./.","[ there's, + there's ] been no emphasis on recycling at all in San Antonio. /"
