act_tag,speaker,pos,text
qy,A,"Well/UH ,/, Steve/NNP ,/, did/VBD you/PRP go/VB to/IN college/NN ?/.","{D Well, } Steve, did you go to college? /"
ny,B,Yeah/UH ./.,Yeah. /
sd,B,"In/IN fact/NN ,/, I/PRP 'm/VBP still/RB going/VBG ./.","In fact, I'm still going. /"
ba,A,"Oh/UH ,/, that/DT 's/BES good/JJ ./.","{F Oh, } that's good. /"
qy^d,A,So/RB you/PRP probably/RB could/MD give/VB some/DT great/JJ advice/NN ./.,{C So } you probably could give some great advice. /
arp_nd,B,"Uh/UH ,/, well/UH ,/, I/PRP do/VBP n't/RB know/VB about/IN that/DT ,/,","{F Uh, } {D well, } I don't know about that, <breathing> /"
sd,B,"but/CC I/PRP ,/, in/IN fact/NN ,/, I/PRP 'm/VBP in/IN the/DT process/NN of/IN trying/VBG to/TO choose/VB a/DT P/NNP H/NNP D/NNP school/NN ./.","{C but } [ I, + in fact, I'm ] in the process of trying to choose a P H D school. /"
b,A,Uh-huh/UH ./.,Uh-huh. /
x,B,./.,<Breathing>.
qw,A,"Well/UH ,/, what/WP 's/BES your/PRP$ ca-/NN ,/, what/WP 's/BES your/PRP$ interest/NN ,/,","{D Well, } [ what's your ca-, + what's your interest, ] /"
%,A,"your/PRP$ ,/, uh/UH ,/,","your, {F uh, } -/"
sd,B,"Uh/UH ,/, well/UH ,/, computer/NN science/NN and/CC cognitive/JJ science/NN ./.","{F Uh, } {D well, } computer science and cognitive science. /"
b,A,Uh-huh/UH ./.,Uh-huh. /
%,B,"So/RB ,/,","{C So, } -/"
%,A,"That/DT ,/, that/DT 's/BES similar/JJ to/IN what/WP ,/,","[ That, + that's ] similar to what, - /"
sd,A,I/PRP 'm/VBP in/IN a/DT P/NNP H/NNP D/NNP program/NN right/RB now/RB ./.,I'm in a P H D program right now. /
b,B,"Oh/UH ,/, I/PRP see/VBP ./.","{F Oh, } I see. /"
sv,A,"And/CC ,/, uh/UH ,/, my/PRP$ area/NN of/IN expertise/NN ,/, it/PRP 's/BES information/NN systems/NNS ,/, which/WDT is/VBZ a/DT little/JJ bit/NN less/RBR technical/JJ ,/, I/PRP think/VBP ,/, than/IN ,/, uh/UH ,/, than/IN computer/NN science/NN ./.","{C And, } {F uh, } my area of expertise, it's information systems, which is a little bit less technical, I think, [ than, + {F uh, } than ] computer science. /"
sd,A,"But/CC my/PRP$ area/NN of/IN expertise/NN is/VBZ ,/, uh/UH ,/, uh/UH ,/, human/NN computer/NN interaction/NN ./.","{C But } my area of expertise is, {F uh, } {F uh, } human computer interaction. /"
b,B,"Oh/UH ,/, yeah/UH ./.","{F Oh, } yeah. /"
sd,A,"And/CC I/PRP think/VBP that/DT 's/BES one/CD reason/NN why/WRB I/PRP 'm/VBP part/NN of/IN this/DT study/NN ,/, uh/UH ,/, because/IN it/PRP 's/BES of/IN ,/, I/PRP 'm/VBP working/VBG with/IN voice/NN systems/NNS ./.","{C And } I think that's one reason why I'm part of this study, {F uh, } because [ it's of, + ] I'm working with voice systems. /"
b,B,Yeah/UH ./.,Yeah. /
b^m,A,Yeah/UH ./.,Yeah. /
ba,A,"So/RB ,/, so/RB ,/, good/JJ luck/NN ./.","[ {C So, } + {C so, } ] good luck. /"
ad,A,"I/PRP guess/VBP we/PRP should/MD talk/VB about/IN giving/VBG advice/NN ,/, though/RB ./.","I guess we should talk about giving advice, though. /"
qw,A,"Wh/WDT ,/, what/WDT ,/, what/WDT type/NN of/IN advice/NN do/VBP you/PRP think/VB you/PRP 'd/MD give/VB to/IN a/DT ,/, a/DT parent/NN ?/.","[ [ Wh-, + what, ] + what ] type of advice do you think you'd give to [ a, + a ] parent? /"
qy,B,To/IN a/DT parent/NN ?/.,To a parent? /
ny,A,Yeah/UH ./.,Yeah. /
sv,B,"Well/UH ,/, you/PRP know/VBP ,/, the/DT thing/NN is/VBZ ,/, when/WRB you/PRP 're/VBP a/DT kid/NN --/:","{D Well, } {D you know, } the thing is, when you're a kid --"
b,A,Uh-huh/UH ./.,Uh-huh. /
