act_tag,speaker,pos,text
%,A,"I/PRP have/VBP ,/, uh/UH ,/,","I have, {F uh, } - /"
sd,A,"I/PRP ,/, well/UH ,/, I/PRP used/VBD to/TO have/VB the/DT opinion/NN that/IN there/EX wa/VBD ,/, that/IN there/EX really/RB was/VBD not/RB any/DT more/JJR crime/NN in/IN America/NNP ,/, in/IN the/DT cities/NNS ,/, anyway/UH ,/, than/IN there/EX was/VBD in/IN previous/JJ centuries/NNS ,/, uh/UH ,/, before/RB ,/, uh/UH ,/,","[ I, + {D well, } I ] used to have the opinion [ that there + [ wa-, + ] that there ] really was not any more crime in America, in the cities, {D anyway, } than there was in previous centuries, {F uh, } before, {F uh, } - /"
%,A,simply/RB because/IN ./.,simply because. - /
sv,A,"The/DT reason/NN there/EX seems/VBZ to/TO be/VB so/RB much/JJ was/VBD the/DT fact/NN that/IN the/DT police/NN now/RB had/VBD advanced/JJ ,/, uh/UH ,/, reporting/NN methods/NNS ,/, with/IN computers/NNS and/CC other/JJ devices/NNS ./.","The reason there seems to be so much was the fact that the police now had advanced, {F uh, } reporting methods, with computers and other devices. /"
bf,B,Compile/VB more/JJR statistics/NNS ./.,Compile more statistics. /
aa,A,"That/DT 's/BES right/JJ ,/,","That's right, /"
sv,A,and/CC those/DT statistics/NNS in/IN turn/NN got/VBD them/PRP bigger/JJR budgets/NNS ./.,{C and } those statistics <throat_clearing> in turn got them bigger budgets. /
b,B,Uh-huh/UH ./.,Uh-huh. /
sv,A,"However/RB ,/, I/PRP have/VBP been/VBN persuaded/VBN ,/, lately/RB ,/, I/PRP guess/VBP ,/, simply/RB by/IN the/DT ,/, uh/UH ,/, overwhelming/JJ data/NN that/WDT seems/VBZ to/TO be/VB available/JJ that/IN there/EX is/VBZ indeed/RB a/DT lot/NN more/RBR violent/JJ crime/NN ./.","However, I have been persuaded, lately, I guess, simply by the, {F uh, } overwhelming data that seems to be available that there is indeed a lot more violent crime. /"
aa,B,More/RBR especially/RB where/WRB you/PRP are/VBP ./.,More especially where you are. /
qy,B,"Are/VBP you/PRP ,/,","Are you,"
b,A,"Well/UH ,/, yeah/UH ./.","{D Well, } yeah. /"
+,B,in/IN Washington/NNP D/NNP C/NNP or/CC Washington/NNP state/NN ?/.,in Washington D C or Washington state? /
nn,A,"No/UH ,/,","No, /"
sd,A,"I/PRP am/VBP in/IN ,/, I/PRP am/VBP in/IN Washington/NNP D/NNP C/NNP ./.","[ I am in, + I am in ] Washington D C. /"
b,B,"Yeah/UH ,/,","Yeah, /"
b,B,"yeah/UH ,/,","yeah, /"
%,B,"I/PRP was/VBD going/VBG to/TO say/VB ,/,","I was going to say, -/"
%,A,"Actually/UH it/PRP ,/,","{D Actually } it, - /"
sd,A,"you/PRP know/VBP ,/, I/PRP do/VBP a/DT lot/NN of/IN business/NN here/RB ,/,","{D you know, } I do a lot of business here, /"
sd,A,and/CC I/PRP come/VBP here/RB quite/RB often/RB,{C and } I come here quite often /
