act_tag,speaker,pos,text
"fo_o_fw_""_by_bc",A,"Okay/UH ,/,","Okay, /"
qy,A,did/VBD they/PRP tell/VBP you/PRP our/PRP$ topic/NN ?/.,did they tell you our topic? /
nn,B,"Uh/UH ,/, no/UH ,/,","{F Uh, } no, /"
sd,B,somebody/NN else/RB answered/VBD the/DT phone/NN and/CC put/VBD my/PRP$ number/NN in/IN ./.,somebody else answered the phone and put my number in. /
bk,A,"Okay/UH ,/,","Okay, /"
%,A,"it/PRP 's/BES ,/, uh/UH ,/,","it's, {F uh, } -/"
qw,B,"Uh/UH ,/, what/WP is/VBZ the/DT topic/NN ?/.","{F Uh, } what is the topic? /"
sd,A,The/DT topic/NN is/VBZ cars/NNS ./.,The topic is cars. /
^q,A,What/WDT kind/NN of/IN car/NN will/MD you/PRP buy/VB next/RB,What kind of car will you buy next /
^q,A,"and/CC what/WDT kind/NN of/IN decision/NN you/PRP 'd/MD ,/, do/VBP you/PRP think/VB about/IN getting/VBG ,/, you/PRP know/VBP ,/, pick/VB that/DT car/NN out/RP and/CC ,/, uh/UH ,/, and/CC why/WRB ./.","{C and } what kind of decision [ you'd, + do you ] think about [ getting, + {D you know, } pick ] that car out [ and, + {F uh, } and ] why. /"
bk,B,Okay/UH ./.,Okay. /
sd,B,"Uh/UH ,/, my/PRP$ next/JJ car/NN to/TO buy/VB probably/RB would/MD be/VB a/DT Cadillac/NNP ./.","{F Uh, } my next car to buy probably would be a Cadillac. /"
b,A,Okay/UH ./.,Okay. /
sd,B,"I/PRP 've/VBP had/VBN ,/, uh/UH ,/,","I've had, {F uh, } - /"
sd,B,"well/UH ,/, I/PRP 'm/VBP on/IN my/PRP$ third/JJ one/NN ./.","{D well, } I'm on my third one. /"
sd,B,And/CC I/PRP 'm/VBP not/RB real/RB sure/JJ that/IN I/PRP 'd/MD be/VB in/IN the/DT market/NN for/IN a/DT car/NN for/IN quite/PDT a/DT while/NN ./.,{C And } I'm not real sure that I'd be in the market for a car for quite a while. /
b,A,"Yeah/UH ,/,","Yeah, /"
sd,A,I/PRP 'm/VBP the/DT same/JJ way/NN ./.,I'm the same way. /
sd,A,"I/PRP was/VBD ,/, uh/UH ,/, I/PRP had/VBD two/CD Cadillacs/NNPS ./.","[ I was, + {F uh, } I had ] two Cadillacs. /"
sd,A,I/PRP went/VBD to/IN my/PRP$ first/JJ Lincoln/NNP this/DT last/JJ time/NN ./.,I went to my first Lincoln this last time. /
sd,A,I/PRP travel/VBP,I travel /
sd,A,"and/CC ,/, uh/UH ,/, my/PRP$ grandfather/NN worked/VBD for/IN Ford/NNP Motor/NNP Company/NNP","{C and, } {F uh, } my grandfather worked for Ford Motor Company /"
sd,A,"so/RB he/PRP always/RB said/VBD why/WRB do/VBP n't/RB you/PRP drive/VB a/DT Ford/NNP ,/, or/CC why/WRB do/VBP n't/RB you/PRP try/VB a/DT Lincoln/NNP --/:","{C so } he always said why don't you drive a Ford, or why don't you try a Lincoln -- /"
b,B,Uh-huh/UH ./.,Uh-huh. /
sd,A,--/: so/RB I/PRP finally/RB tried/VBD one/NN --/:,-- {C so } I finally tried one --
%,B,"My/PRP$ ,/,","My, -/"
+,A,--/: after/IN fifty/CD years/NNS,-- after fifty years /
