act_tag,speaker,pos,text
"fo_o_fw_""_by_bc",A,"Okay/UH ,/,","Okay, /"
qo,A,"so/UH ,/, what/WP are/VBP ,/, what/WP are/VBP your/PRP$ views/NNS on/IN capital/NN punishment/NN ?/.","{D so, } [ what are, + what are ] your views on capital punishment? /"
sd,B,I/PRP have/VBP ambivalent/JJ feelings/NNS because/IN I/PRP do/VBP n't/RB think/VB it/PRP serves/VBZ as/IN a/DT kind/NN of/IN deterrent/NN we/PRP would/MD like/VB to/TO think/VB it/PRP is/VBZ ./.,I have ambivalent feelings because I don't think it serves as a kind of deterrent we would like to think it is. /
sv,B,"But/CC ,/, on/IN the/DT other/JJ hand/NN ,/, it/PRP is/VBZ very/RB ,/, very/RB expensive/JJ to/TO maintain/VB ,/,","<lipsmack> {C But, } on the other hand, it is [ very, + very ] expensive to maintain, /"
sd,B,"you/PRP know/VBP ,/, Texas/NNP has/VBZ one/CD of/IN the/DT biggest/JJS criminal/JJ justice/NN systems/NNS in/IN the/DT country/NN ./.","{D you know, } Texas has one of ((the)) biggest criminal justice systems in the country. /"
aa,A,Yes/UH ./.,Yes. /
sd,B,And/CC it/PRP 's/BES eating/VBG us/PRP alive/RB budget/NN wise/RB,{C And } it's eating us alive budget wise /
%,B,"and/CC ,/, uh/UH ,/,","{C and, } {F uh, } -/"
qy,A,So/RB are/VBP they/PRP currently/RB practicing/VBG capital/NN punishment/NN --/:,{D So } are they currently practicing capital punishment --
ny,B,"Yes/UH ,/,","Yes, /"
sd,B,we/PRP --/:,we --
+,A,--/: in/IN your/PRP$ state/NN ?/.,-- in your state? /
+,B,"--/: do/VBP practice/VB capital/NN punishment/NN ,/,","-- do practice capital punishment, /"
sd,B,"but/CC the/DT nature/NN of/IN the/DT ,/, uh/UH ,/, courts/NNS and/CC the/DT appeals/NNS and/CC the/DT stays/NNS and/CC all/PDT that/DT means/VBZ that/IN it/PRP 's/BES a/DT very/RB long/JJ haul/NN before/IN anybody/NN 's/BES ever/RB executed/VBN ./.","{C but } the nature of the, {F uh, } courts and the appeals and the stays and all that means that it's a very long haul before anybody's ever executed. /"
b,A,"Yes/UH ,/,","Yes, /"
sd,A,that/DT 's/BES similar/JJ to/IN Georgia/NNP ./.,that's similar to Georgia. /
b,B,Yeah/UH ./.,Yeah. /
sd,B,"And/CC then/RB ,/, I/PRP was/VBD reading/VBG in/IN the/DT paper/NN just/RB this/DT morning/NN ,/, it/PRP 's/BES interesting/JJ because/IN I/PRP had/VBD forgotten/VBN ,/, I/PRP guess/VBP ,/, that/IN I/PRP wrote/VBD this/DT little/JJ topic/NN down/RP ,/, that/IN it/PRP costs/VBZ more/RBR to/TO execute/VB somebody/NN th-/IN ,/, than/IN it/PRP does/VBZ to/TO keep/VB them/PRP ./.","{C And then, } I was reading in the paper just this morning, {A it's interesting because I had forgotten, I guess, that I wrote this little topic down, } that it costs more to execute somebody [ th-, + than ] it does to keep them."
sv,A,"That/DT 's/BES probably/RB true/JJ considering/VBG ,/,","That's probably true considering, -/"
+,B,Because/IN of/IN all/PDT the/DT costs/NNS of/IN the/DT appeals/NNS and/CC all/PDT that/DT --/:,Because of all the costs of the appeals and all that --
b,A,Yes/UH ./.,Yes. /
+,B,--/: you/PRP know/VBP ./.,-- {D you know. } /
b,A,"Yes/UH ,/,","Yes, /"
sv,A,"uh/UH ,/, I/PRP guess/VBP in/IN a/DT way/NN that/IN ,/, it/PRP ,/, it/PRP kind/RB of/RB defeats/VBZ the/DT purpose/NN of/IN having/VBG capital/NN punishment/NN if/IN ,/,","{F uh, } I guess in a way that, [ it, + it ] kind of defeats the purpose of having capital punishment if, -/"
sv,B,"Well/UH ,/, I/PRP think/VBP capital/NN punishment/NN is/VBZ supposed/VBN to/TO be/VB primarily/RB a/DT deterrent/NN to/IN other/JJ people/NNS ./.","{D Well, } I think capital punishment is supposed to be primarily a deterrent to other people."
aa,A,Yes/UH ./.,Yes. /
+,B,"You/PRP know/VBP ,/, who/WP would/MD see/VB it/PRP ./.","{D You know, } who would see it. /"
aa,A,"Right/UH ,/,","Right, /"
sv,A,that/DT would/MD be/VB the/DT intent/NN of/IN it/PRP ./.,that would be the intent of it. /
b,B,"Yeah/UH ,/,","Yeah, /"
sv,B,but/CC I/PRP 'm/VBP not/RB sure/JJ how/WRB successful/JJ that/DT is/VBZ ./.,{C but } I'm not sure how successful that is. /
sv,A,"Well/UH ,/, I/PRP think/VBP it/PRP would/MD be/VB more/RBR successful/JJ if/IN it/PRP was/VBD applied/VBN in/IN a/DT more/RBR expedient/JJ manner/NN ,/, if/IN there/EX were/VBD n't/RB so/RB many/JJ --/:","{D Well, } I think it would be more successful if it was applied in a more expedient manner, if there weren't so many --"
bf,B,Quicker/RBR --/:,Quicker --
+,A,--/: appeals/NNS ./.,-- appeals. /
+,B,"--/: maybe/RB ,/,","-- maybe, /"
b,B,yeah/UH ./.,yeah. /
aa,A,"Yeah/UH ,/,","Yeah, /"
sv,A,"if/IN ,/, if/IN the/DT person/NN who/WP 's/BES going/VBG to/TO commit/VB the/DT crime/NN --/:","[ if, + if ] the person who's going to commit the crime --"
b,B,Uh-huh/UH ./.,Uh-huh. /
+,A,"--/: knew/VBD that/IN they/PRP were/VBD going/VBG to/TO be/VB punished/VBN severely/RB ,/, possibly/RB capital/NN punishment/NN ,/,","-- knew that they were going to be punished severely, possibly capital punishment, -/"
qw,B,"What/WDT ,/, what/WDT kind/NN of/IN work/NN do/VBP you/PRP do/VB ?/.","[ What, + what ] kind of work do you do? /"
sd,A,"Uh/UH ,/, I/PRP 'm/VBP a/DT research/NN engineer/NN ,/,","{F Uh, } I'm a research engineer, /"
sd,A,"I/PRP work/VBP ,/, uh/UH ,/, f-/IN ,/, with/IN Georgia/NNP Tech/NNP ./.","I work, {F uh, } [ f-, + with ] Georgia Tech. /"
sd,B,"Um/UH ,/, well/UH ,/, see/UH ,/, I/PRP 'm/VBP a/DT school/NN principal/NN ./.","{F Um, } {D well, } {D see, } I'm a school principal. /"
%,A,Um/UH ./.,{F Um. } /
sd,B,Elementary/JJ school/NN ./.,Elementary school. /
b,A,Yes/UH ./.,Yes. /
sd,B,"And/CC in/IN a/DT very/RB poor/JJ section/NN of/IN town/NN with/IN p-/RB ,/, predominantly/RB Anglo/JJ kids/NNS ./.","{C And } in a very poor section of town with [ p-, + predominantly ] Anglo kids. /"
sd,B,And/CC I/PRP see/VBP kids/NNS already/RB that/WDT are/VBP going/VBG to/TO be/VB criminals/NNS --/:,{C And } I see kids already that are going to be criminals --
%,A,Um/UH ./.,{F Um. } /
+,B,--/: in/IN spite/NN of/IN everything/NN we/PRP can/MD do/VB,-- in spite of everything we can do /
sv,B,"and/CC ,/, see/UH ,/, I/PRP 'm/VBP afraid/JJ I/PRP think/VBP if/IN we/PRP would/MD take/VB the/DT equivalent/JJ amount/NN of/IN money/NN and/CC invest/VB it/PRP in/IN young/JJ people/NNS ,/, that/IN ,/,","{C and, } {D see, } I'm afraid I think if we would take the equivalent amount of money and invest it in young people, that, - /"
sv,B,"I/PRP mean/VBP ,/, course/NN ,/, you/PRP could/MD n't/RB do/VB that/DT because/IN you/PRP got/VBD to/TO do/VB something/NN with/IN the/DT ones/NNS that/WDT are/VBP already/RB there/RB --/:","{E I mean, } course, you couldn't do that because you got to do something with the ones that are already there -- /"
b,A,Uh-huh/UH ./.,Uh-huh. /
sv,B,"--/: but/CC I/PRP think/VBP we/PRP would/MD make/VB a/DT bigger/JJR investment/NN in/IN kids/NNS ,/,","-- {C but } I think we would make a bigger investment in kids, /"
sv,B,we/PRP 'd/MD have/VB fewer/JJR decisions/NNS to/TO make/VB ./.,we'd have fewer decisions to make.
aa,A,"Um/UH ,/, that/DT 's/BES probably/RB true/JJ ,/,","{F Um, } that's probably true, /"
sv,A,but/CC I/PRP guess/VBP --/:,{C but } I guess --
+,B,"Down/IN the/DT road/NN ,/, you/PRP know/VBP ./.","Down the road, {D you know. } /"
+,A,"--/: there/EX 's/BES other/JJ factors/NNS that/WDT ,/,","-- there's other factors that, -/"
b,B,"Oh/UH ,/, yeah/UH ./.","{F Oh, } yeah. /"
sv,A,"But/CC ,/, p/VBG ,/, p/VBG ,/, pumping/VBG more/JJR money/NN into/IN the/DT school/NN system/NN is/VBZ a/DT --/:","{C But, } [ [ p-, + p-, ] + pumping ] more money into the school system is a --"
sd,B,Well/UH --/:,{D Well } --
+,A,"--/: good/JJ thing/NN ,/,","-- good thing, /"
sv,A,"but/CC it/PRP 's/BES not/RB going/VBG to/TO ,/,","{C but } it's not going to, -/"
+,B,--/: I/PRP 'm/VBP not/RB talking/VBG about/IN just/RB in/IN the/DT school/NN system/NN ./.,-- I'm not talking about just in the school system. /
b,A,"Oh/UH ,/, I/PRP see/VBP ./.","{F Oh, } I see. /"
sd,B,"See/UH ,/, I/PRP 'm/VBP talking/VBG about/IN ,/,","{D See, } I'm talking about, - /"
%,B,"like/IN ,/, in/IN ,/, in/IN ,/,","{D like, } [ in, + in, ] - /"
sv,B,"uh/UH ,/, I/PRP 'm/VBP afraid/JJ I/PRP think/VBP that/IN there/EX are/VBP kids/NNS who/WP just/RB ought/MD to/TO be/VB taken/VBN out/IN of/IN their/PRP$ homes/NNS and/CC reared/VBN ./.","{F uh, } I'm afraid I think that there are kids who just ought to be taken out of their homes and reared. /"
sd,B,"Uh/UH ,/, I/PRP know/VBP the/DT institutions/NNS do/VBP n't/RB work/VB that/RB well/RB ,/,","{F Uh, } I know the institutions don't work that well, /"
