act_tag,speaker,pos,text
qw,A,"Uh/UH ,/, Kate/NNP ,/, what/WP kind/NN of/IN ,/, uh/UH ,/, where/WRB do/VBP you/PRP like/VB to/TO eat/VB out/RB ?/.","{F Uh, } Kate, [ what kind of, + ] {F uh, } where do you like to eat out? /"
sd,B,"Well/UH ,/, we/PRP ,/, uh/UH ,/, we/PRP really/RB like/VBP the/DT Mexican/JJ food/NN ,/, you/PRP know/VBP ,/, here/RB in/IN Texas/NNP --/:","{D Well, } [ we, + {F uh, } we ] really like the Mexican food, {D you know, } here in Texas -- /"
b,A,Yes/UH ./.,Yes. /
sd,B,"--/: and/CC ,/, uh/UH ,/, so/RB we/PRP try/VBP and/CC go/VBP around/RB to/IN different/JJ Mexican/JJ restaurants/NNS trying/VBG them/PRP out/RP ,/,","-- [ {C and, } + {F uh, } {C so } ] we try and go around to different Mexican restaurants trying them out, /"
sd,B,"and/CC so/RB ,/, uh/UH ,/, Tia/NNP 's/POS is/VBZ probably/RB our/PRP$ favorite/JJ ,/, uh/UH ,/, restaurant/NN there/RB ,/,","{C and so, } {F uh, } Tia's is probably our favorite, {F uh, } restaurant there, /"
sd,B,"and/CC I/PRP think/VBP they/PRP have/VBP one/CD of/IN the/DT best/JJS services/NNS that/WDT ,/, uh/UH ,/, that/IN we/PRP really/RB like/VBP it/PRP ./.","{C and } I think they have one of the best services [ that, + {F uh, } that ] we really like it. /"
bh,A,Do/VBP you/PRP ?/.,Do you? /
qy,A,Have/VBP you/PRP tried/VBN Mother/NNP Mesquites/NNP ?/.,Have you tried Mother Mesquites? /
nn,B,No/UH ./.,No. /
qw,B,Where/WRB 's/BES that/DT at/RB ?/.,Where's that at? /
sd,A,That/DT 's/BES at/IN Skillman/NNP and/CC L/NNP B/NNP J/NNP --/:,That's at Skillman and L B J -- /
b,B,Uh-huh/UH ./.,Uh-huh. /
sd,A,"--/: there/EX is/VBZ ,/,","-- there is, - /"
