act_tag,speaker,pos,text
sd,A,We/PRP 're/VBP set/JJ ./.,We're set. /
bk,B,Okay/UH ./.,Okay. /
qw,A,What/WP changes/NNS do/VBP you/PRP feel/VB have/VB happened/VBN ?/.,What changes do you feel have happened? /
sv,B,"Oh/UH ,/, I/PRP guess/VBP the/DT first/JJ thing/NN has/VBZ been/VBN the/DT ,/, uh/UH ,/, for/IN the/DT right/NN ,/, for/IN women/NNS to/TO vote/VB ./.","{F Oh, } I guess the first thing has been [ the, + {F uh, } for the ] right, for women to vote. /"
sv,B,"I/PRP think/VBP that/DT has/VBZ been/VBN a/DT major/JJ change/NN and/CC also/RB the/DT fact/NN that/IN ,/, uh/UH ,/, there/EX are/VBP so/RB mu-/XX ,/, many/JJ more/JJR women/NNS in/IN the/DT work/NN force/NN nowadays/RB than/IN there/EX were/VBD","I think that has been a major change and also the fact that, {F uh, } there are so [ mu-, + many ] more women in the work force nowadays than there were /"
sv,B,and/CC that/DT 's/BES probably/RB going/VBG to/TO increase/VB ./.,{C and } that's probably going to increase.
b,A,Right/UH ./.,Right. /
+,B,You/PRP know/VBP ./.,{D You know. } /
qy,A,"Increases/VBZ each/DT year/NN ,/, does/VBZ n't/RB it/PRP ?/.","Increases each year, doesn't it? /"
br,B,I/PRP 'm/VBP sorry/JJ ?/.,I'm sorry? /
sv,A,It/PRP increases/VBZ each/DT year/NN I/PRP think/VBP ./.,It increases each year I think. /
aa,B,It/PRP sure/RB does/VBZ ./.,It sure does. /
aa,B,"Yeah/UH ,/,","Yeah, /"
sv,B,there/EX is/VBZ a/DT lot/RB more/JJR women/NNS in/IN the/DT work/NN place/NN nowadays/RB ./.,there is a lot more women in the work place nowadays. /
sv,A,"Well/UH ,/, and/CC I/PRP think/VBP women/NNS have/VBP kind/RB of/RB had/VBD ,/, uh/UH ,/, in/IN the/DT past/NN the/DT real/JJ subservient/JJ --/:","{D Well, } {C and } I think women have kind of had, {F uh, } in the past the real subservient --"
^2,B,Role/NN ?/.,Role? /
+,A,--/: role/NN ./.,-- role. /
aa,B,Right/UH ./.,Right. /
%,A,"And/CC ,/, uh/UH ,/,","{C And, } {F uh, } -/"
sv,B,That/DT 's/BES changing/VBG ./.,That's changing <laughter>. /
sv,A,"Well/UH ,/, we/PRP do/VBP to/IN some/DT degree/NN --/:","{D Well, } we do to some degree -- /"
b,B,Right/UH ./.,Right. /
sv,A,"--/: but/CC ,/, uh/UH ,/, uh/UH ,/, I/PRP think/VBP it/PRP 's/BES not/RB as/RB much/RB as/IN it/PRP was/VBD ./.","-- {C but, } {F uh, } {F uh, } I think it's not as much as it was. /"
aa,B,"Right/RB ,/,","Right, /"
aa,B,"yeah/UH ,/,","yeah, /"
aa,B,"I/PRP ,/, I/PRP agree/VBP ./.","[ I, + I ] agree. /"
sv,B,It/PRP definitely/RB --/:,It definitely --
sv,A,"I/PRP ,/,","[ I, +"
+,B,--/: has/VBZ changed/VBN ./.,-- has changed. /
+,A,"And/CC especially/RB ,/, I/PRP think/VBP with/IN women/NNS increasingly/RB working/VBG ,/, they/PRP 're/VBP going/VBG to/TO have/VB to/TO demand/VB more/RBR from/IN men/NNS ./.","{C And } especially, I ] think with women increasingly working, they're going to have to demand more <laughter> from men. /"
b,B,Uh-huh/UH ./.,Uh-huh. /
sv,A,"Because/RB there/EX is/VBZ just/RB ,/, i-/XX ,/, impossible/JJ to/TO keep/VB up/RP on/IN everything/NN else/RB ./.","{C Because } there is just, [ i-, + impossible ] to keep up on everything else. /"
b,B,"Yeah/UH ,/,","Yeah, /"
b,B,yeah/UH ./.,yeah. /
sv,A,"Have/VB more/RBR of/IN an/DT active/JJ role/NN in/IN taking/VBG care/NN of/IN children/NNS ,/, more/RBR of/IN an/DT active/JJ role/NN in/IN taking/VBG care/NN of/IN the/DT home/NN ./.","Have more of an active role in taking care of children, more of an active role in taking care of the home. /"
%,B,"Well/UH ,/, you/PRP know/VBP ,/, they/PRP 've/VBP been/VBN talking/VBG about/IN","{D Well, } {D you know, } they've been talking about - /"
h,B,"and/CC I/PRP do/VBP n't/RB know/VB ,/, uh/UH ,/, what/WP the/DT status/NN is/VBZ on/IN it/PRP ,/,","{C and } I don't know, {F uh, } what the status is on it, /"
sd,B,"but/CC ,/, you/PRP know/VBP ,/, women/NNS get/VBP maternity/NN leave/NN and/CC stuff/NN like/IN that/DT","{C but, } {D you know, } women get maternity leave and stuff like that /"
sd,B,"and/CC I/PRP know/VBP that/IN they/PRP 've/VBP ,/, there/EX has/VBZ been/VBN discussion/NN about/IN men/NNS also/RB getting/VBG maternity/NN leave/NN --/:","{C and } I know that [ they've, + there ] has been discussion about men also getting maternity leave --"
b,A,Right/UH ./.,Right. /
+,B,"--/: to/TO help/VB out/RP ,/,","-- to help out, /"
h,B,"but/CC you/PRP know/VBP ,/, I/PRP have/VBP n't/RB really/RB heard/VBN much/RB about/IN that/DT recently/RB ./.","{C but } {D you know, } I haven't really heard much about that recently. /"
sv,A,"Well/UH ,/, you/PRP know/VBP ,/, there/EX is/VBZ a/DT lot/NN of/IN companies/NNS that/WDT wo/MD n't/RB give/VB mat-/XX ,/, women/NNS maternity/NN leave/NN for/IN that/DT very/JJ reason/NN ./.","{D Well, } {D you know, } there is a lot of companies that won't give [ mat-, + women maternity ] leave for that very reason. /"
b,B,Uh-huh/UH ./.,Uh-huh. /
sd,A,"Uh/UH ,/, in/IN fact/NN ,/, I/PRP know/VBP the/DT school/NN districts/NNS down/IN here/RB ,/, you/PRP ,/, they/PRP do/VBP n't/RB have/VB maternity/NN leave/NN ./.","{F Uh, } in fact, I know the school districts down here, [ you, + they ] don't have maternity leave. /"
sd,A,Uh/UH --/:,{F Uh } --
bh,B,"Oh/UH ,/, is/VBZ that/DT right/NN ?/.","{F Oh, } is that right? /"
+,A,"--/: you/PRP simply/RB have/VBP to/TO take/VB ,/, accumulate/VB your/PRP$ sick/JJ leave/NN ./.","-- you simply have to [ take, + accumulate ] your sick leave."
b,B,Oh/UH ./.,Oh. /
+,A,And/CC take/VB your/PRP$ sick/JJ leave/NN ./.,And take your sick leave. /
b,B,Uh-huh/UH ./.,Uh-huh. /
h,A,"And/CC I/PRP do/VBP n't/RB know/VB ,/, uh/UH ,/, if/IN bigger/JJR company/NN companies/NNS do/VBP ,/,","{C And } I don't know, {F uh, } if bigger company companies do, /"
sd,A,"but/CC when/WRB I/PRP was/VBD employed/VBN with/IN the/DT school/NN district/NN ,/, I/PRP did/VBD n't/RB have/VB maternity/NN leave/NN either/RB","{C but } when I was employed with the school district, I didn't have maternity leave either /"
sd,A,and/CC that/DT was/VBD the/DT reason/NN,{C and } that was the reason /
sd,A,because/RB they/PRP thought/VBD was/VBD showing/VBG prejisim/NN to/IN women/NNS and/CC not/RB to/IN men/NNS,{C because } they thought was showing (( prejisim )) to women and not to men /
%,A,"but/CC ,/,","[ {C but, } +"
ba,B,"Huh/UH ,/, that/DT 's/BES interesting/JJ ./.","{F Huh, } that's interesting. /"
+,A,"So/UH ,/, uh/UH ,/,","{C So, } ] {F uh, } -/"
sv,B,"That/DT 's/BES a/DT bummer/NN ,/, though/RB ./.","That's a bummer, though <laughter>. /"
aa,A,Yeah/UH,Yeah /
aa,A,it/PRP is/VBZ ./.,"<laughter>, it is. /"
sd,B,"I/PRP mean/VBP ,/,","{E I mean, }"
sd,A,"You/PRP have/VBP to/TO save/VB all/DT of/IN your/PRP$ ,/, uh/UH ,/, vacation/NN time/NN ./.","You have to save all of your, {F uh, } vacation time. /"
+,B,You/PRP got/VBD to/TO take/VB the/DT time/NN off/RB ./.,You got to take the time off <laughter>. /
aa,A,You/PRP do/VBP ./.,You do. /
sd,A,You/PRP have/VBP to/TO save/VB all/PDT your/PRP$ vacation/NN time/NN,You have to save all your vacation time /
sv,A,and/CC --/:,{C and } --
b,B,Yeah/UH ./.,Yeah. /
+,A,"--/: that/DT 's/BES usually/RB how/WRB it/PRP 's/BES ,/, uh/UH ,/, happened/VBN ,/,","-- that's usually how it's, {F uh, } happened, /"
%,A,"but/CC ,/, uh/UH ,/,","{C but, } {F uh, } -/"
b,B,Uh-huh/UH ./.,Uh-huh. /
qw,A,"What/WP do/VBP you/PRP see/VB ,/, uh/UH ,/, changing/VBG in/IN the/DT future/NN ?/.","What do you see, {F uh, } changing in the future? /"
sv,B,"I/PRP think/VBP that/IN we/PRP 're/VBP probably/RB going/VBG to/TO see/VB a/DT lot/NN more/JJR companies/NNS ,/, uh/UH ,/, run/VBN by/IN females/NNS ./.","<Breathing> I think that we're probably going to see a lot more companies, {F uh, } run by females. /"
aa,A,"Right/UH ,/,","Right, /"
%,A,"and/CC ,/, and/CC --/:","[ {C and, } + {C and } ] --"
%,B,"And/CC we/PRP 'll/MD prob-/RB ,/,","{C And } we'll prob-, -/"
+,A,--/: top/JJ level/NN ./.,-- top level. /
br,B,I/PRP 'm/VBP sorry/JJ ?/.,I'm sorry? /
sv,A,Maybe/RB top/JJ level/NN ./.,Maybe top level. /
aa,B,"Right/UH ,/,","Right, /"
aa,B,"right/UH ,/,","right, /"
sv,B,"upper/JJ management/NN ,/,","upper management, /"
sv,B,more/JJR women/NNS in/IN upper/JJ management/NN,more women in upper management /
