act_tag,speaker,pos,text
sd,A,"Well/UH ,/, we/PRP 're/VBP just/RB starting/VBG a/DT family/NN through/IN adoption/NN","<static> {D Well, } we're just starting a family through adoption /"
sd,A,"so/RB I/PRP do/VBP n't/RB really/RB have/VB a/DT lot/NN of/IN ,/, uh/UH ,/, concrete/NN ,/, uh/UH ,/, opinions/NNS ./.","{C so } I don't really have a lot of, {F uh, } concrete, {F uh, } opinions. /"
sd,A,"Just/RB what/WP I/PRP know/VBP out/IN of/IN my/PRP$ peer/NN group/NN ,/, uh/UH ,/, has/VBZ gone/VBN through/RB ./.","Just what I know out of my peer group, {F uh, } has gone through. /"
sv,A,And/CC none/NN of/IN it/PRP has/VBZ been/VBN good/JJ ./.,{C And } none of it has been good <laughter>. /
bh,B,"Oh/UH ,/, really/UH ?/.","{F Oh, } really? /"
ny,A,Yeah/UH ./.,Yeah. /
sd,A,"Uh/UH ,/, the/DT ones/NNS that/WDT can/MD afford/VB to/TO have/VB live-in/JJ nannies/NNS ,/,","{F Uh, } the ones that can afford to have live-in nannies,"
b,B,Huh/UH ./.,Huh. /
+,A,They/PRP seem/VBP to/TO be/VB having/VBG an/DT okay/JJ time/NN ./.,They seem to be having an okay time. /
b,B,Uh-huh/UH ./.,Uh-huh. /
sv,A,"Uh/UH ,/, but/CC a/DT lot/NN of/IN the/DT other/JJ ones/NNS that/WDT have/VBP ,/, are/VBP professional/JJ ,/, uh/UH ,/,","{F Uh, } {C but } a lot of the other ones that have, are professional, {F uh, } /"
sv,A,"I/PRP 'd/MD say/VB fifty/CD percent/NN of/IN ,/, you/PRP know/VBP ,/, my/PRP$ peers/NNS that/IN I/PRP 'm/VBP ,/, in/IN my/PRP$ circle/NN of/IN friends/NNS have/VBP tried/VBN it/PRP and/CC then/RB stopped/VBD working/VBG until/IN they/PRP 're/VBP ,/, you/PRP know/VBP ,/, going/VBG to/TO get/VB their/PRP$ children/NNS in/IN kindergarten/NN or/CC first/JJ grade/NN ./.","I'd say fifty percent of, {D you know, } my peers [ that I'm, + in my ] circle of friends have tried it and then stopped working until they're, {D you know, } going to get their children in kindergarten or first grade. /"
b,B,Uh-huh/UH ./.,Uh-huh. /
%,A,"Uh/UH ,/, but/CC I/PRP ,/,","{F Uh, } {C but } I, - /"
sv,A,there/EX must/MD be/VB some/DT good/JJ service/NN out/IN there/RB if/IN you/PRP --/:,there must be some good service out there if you --
b,B,Right/UH ./.,Right. /
+,A,--/: really/RB look/VBP and/CC pay/VBP for/IN it/PRP ./.,-- really look and pay for it. /
qw,B,"What/WDT ,/, what/WDT age/NN child/NN are/VBP you/PRP thinking/VBG in/IN terms/NNS of/IN ?/.","[ What, + what ] age child are you thinking in terms of? /"
qy^d,A,In/IN terms/NNS of/IN what/WP they/PRP 're/VBP talking/VBG about/RB ./.,In terms of what they're talking about. /
nn,B,No/UH ./.,No. /
sd,B,"For/IN ,/, for/IN yourselves/PRP ./.","[ For, + for ] yourselves <static>. /"
b,A,Oh/UH ./.,Oh. /
sd,A,Infant/NN ./. Uh/UH .../:,Infant. {F Uh } ... /
bk,B,"Oh/UH ,/, okay/UH ./.","{F Oh, } okay. /"
b,A,Infant/NN ./.,Infant. /
sv,B,"So/RB you/PRP 're/VBP starting/VBG from/IN the/DT b-/NN ,/, from/IN the/DT baseline/NN ./.","{C So } you're starting [ from the b-, + <laughter> from the baseline. ] /"
aa,A,Yeah/UH ./.,<laughter> Yeah. /
sd,A,"After/IN eleven/CD years/NNS of/IN marriage/NN ./. Yeah/UH ,/, we/PRP are/VBP ./.","After eleven years of marriage. {D Yeah, } we are. /"
sd,A,"We/PRP 're/VBP actually/RB ,/, it/PRP 's/BES happening/VBG now/RB ./.","[ We're + {D actually, } it's ] happening now. /"
sd,A,"So/RB ,/, we/PRP 're/VBP just/RB going/VBG through/IN the/DT process/NN ./.","{C So, } we're just going through the process. /"
b,B,I/PRP see/VBP ./.,I see <bird_squawk>. /
sd,A,"So/RB an-/CC ,/, and/CC actually/RB the/DT question/NN is/VBZ ,/, uh/UH ,/, very/RB appropriate/JJ ./.","{C So } [ an-, + {C and } ] {D actually } the question is, {F uh, } very appropriate. /"
sd,A,"Cause/IN I/PRP 'm/VBP not/RB sure/JJ whether/IN ,/, uh/UH ,/, how/WRB strong/JJ the/DT maternal/JJ instinct/NN is/VBZ going/VBG to/TO be/VB ./.","{C Cause } I'm not sure [ whether, + ] {F uh, } how strong the maternal instinct is going to be. /"
sd,A,They/PRP tell/VBP me/PRP it/PRP 's/BES going/VBG to/TO be/VB strong/JJ ./.,They tell me it's going to be strong <laughter>. /
qy,A,Do/VBP you/PRP --/:,Do you --
b,B,Right/UH ./.,Right. /
+,A,--/: have/VB children/NNS ?/.,-- have children? /
sd,B,I/PRP have/VBP one/CD son/NN ./.,I have one son. /
qy,A,And/CC did/VBD you/PRP put/VB him/PRP in/IN daycare/NN,{C And } did you put him in daycare /
qrr,A,or/CC is/VBZ he/PRP older/JJR now/RB or/CC younger/JJR,{C or } is he older now or younger /
%,A,or/CC ?/.,{C or? } -/
sd,B,"Well/UH ,/, he/PRP 's/BES ,/, he/PRP 's/BES now/RB eighteen/CD ./. And/CC in/IN ,/, in/IN ,/, you/PRP know/VBP ,/, has/VBZ completed/VBN a/DT couple/NN of/IN years/NNS of/IN university/NN ./.","{D Well, } [ he's, + he's ] now eighteen. And [ [ in, + in, ] + ] {D you know, } has completed a couple of years of university. /"
b,A,Sure/UH ./.,Sure. /
sd,A,So/RB he/PRP 's/BES out/IN of/IN daycare/NN ./.,{C So } he's out of daycare <laughter>. /
%,B,"I/PRP ,/,","I, - /"
b,B,right/UH ./.,right. /
%,B,"And/CC ,/, and/CC so/RB that/IN ,/,","[ {C And, } + {C and } ] {C so } that, - /"
sd,B,"but/CC I/PRP was/VBD working/VBG full-time/RB ,/, uh/UH --/:","{C but } I was working full-time, {F uh } --"
b,A,"You/PRP ,/,","You, - /"
b,A,uh-huh/UH ./.,uh-huh. /
+,B,--/: when/WRB he/PRP was/VBD born/VBN ./.,-- when he was born. /
sd,B,"But/CC I/PRP was/VBD very/RB lucky/JJ because/IN I/PRP was/VBD a/DT ,/, a/DT college/NN professor/NN ./.","{C But } I was very lucky because I was [ a, + a ] college professor. /"
b,A,Oh/UH ./.,Oh. /
sd,B,"And/CC so/RB I/PRP was/VBD able/JJ to/TO ,/, you/PRP know/VBP ,/,","{C And so } I was able to, {D you know, } /"
sd,B,"and/CC I/PRP ,/, it/PRP was/VBD --/:","{C and } [ I, + it ] was --"
%,A,Flex/NN ./.,(( Flex )) . -/
+,B,"--/: walking/NN distance/NN from/IN ,/, from/IN --/:","-- walking distance [ from, + from ] --"
b,A,Yeah/UH ./.,Yeah. /
+,B,--/: my/PRP$ apartment/NN ./.,-- my apartment. /
sd,B,So/RB I/PRP went/VBD up/IN there/RB,{C So } I went up there /
sd,B,"and/CC I/PRP sort/RB of/RB left/VBD him/PRP with/IN ,/, with/IN a/DT neighbor/NN ./.","{C and } I sort of left him [ with, + with ] a neighbor. /"
b,A,Uh-huh/UH ./.,Uh-huh. /
sd,B,And/CC I/PRP left/VBD him/PRP in/IN a/DT carry/NN cot/NN when/WRB he/PRP was/VBD very/RB little/JJ ./.,{C And } I left him in a carry cot when he was very little <noise>. /
sd,B,"And/CC I/PRP said/VBD ,/, you/PRP know/VBP ,/, he/PRP does/VBZ n't/RB need/VB anything/NN except/IN ,/, you/PRP know/VBP ,/, look/VB at/IN him/PRP if/IN he/PRP cries/VBZ ./.","{C And } I said, {D you know, } he doesn't need anything except, {D you know, } look at him if he cries. /"
sd,B,"But/CC ,/, you/PRP know/VBP ,/, do/VB n't/RB pick/VB him/PRP up/RB and/CC ,/, and/CC --/:","{C But, } {D you know, } don't pick him up [ and, + and ] --"
b,A,Yeah/UH ./.,Yeah. /
+,B,--/: this/DT sort/NN of/IN stuff/NN ./.,-- this sort of stuff. /
sd,B,Because/IN I/PRP was/VBD gone/VBN only/RB an/DT hour/NN at/IN a/DT stretch/NN or/CC an/DT hour/NN and/CC a/DT half/NN ./.,{C Because } I was gone only an hour at a stretch or an hour and a half. /
ba,A,"Oh/UH ,/, that/DT 's/BES wonderful/JJ ./.","{F Oh, } that's wonderful. /"
sd,B,"And/CC I/PRP was/VBD able/JJ to/TO ,/, you/PRP know/VBP ,/, get/VB ,/, his/PRP$ schedule/NN just/RB ,/, uh/UH ,/, cooperated/VBN ./.","{C And } I was able to, {D you know, } get, his schedule just, {F uh, } cooperated. /"
b,A,Right/UH ./.,Right. /
%,B,And/CC .../:,{C And } ... -/
ba,A,That/DT 's/BES wonderful/JJ ./.,That's wonderful. /
b,A,Yeah/UH ./.,Yeah. /
b,B,Yeah/UH ./.,Yeah. /
sv,A,"And/CC ,/, and/CC I/PRP guess/VBP ,/, uh/UH ,/, th-/XX ,/, because/IN of/IN your/PRP$ ,/, um/UH ,/, your/PRP$ ,/, uh/UH ,/, profession/NN ./.","[ {C And, } + {C and } ] I guess, {F uh, } [ th-, + ] because of [ your, + {F um, } your, ] {F uh, } profession. - /"
sd,A,"I/PRP mean/VBP ,/, I/PRP ,/, uh/UH ,/, I/PRP 'm/VBP in/IN corporate/JJ communications/NNS ./.","{E I mean, } [ I, + {F uh, } I'm ] in corporate communications. /"
sd,A,"But/CC I/PRP 've/VBP done/VBN free-lance/JJ writing/NN in/IN the/DT past/NN ,/,","{C But } I've done free-lance writing in the past, /"
b,B,Uh-huh/UH ./.,Uh-huh. /
sd,A,"so/RB what/WP we/PRP 're/VBP hoping/VBG is/VBZ that/IN ,/, uh/UH ,/,","{C so } what we're hoping is that, {F uh, } - /"
sd,A,I/PRP mean/VBP my/PRP$ husband/NN thinks/VBZ I/PRP can/MD do/VB it/PRP ./.,{E I mean } my husband thinks I can do it. /
sd,A,"I/PRP 've/VBP just/RB never/RB worked/VBN out/IN of/IN a/DT domestic/JJ base/NN ,/, you/PRP know/VBP ./.","I've just never worked out of a domestic base, {D you know. } /"
sd,A,I/PRP 've/VBP always/RB --/:,I've always --
b,B,Uh-huh/UH ./.,Uh-huh. /
+,A,"--/: been/VBN in/IN a/DT corporate/JJ ,/, uh/UH ,/, environment/NN ./.","-- been in a corporate, {F uh, } environment. /"
sd,A,"Uh/UH ,/, but/CC I/PRP 'm/VBP hoping/VBG that/IN possibly/RB I/PRP can/MD do/VB something/NN where/WRB I/PRP can/MD go/VB flextime/RB or/CC part-time/RB","{F Uh, } {C but } I'm hoping that possibly I can do something where I can go flextime or part-time /"
sd,A,"or/CC if/IN they/PRP do/VBP n't/RB have/VB that/DT ,/, uh/UH ,/,","{C or } if they don't have that, {F uh, } - /"
%,A,"my/PRP$ boss/NN ,/,","my boss, - /"
sd,A,"I/PRP 'm/VBP very/RB lucky/JJ though/RB ,/, again/RB too/RB ,/, my/PRP$ boss/NN is/VBZ very/RB akin/JJ to/IN family/NN building/NN ./.","I'm very lucky though, again too, my boss is very akin to family building. /"
sv,A,"So/RB ,/, I/PRP think/VBP that/DT 's/BES som-/NN ,/, th/WDT ,/, something/NN that/WDT couples/NNS need/VBP in/IN going/VBG --/:","{C So, } I think that's [ som-, + th-, something ] that couples need in going --"
b,B,Uh-huh/UH ./.,Uh-huh. /
+,A,--/: into/IN this/DT ./.,-- into this. /
b,B,Right/UH ./.,Right. /
h,A,"Uh/UH ,/, I/PRP do/VBP n't/RB know/VB ./.","{F Uh, } I don't know. /"
sd,A,I/PRP do/VBP think/VB there/EX 's/BES good/JJ daycare/NN out/IN there/RB ./.,I do think there's good daycare out there. /
qw,A,What/WDT part/NN of/IN the/DT country/NN are/VBP you/PRP in/IN ?/.,What part of the country are you in? /
sd,B,I/PRP 'm/VBP in/IN Maryland/NNP ./.,I'm in Maryland. /
sd,A,You/PRP 're/VBP in/IN Maryland/NNP ./.,You're in Maryland. /
sd,B,"But/CC ,/, but/CC I/PRP was/VBD out/IN of/IN the/DT country/NN when/WRB ,/, uh/UH ,/, my/PRP$ ,/, my/PRP$ son/NN was/VBD little/JJ ./.","[ {C But, } + {C but } ] I was out of the country when, {F uh, } [ my, + my ] son was little. /"
sv,B,"But/CC ,/, but/CC the/DT thing/NN is/VBZ ,/, if/IN you/PRP have/VBP this/DT flextime/NN and/CC that/IN ,/, you/PRP might/MD be/VB able/JJ to/TO do/VB something/NN similar/JJ to/IN what/WP I/PRP did/VBD ./.","[ {C But, } + {C but } ] the thing is, if you have this flextime and that, you might be able to do something similar to what I did."
b,A,Right/UH ./.,Right. /
+,B,Which/WDT is/VBZ --/:,Which is --
sd,A,That/DT 's/BES what/WP I/PRP 'm/VBP hoping/VBG ./.,That's what I'm hoping. /
+,B,"--/: you/PRP know/VBP ,/, be/VB there/RB short/JJ times/NNS","-- {D you know, } be there short times /"
