act_tag,speaker,pos,text
qo,A,"So/UH ,/, how/WRB do/VBP you/PRP feel/VB about/IN capital/JJ punishment/NN ?/.","{D So, } how do you feel about capital punishment? /"
sd,B,"Well/UH ,/, I/PRP ,/, I/PRP 'm/VBP not/RB really/RB certain/JJ how/WRB I/PRP ,/, uh/UH ,/, I/PRP 'm/VBP not/RB certain/JJ that/IN ,/, that/IN it/PRP does/VBZ a/DT lot/NN of/IN good/NN ./. I/PRP mean/VBP ,/, that/IN it/PRP ends/VBZ up/RP ,/, ends/VBZ up/RP effectively/RB ,/, uh/UH ,/, uh/UH ,/, uh/UH ,/, avoiding/VBG a/DT lot/NN of/IN the/DT crimes/NNS that/WDT have/VBP capital/JJ punishment/NN --/:","{D Well, } [ [ I, + I'm ] not really certain how I, + {F uh, } I'm not certain [ that, + that ] it ] does a lot of good. {E I mean, } that it [ ends up, + ends up ] effectively, {F uh, } {F uh, } {F uh, } avoiding a lot of the crimes that have capital [ punishment -- +"
b,A,"Right/UH ,/,","Right, /"
%,A,"you/PRP do/VBP n't/RB think/VB ,/,","you don't think, -/"
+,B,--/: penalties/NNS ./.,-- penalties. ] /
h,B,"Yet/RB ,/, on/IN the/DT other/JJ hand/NN ,/, uh/UH ,/, I/PRP do/VBP n't/RB know/VB ,/,","Yet, on the other hand, {F uh, } I don't know, /"
%,B,"I/PRP mean/VBP ,/, there/EX is/VBZ things/NNS that/WDT","{E I mean, } there is things that <laughter> - /"
sv,B,"seems/VBZ like/IN it/PRP 's/BES ,/, it/PRP 's/BES ,/, it/PRP 's/BES the/DT right/JJ thing/NN to/TO do/VB ./.","seems like [ [ it's, + it's, ] + it's ] the right thing to do. /"
sv,B,"Now/RB ,/, you/PRP know/VBP ,/, I/PRP mean/VBP somebody/NN ,/, a/DT s/JJ ,/, s/JJ ,/, serial/JJ killer/NN or/CC somebody/NN goes/VBZ in/RB and/CC machine/NN guns/NNS ,/, you/PRP know/VBP ,/, fifty/CD ,/, fifty/CD children/NNS in/IN a/DT school/NN yard/NN ,/,","{D Now, } {D you know, } {E I mean } [ somebody, + a [ [ s-, + s-, ] + serial ] killer or somebody ] goes in and machine guns, {D you know, } [ fifty, + fifty ] children in a school yard, /"
%,B,"you/PRP kind/RB of/RB ,/,","you kind of, - /"
h,B,I/PRP do/VBP n't/RB know/VB ./.,I don't know. /
qo,B,What/WP about/IN yourself/PRP ?/.,What about yourself? /
sd,A,"I/PRP ,/, uh/UH ,/, I/PRP have/VBP the/DT same/JJ dilemma/NN ,/, I/PRP think/VBP ./. Uh/UH ,/,","[ I, + {F uh, } I ] have the same dilemma, I think. {F Uh, } /"
sv,A,"it/PRP 's/BES ,/, you/PRP know/VBP ,/, it/PRP seems/VBZ right/JJ sometimes/RB","[ it's, + {D you know, } it ] seems right sometimes /"
sv,A,"and/CC then/RB other/JJ times/NNS ,/, you/PRP do/VBP n't/RB know/VB ./.","{C and then } other times, you don't know. /"
b,B,Uh-huh/UH ./.,Uh-huh. /
b,A,"Uh/UH ,/,","{F Uh, } /"
%,B,"I/PRP mean/VBP ,/, people/NNS ,/, like/IN ,/,","{E I mean, } people, {D like, } - /"
%,B,"I/PRP ,/,","I, - /"
%,B,"it/PRP 's/HVS been/VBN ,/,","it's been, - /"
sv,B,"I/PRP mean/VBP ,/, like/IN the/DT Arab/NNP societies/NNS and/CC stuff/NN end/VBP up/RP ,/, uh/UH ,/, having/VBG e/JJ ,/, effective/JJ ,/, effective/JJ punishments/NNS","{E I mean, } {D like } the Arab societies and stuff end up, {F uh, } having <throat_clearing> [ [ e-, + effective, ] + effective ] punishments /"
