act_tag,speaker,pos,text
sv,A,"It/PRP 's/BES ,/, it/PRP 's/BES hard/JJ topic/NN because/IN","[ It's, + it's ] hard topic because - /"
qh,A,"is/VBZ ,/, is/VBZ ,/, is/VBZ it/PRP doing/VBG a/DT good/JJ job/NN or/CC a/DT bad/JJ job/NN","[ [ is, + is, ] + is ] it doing a good job or a bad job - /"
sv,A,and/CC you/PRP got/VBN to/TO divide/VB it/PRP two/CD different/JJ categories/NNS whether/IN you/PRP live/VBP in/IN the/DT city/NN or/CC whether/IN you/PRP live/VBP in/IN a/DT more/RBR rural/JJ place/NN like/IN I/PRP do/VBP ./.,{C and } you got to divide it two different categories whether you live in the city or whether you live in a more rural place like I do. /
b,B,"Yeah/UH ,/,","Yeah, /"
qy,B,"and/CC are/VBP you/PRP talking/VBG about/IN public/JJ schools/NNS being/VBG lower/JJR level/NN ,/, high/JJ school/NN level/NN or/CC --/:","{C and } are you talking about public schools being lower level, high school level or --"
sd,A,"Well/UH ,/, public/JJ school/NN all/PDT the/DT way/NN up/IN --/:","{D Well, } [ public school all the way up + --"
+,B,--/: state/NN school/NN ./.,-- state school. /
+,A,"--/: kindergarten/NN all/PDT the/DT way/NN up/IN to/IN ,/, uh/UH ,/, uh/UH ,/, high/JJ school/NN ./.","-- kindergarten all the way up ] to, {F uh, } {F uh, } high school. /"
bk,B,"Okay/UH ,/,","Okay, /"
sv,B,but/CC you/PRP 're/VBP excluding/VBG high-level/JJ education/NN ./.,{C but } you're excluding high-level education. /
aa,A,"Yes/UH ,/,","Yes, /"
aa,A,"well/UH ,/, yeah/UH","{D well, } yeah /"
sd,A,"I/PRP am/VBP ./. Oh/UH ,/,","I am. {F Oh, } /"
bk,B,Okay/UH ./.,Okay. /
sv,A,"A-/RB ,/, actually/RB I/PRP think/VBP that/DT ,/, I/PRP ,/, higher/JJR level/NN education/NN ,/,","[ A-, + actually ] I think that, [ I, + ] higher level education, - /"
sv,A,I/PRP do/VBP n't/RB think/VB there/EX 's/BES so/RB much/JJ of/IN a/DT problem/NN there/RB ./.,I don't think there's so much of a problem there. /
sd,A,It/PRP 's/BES pretty/RB much/RB funded/JJ well/RB ./.,It's pretty much funded well. /
sv,A,There/EX are/VBP small/JJ colleges/NNS that/WDT I/PRP 'm/VBP sure/RB are/VBP struggling/VBG,There are small colleges that I'm sure are struggling /
%,A,"but/CC ,/, uh/UH ,/, it/PRP 's/BES the/DT job/NN that/WDT the/DT ,/, the/DT high/JJ school/NN and/CC the/DT grade/NN schools/NNS are/VBP doing/VBG that/WDT I/PRP see/VBP ,/, in/IN a/DT area/NN like/IN ours/PRP$ ,/,","{C but, } {F uh, } it's the job that [ the, + the ] high school and the grade schools are doing that I see, in a area like ours, - /"
%,A,"our/PRP$ school/NN ,/,","our school, - /"
sd,A,"even/RB a/DT bad/JJ school/NN is/VBZ a/DT good/JJ school/NN up/IN here/RB ,/, where/WRB ,/, if/IN I/PRP lived/VBD in/IN New/NNP York/NNP City/NNP or/CC Washington/NNP ,/, D/NNP C/NNP ,/, uh/UH ,/, I/PRP would/MD seriously/RB consider/VB moving/VBG if/IN I/PRP had/VBD a/DT child/NN ./.","even a bad school is a good school up here, where, if I lived in New York City or Washington, D C, {F uh, } I would seriously consider moving if I had a child. /"
sd,A,I/PRP would/MD n't/RB let/VB them/PRP go/VB to/IN a/DT public/JJ school/NN system/NN there/RB ./.,I wouldn't let them go to a public school system there. /
sd,A,"But/CC ,/, of/IN course/NN ,/, people/NNS are/VBP trapped/JJ economically/RB","{C But, } of course, people are trapped economically /"
sd,A,and/CC they/PRP ca/MD n't/RB do/VB that/DT ./.,{C and } they can't do that. /
b,B,Yeah/UH ./.,Yeah. /
