act_tag,speaker,pos,text
"fo_o_fw_""_by_bc",A,Okay/UH ./.,Okay. /
b,B,All/RB right/JJ ./.,All right. /
ad,A,Go/VB ahead/RB ./.,Go ahead. /
qw^d,B,"Well/UH ,/, what/WDT kind/NN of/IN car/NN would/MD I/PRP want/VBP to/TO buy/VB ./.","{D Well, } what kind of car would I want to buy. /"
ny,A,Yeah/UH ./.,Yeah. /
no,B,I/PRP do/VBP n't/RB know/VB ./.,I don't know. /
sd,B,"The/DT question/NN is/VBZ ,/, I/PRP mean/VBP ,/, would/MD I/PRP want/VB to/TO buy/VB ,/,","The question is, {E I mean, } would I want to buy, /"
sd,B,"or/CC would/MD I/PRP ,/, would/MD I/PRP probably/RB actually/RB buy/VB ./.","{C or } [ would I, + would I ] probably actually <laughter> buy. - /"
sv,B,May/MD be/VB two/CD different/JJ things/NNS ./.,May be two different things. /
qw^d,A,"Oh/UH ,/, well/UH ,/, if/IN you/PRP ,/, if/IN you/PRP had/VBD all/RB your/PRP$ ,/, all/PDT the/DT money/NN in/IN the/DT world/NN or/CC something/NN ./.","{F Oh, } {D well, } [ if you, + if you ] had [ all your, + all the ] money in the world or something. -/"
sv,B,"If/IN I/PRP had/VBD all/PDT the/DT money/NN I/PRP wanted/VBD ,/, then/RB that/DT 's/BES whole/RB different/JJ matter/NN ./.","If I had all the money I wanted, then that's whole different matter. /"
x,A,./.,<Laughter>.
b,B,"No/UH ,/,","No, /"
no,B,"in/IN that/DT case/NN ,/, I/PRP 'd/MD ,/, I/PRP 'd/MD ,/, I/PRP do/VBP n't/RB know/VB ./.","in that case, [ [ I'd, + I'd, ] + I ] don't know. /"
sd,B,"I/PRP ,/, I/PRP ,/, my/PRP$ dream/NN car/NN for/IN years/NNS was/VBD a/DT ,/, was/VBD a/DT Porsche/NNP --/:","[ [ I, + I, ] + my ] dream car for years [ was a, + was a ] Porsche --"
b,A,Uh-huh/UH ./.,Uh-huh. /
+,B,--/: Turbo/NNP MUMBLEx/XX ./.,-- Turbo (( )) . /
b,A,Uh-huh/UH ./.,Uh-huh. /
sd,B,"But/CC ,/, uh/UH ,/, I/PRP do/VBP n't/RB know/VB if/IN I/PRP 'd/MD want/VB one/CD of/IN those/DT now/RB ./.","{C But, } {F uh, } I don't know if I'd want one of those now. /"
bh,A,"Oh/UH ,/, really/UH ?/.","{F Oh, } really? /"
sd,B,Of/IN course/NN I/PRP would/MD want/VB one/CD if/IN somebody/NN was/VBD --/:,Of course I would want one if somebody [ was -- +
