act_tag,speaker,pos,text
qy,A,"So/UH ,/, uh/UH ,/, do/VBP you/PRP happen/VB to/TO be/VB working/VBG for/IN a/DT large/JJ firm/NN ?/.","{D So, } {F uh, } do you happen to be working for a large firm? /"
no,B,"Well/UH ,/, it/PRP 's/BES about/RB three/CD hundred/CD and/CC fifty/CD people/NNS ./.","{D Well, } it's about three hundred and fifty people. /"
h,B,"I/PRP guess/VBP that/DT 's/BES not/RB large/JJ compared/VBN to/IN some/DT ,/,","I guess that's not large compared to some, /"
sv,B,but/CC it/PRP 's/BES big/JJ enough/RB ./.,{C but } it's big enough. /
b,A,Uh-huh/UH ./.,Uh-huh. /
sd,B,"And/CC they/PRP have/VBP a/DT ,/, they/PRP do/VBP n't/RB have/VB any/DT kind/NN of/IN pension/NN plan/NN where/WRB they/PRP contribute/VBP anything/NN","{C And } [ they have a, + they don't have any kind of ] pension plan where they contribute anything /"
sd,B,and/CC I/PRP wish/VBP they/PRP did/VBD ./.,{C and } I wish they did. /
b,A,Yeah/UH ./.,Yeah. /
sd,B,"You/PRP know/VBP ,/, they/PRP have/VBP a/DT four/CD O/CD one/CD K/SYM ,/,","{D You know, } they have a four O one K, /"
sd,B,but/CC I/PRP put/VBD all/PDT the/DT money/NN into/IN it/PRP ./.,{C but } I put all the money into it. /
b,A,Uh-huh/UH ./.,Uh-huh. /
sd,B,They/PRP do/VBP n't/RB add/VB anything/NN ./.,They don't add anything. /
qo,B,What/WP about/IN you/PRP ?/.,What about you? /
sd,A,"Uh/UH ,/, I/PRP work/VBP for/IN a/DT fairly/RB large/JJ company/NN ./.","{F Uh, } I work for a fairly large company. /"
sd,A,It/PRP 's/HVS got/VBN eight/CD thousand/CD people/NNS ./.,It's got eight thousand people. /
b,B,Uh-huh/UH ./.,Uh-huh. /
sd,A,"And/CC ,/, uh/UH ,/, we/PRP do/VBP have/VB health/NN insurance/NN ./.","{C And, } {F uh, } <breathing> we do have health insurance. /"
sd,A,"We/PRP do/VBP n't/RB have/VB four/CD O/CD k-/SYM ,/, one/CD K/SYM plan/NN ,/, stuff/NN like/IN that/DT ,/,","We don't have four O [ k-, + one K ] plan, stuff like that, /"
sd,A,"but/CC we/PRP do/VBP have/VB ,/, like/UH ,/, retirement/NN ./.","{C but } we do have, {D like, } retirement. /"
sd,A,"They/PRP kind/RB of/RB match/VBP up/RP to/IN ,/, you/PRP ,/,","They kind of match up to, you, /"
sd,A,"if/IN you/PRP put/VBP six/CD percent/NN ,/, they/PRP match/VBP up/IN to/IN six/CD percent/NN ,/,","if you put six percent, they match up to six percent, /"
sd,A,and/CC then/RB the/DT rest/NN is/VBZ whatever/WDT you/PRP want/VBP to/TO put/VB in/IN ./. If/IN you/PRP put/VBP more/RBR than/IN that/DT or/CC something/NN like/IN that/DT ./.,{C and then } the rest is whatever you want to put in. If you put more than that or something like that. /
ba,B,"Oh/UH ,/, that/DT 's/BES a/DT pretty/RB good/JJ deal/NN ./.","{F Oh, } that's a pretty good deal. /"
aa,A,It/PRP 's/BES not/RB bad/JJ ./.,It's not bad. /
qw,B,"Now/UH ,/, how/WRB long/RB does/VBZ it/PRP take/VB for/IN your/PRP$ contribution/NN to/TO vest/VB ?/.","{D Now, } how long does it take for your contribution to vest? /"
sd,A,"God/UH ,/, I/PRP do/VBP n't/RB know/VB ./.","{D God, } I don't know. /"
sv,A,It/PRP 's/BES probably/RB a/DT long/JJ time/NN ./.,<laughter> It's probably a long time <laughter>. /
sd,A,"I/PRP 'm/VBP sure/JJ it/PRP 's/BES not/RB till/IN like/IN twenty-five/CD years/NNS ,/, thirty/CD years/NNS ./.","I'm sure it's not till {D like } twenty-five years, thirty years. /"
b,B,"Yeah/UH ,/,","Yeah, /"
sd,B,"the/DT place/NN I/PRP work/VBP at/IN 's/POS ,/, health/NN insurance/NN is/VBZ kind/RB of/RB expensive/JJ ./.","the place I work at's, health insurance is kind of expensive. /"
sd,B,"It/PRP 's/BES like/IN hundred/CD bucks/NNS a/DT ,/, a/DT month/NN or/CC something/NN --/:","It's {D like } hundred bucks [ a, + a ] month or something --"
b,A,Yeah/UH ./.,Yeah. /
+,B,--/: for/IN a/DT family/NN ./.,-- for a family. /
sd,A,"Huh/UH ,/, well/UH ,/, I/PRP guess/VBP what/WP we/PRP have/VBP is/VBZ like/IN a/DT f-/XX ,/, what/WP they/PRP call/VBP a/DT flex/NN benefits/NNS plan/NN where/WRB you/PRP ,/, you/PRP get/VBP like/UH a/DT certain/JJ amount/NN of/IN dollars/NNS","{F Huh, } {D well, } I guess what we have is [ like a f-, + what they call a flex ] benefits plan where [ you, + you ] get {D like } a certain amount of dollars /"
sd,A,and/CC then/RB you/PRP spend/VBP it/PRP on/IN a/DT cafeteria/NN of/IN whatever/WDT you/PRP want/VBP or/CC need/VBP ./.,{C and then } you spend it on a cafeteria of whatever you want or need. /
sd,A,"Otherwise/RB you/PRP can/MD ,/, uh/UH ,/, guess/VB you/PRP can/MD put/VB ,/, also/RB put/VB money/NN ,/, hold/VB money/NN back/RB and/CC then/RB either/CC use/VB or/CC lose/VB it/PRP and/CC that/DT does/VBZ n't/RB get/VB taxed/VBN or/CC can/MD just/RB have/VB that/DT money/NN ,/, you/PRP know/VBP ,/, put/VB in/IN your/PRP$ paycheck/NN ./.","Otherwise [ you can, + {F uh, } <lipsmack> guess you can ] [ [ put, + also put money, ] + hold money ] back and then either use or lose it {A and that doesn't get taxed } or can just have that money, {D you know, } put in your paycheck. /"
b,B,"Yeah/UH ,/,","Yeah, /"
sd,B,"we/PRP have/VBP one/CD of/IN those/DT use/VB it/PRP or/CC lose/VB it/PRP plans/NNS ,/, too/RB ,/, where/WRB ,/, uh/UH ,/, they/PRP 'll/MD basically/RB pay/VB for/IN ,/, uh/UH ,/, you/PRP know/VBP ,/, child/NN care/NN type/NN ,/, uh/UH ,/, expenses/NNS ./.","we have one of those use it or lose it plans, too, where, {F uh, } they'll basically pay for, {F uh, } {D you know, } child care type, {F uh, } expenses. /"
sd,B,"I/PRP can/MD send/VB in/IN a/DT ,/, uh/UH ,/, can/MD send/VB in/IN a/DT request/NN for/IN payment/NN","I [ can send in a, + {F uh, } can send in a ] request for payment /"
sd,B,"and/CC they/PRP 'll/MD ,/, uh/UH ,/, and/CC they/PRP 'll/MD send/VB me/PRP ,/, you/PRP know/VBP a/DT check/NN for/IN the/DT amount/NN they/PRP withheld/VBD ./.","[ {C and } they'll, + {F uh, } {C and } they'll ] send me, {D ((you know)) } a check for the amount they withheld. /"
sv,B,"That/DT 's/BES pretty/RB good/JJ ,/, you/PRP know/VBP ./.","That's pretty good, {D you know. } /"
sd,B,"It/PRP 's/BES ,/, uh/UH ,/, it/PRP saves/VBZ a/DT third/JJ off/RP on/IN taxes/NNS or/CC something/NN ./.","[ It's, + {F uh, } it ] saves a third off on taxes or something. /"
b,A,"Yeah/UH ,/,","Yeah <<faint>>, /"
sv,A,"well/UH ,/, it/PRP depends/VBZ on/IN which/WDT company/NN you/PRP work/VBP for/IN ./.","{D well, } it depends on which company you work for. /"
sd,A,"I/PRP know/VBP that/IN ,/, like/UH ,/, the/DT ,/, the/DT ,/, the/DT one/CD plan/NN that/WDT everyone/NN seems/VBZ to/TO be/VB in/IN ,/, in/IN my/PRP$ place/NN is/VBZ ,/, uh/UH ,/, you/PRP know/VBP ,/, you/PRP ,/, uh/UH ,/, think/VBP you/PRP call/VBP it/PRP plan/NN D/SYM ./.","I know that, {D like, } [ [ the, + the, ] + the ] one plan that everyone seems to be in, in my place is, {F uh, } {D you know, } {D [ you, + {F uh, } think you ] call it } plan D <laughter>. /"
sd,A,"Deductibles/NNS are/VBP really/RB high/JJ ,/,","<+ another example like I guess it's alzheimer's +> Deductibles are really high, /"
sd,A,"it/PRP 's/BES like/IN fifteen/CD hundred/CD dollars/NNS ,/,","it's {D like } fifteen hundred dollars, /"
sv,A,"but/CC if/IN you/PRP go/VBP for/IN the/DT other/JJ ones/NNS you/PRP 're/VBP paying/VBG too/RB much/JJ money/NN for/IN them/PRP because/IN it/PRP 's/BES unlikely/JJ ,/, if/IN you/PRP 're/VBP f-/XX ,/, relatively/RB ,/, uh/UH ,/, healthy/JJ ,/, then/RB it/PRP 's/BES really/RB unlikely/JJ that/IN you/PRP 'd/MD use/VB that/RB much/JJ ,/, amount/NN of/IN money/NN ,/, you/PRP know/VBP ./.","{C but } if you go for the other ones you're paying too much money for them because [ it's unlikely, + if you're [ f-, + relatively, ] {F uh, } healthy, then it's really unlikely ] that you'd use that [ much, + amount ] of money, {D you know. } /"
sd,A,"So/RB ,/, the-/XX ,/, it/PRP ,/, you/PRP know/VBP ,/, someone/NN did/VBD start/VB a/DT cost/NN benefit/NN analysis/NN ,/,","{C So, } [ [ the-, + ] it, + {D ((you know)), } someone ] did start a cost benefit analysis, /"
sd,A,"and/CC ends/VBZ up/RP the/DT best/JJS is/VBZ to/TO take/VB a/DT high/JJ deductible/NN and/CC ,/, and/CC take/VB a/DT loss/NN ,/, what/WP ,/, whatever/WP it/PRP happens/VBZ to/TO be/VB ,/, if/IN you/PRP happen/VBP to/TO be/VB a/DT healthy/JJ individual/NN ./.","{C and } ends up the best is to take a high deductible [ and, + and ] take a loss, [ what-, + whatever ] ((it)) happens to be, if you happen to be a healthy individual <laughter>. /"
b,B,"Yeah/UH ,/,","Yeah, /"
aap_am,B,"I/PRP guess/VBP ,/,","I guess, /"
sd,B,"uh/UH ,/, on/IN the/DT other/JJ hand/NN ,/, you/PRP know/VBP ,/, I/PRP ,/, I/PRP had/VBD a/DT similar/JJ ,/, had/VBD a/DT similar/JJ health/NN plan/NN","{F uh, } on the other hand, {D you know, } [ I, + I ] [ had a similar, + had a similar ] health plan /"
sd,B,"and/CC ,/, uh/UH ,/, one/CD of/IN my/PRP$ kids/NNS was/VBD in/IN a/DT car/NN accident/NN","{C and, } {F uh, } one of my kids was in a car accident /"
sd,B,"and/CC ,/, uh/UH --/:","{C and, } {F uh } --"
%,A,Um/UH ./.,{F Um. } /
+,B,"--/: I/PRP had/VBD ,/, wound/VBN up/RP having/VBG to/TO pay/VB for/IN ,/, you/PRP know/VBP ,/, a/DT bunch/NN of/IN doctor/NN visits/NNS and/CC stuff/NN out/IN of/IN my/PRP$ pocket/NN because/IN of/IN ,/, you/PRP know/VBP ,/, no/DT ,/, no/DT insurance/NN policy/NN happened/VBD to/TO cover/VB it/PRP ,/, which/WDT is/VBZ ,/,","-- I [ had, + wound up having ] to pay for, {D you know, } a bunch of doctor visits and stuff out of my pocket because [ of, + ] {D you know, } [ no, + no ] insurance policy happened to cover it, which is, -/"
bh,A,Really/UH ?/.,Really? /
bf,A,"You/PRP mean/VBP ,/, not/RB even/RB your/PRP$ ,/, your/PRP$ ,/, your/PRP$ car/NN insurance/NN ?/.","You mean, not even [ [ your, + your, ] + your ] car insurance? /"
sd,B,"Well/UH ,/, it/PRP ,/, it/PRP got/VBD all/RB screwed/VBN up/RP because/IN I/PRP had/VBD a/DT high/RB deductible/NN on/IN the/DT health/NN insurance/NN ,/, no/DT fault/NN here/RB ,/,","{D Well, } [ it, + it ] got all screwed up because I had a high deductible on the health insurance, no fault here, /"
sd,B,"and/CC ,/, and/CC I/PRP had/VBD a/DT high/RB deductible/NN on/IN the/DT on/IN the/DT ,/, uh/UH ,/, on/IN the/DT c-/XX ,/, car/NN insurance/NN","[ {C and, } + {C and } ] I had a high deductible [ [ on the + <breathing> on the, ] + {F uh, } on the ] [ c-, + car ] insurance /"
sd,B,"and/CC then/RB s-/XX ,/, you/PRP know/VBP ,/, we/PRP just/RB goofed/VBD up/RP the/DT medical/JJ insurance/NN and/CC the/DT car/NN insurance/NN and/CC stuff/NN and/CC blew/VBD it/PRP ./.","{C and then } [ s-, + {D you know, } we ] just goofed up the medical insurance and the car insurance and stuff and <laughter> blew it <laughter>. /"
"fo_o_fw_""_by_bc",A,"Oh/UH ,/, that/DT 's/BES too/RB bad/JJ ./.","<Lipsmack> {F Oh, } that's too bad. /"
bd,B,"Oh/UH ,/, well/UH ./.","{F Oh, } {D well. } /"
b,A,"Yeah/UH ,/,","Yeah <breathing>, /"
h,A,"uh/UH ,/, well/UH ,/, I/PRP do/VBP n't/RB know/VB ,/,","{F uh, } {D well, } I don't know, /"
sv,A,"I/PRP think/VBP other/JJ than/IN health/NN insurance/NN ,/, I/PRP think/VBP ,/, uh/UH ,/, you/PRP know/VBP ,/, an/DT extra/JJ week/NN of/IN ,/, uh/UH ,/, time/NN off/RP would/MD be/VB nice/JJ ./.","I think other than health insurance, I think, {F uh, } {D you know, } an extra week of, {F uh, } <lipsmack> time off would be nice. /"
sd,A,I/PRP only/RB get/VBP two/CD weeks/NNS ./.,I only get two weeks. /
b,B,"Yeah/UH ,/,","Yeah, /"
b,B,yeah/UH,yeah /
sd,B,my/PRP$ place/NN you/PRP get/VBP two/CD weeks/NNS when/WRB you/PRP start/VBP,my place you get two weeks when you start /
sd,B,"and/CC then/RB every/DT ,/, every/DT year/NN they/PRP give/VBP you/PRP an/DT extra/JJ day/NN until/IN you/PRP 've/VBP got/VBN four/CD weeks/NNS ./.","{C and then } [ every, + every ] year they give you an extra day until you've got four weeks. /"
ba,A,"Oh/UH ,/, that/DT 's/BES nice/JJ ./.","{F Oh, } that's nice. /"
sd,A,"We/PRP do/VBP n't/RB get/VB them/PRP till/IN ,/, till/IN your/PRP$ seventh/JJ year/NN of/IN service/NN till/IN --/:","We don't get them [ till, + till ] your seventh year of service till --"
ba,B,Aye/UH ./.,Aye. /
+,A,--/: you/PRP get/VBP an/DT extra/JJ week/NN ./.,-- you get an extra week. /
sv,B,That/DT 's/BES a/DT long/JJ time/NN ./.,That's a long time. /
b,A,"Yeah/UH ,/,","Yeah, /"
%,A,"it/PRP 's/BES ,/, uh/UH ,/,","it's, {F uh, } -/"
b,B,"Yeah/UH ,/,","Yeah, /"
sv,B,"especially/RB in/IN the/DT kind/NN of/IN engineering/NN job/NN I/PRP 'm/VBP in/IN ,/, you/PRP know/VBP ,/, companies/NNS do/VBP n't/RB stay/VB afloat/RB that/RB long/JJ ,/,","especially in the kind of engineering job I'm in, {D you know, } companies don't stay afloat that long <laughter>, /"
%,B,"and/CC ,/, and/CC they/PRP ,/,","[ {C and, } + {C and } ] they, -/"
