act_tag,speaker,pos,text
sd,A,"Okay/UH ,/, uh/UH ,/, I/PRP guess/VBP ,/, we/PRP are/VBP just/RB supposed/VBN to/TO talk/VB about/IN things/NNS we/PRP do/VBP in/IN our/PRP$ spare/JJ time/NN ./.","Okay, {F uh, } I guess, we are just supposed to talk about things we do in our spare time. /"
b,B,Uh-huh/UH ./.,Uh-huh. /
sd,A,"Uh/UH ,/, I/PRP basically/RB read/VBP books/NNS ./.","{F Uh, } I basically read books. /"
b,B,Uh-huh/UH ./.,Uh-huh. /
%,A,"It/PRP is/VBZ ,/,","It is, - /"
sd,A,I/PRP do/VBP ./.,I do. - /
sd,A,"Sometimes/RB ,/, when/WRB everybody/NN 's/HVS gone/VBN to/IN bed/NN ,/, my/PRP$ kids/NNS are/VBP in/IN bed/NN and/CC my/PRP$ husband/NN in/IN bed/NN ,/,","Sometimes, when everybody's gone to bed, my kids are in bed and my husband in bed, /"
sd,A,"so/RB I/PRP will/MD just/RB stay/VB up/RP and/CC finish/VB a/DT book/NN that/WDT I/PRP am/VBP ,/,","{C so } I will just stay up and finish a book that I am, - /"
sd,A,I/PRP have/VBP about/RB three/CD books/NNS that/WDT I/PRP am/VBP going/VBG on/RP ./.,I have about three books that I am going on. /
sd,A,"And/CC I/PRP will/MD work/VB on/IN one/CD for/IN a/DT little/JJ bit/NN ,/, you/PRP know/VBP ,/, and/CC then/RB the/DT next/JJ one/CD ./.","{C And } I will work on one for a little bit, {D you know, } and then the next one. /"
%,A,"But/CC that/DT 's/BES just/RB kind/RB of/RB ,/,","{C But } that's just kind of, -/"
sv,B,"Well/UH ,/, that/DT is/VBZ pretty/RB impressive/JJ to/TO have/VB three/CD books/NNS going/VBG ./.","{D Well, } that is pretty impressive to have three books going. /"
bd,A,"Not/RB always/RB ,/,","<Laughter> Not always, /"
bd,A,just/RB sometimes/RB ./.,just sometimes. /
b,B,"Oh/UH ,/, yeah/UH ./.","{F Oh, } yeah. /"
qw,B,And/CC what/WDT what/WDT kind/NN of/IN books/NNS do/VBP you/PRP read/VB ?/.,{C And } what what kind of books do you read? /
sd,A,"Uh/UH ,/, just/RB really/RB different/JJ ones/NNS ./.","{F Uh, } just really different ones. /"
