act_tag,speaker,pos,text
qo,A,"Well/UH ,/, how/WRB do/VBP you/PRP feel/VB about/IN trial/NN by/IN jury/NN ?/.","{D Well, } how do you feel about trial by jury? /"
sd,B,"I/PRP feel/VBP very/RB uncomfortable/JJ with/IN trials/NNS by/IN juries/NNS recently/RB ./. Uh/UH ,/,","I feel very uncomfortable with trials by juries recently. {F Uh, } /"
qw,A,In/IN what/WDT way/NN ?/.,In what way? /
sd,B,"In/IN that/DT it/PRP seems/VBZ to/IN me/PRP that/IN they/PRP are/VBP swayed/VBN more/RBR by/IN emotion/NN than/IN ,/, uh/UH ,/, by/IN evidence/NN that/WDT 's/BES presented/VBN ./.","In that it seems to me that they are swayed more by emotion than, {F uh, } by evidence that's presented. /"
sd,B,"I/PRP have/VBP ,/, uh/UH ,/, very/RB little/JJ regard/NN for/IN the/DT law/NN ,/,","I have, {F uh, } very little regard for the law <laughter>,"
x,A,./.,<Laughter>.
+,B,presently/RB practiced/VBN ./.,presently practiced. /
qy,A,"Oh/UH ,/, do/VBP ,/, do/VBP you/PRP feel/VB they/PRP are/VBP swayed/VBN more/RBR toward/IN ,/, are/VBP you/PRP talking/VBG about/IN with/IN criminal/JJ or/CC civil/JJ suits/NNS ?/.","{F Oh, } [ do, + do ] you feel they are swayed more toward, are you talking about with criminal or civil suits? /"
sd,B,I/PRP was/VBD thinking/VBG primarily/RB criminal/JJ cases/NNS ./.,I was thinking primarily criminal cases. /
qy,A,"So/RB ,/, do/VBP you/PRP think/VB that/IN ,/, I/PRP mean/VBP the/DT the/DT stereotypical/JJ bleeding/VBG heart/NN juries/NNS --/:","{D So, } do you think that, {E I mean } [ the + the ] stereotypical bleeding heart juries --"
ny,B,Yes/UH ./.,Yes. /
+,A,--/: where/WRB they/PRP feel/VBP sorry/JJ ./.,-- where they feel sorry. /
ny,B,Uh-huh/UH ./.,Uh-huh. /
sd,B,That/DT 's/BES a/DT concern/NN of/IN mine/PRP ./.,That's a concern of mine. /
sd,B,"Uh/UH ,/, I/PRP would/MD feel/VB more/RBR comfortable/JJ in/IN many/JJ cases/NNS I/PRP think/VBP with/IN judges/NNS ./. Uh/UH ,/, you/PRP know/VBP ,/, doing/VBG the/DT sentencing/NN ./.","{F Uh, } I would feel more comfortable in many cases I think with judges. {F Uh, } {D you know, } doing the sentencing. /"
