act_tag,speaker,pos,text
"fo_o_fw_""_by_bc",A,Okay/UH ./.,Okay. /
b^m,B,Okay/UH ./.,Okay. /
x,A,,<Laughter>.
sd,B,I/PRP forgot/VBD all/DT about/IN that/DT that/IN it/PRP had/VBD to/TO be/VB pressed/VBN ./.,I forgot all about that that it had to be pressed. /
x,A,,<Laughter>.
%,B,"Um/UH ,/, but/CC anyway/UH ,/, so/RB ,/, so/RB as/RB far/RB as/IN ,/,","{F Um, } {C but } {D anyway, } {D so, } {D so } as far as, - /"
sd,B,"w-/PRP ,/, we/PRP really/RB ,/, we/PRP do/VBP n't/RB want/VB to/TO get/VB in/IN the/DT habit/NN of/IN watching/VBG a/DT lot/NN of/IN T/NN V/NN --/:","[ [ w-, + we really, + we ] don't want to get in the habit of watching a lot of T V --"
b,A,Uh-huh/UH ./.,Uh-huh. /
+,B,"--/: because/IN we/PRP both/DT were/VBD raised/VBN ,/, you/PRP know/VBP ,/, that/DT way/NN ,/, you/PRP know/VBP ,/, where/WRB our/PRP$ parents/NNS sort/RB of/RB stuck/VBD us/PRP in/IN front/NN of/IN a/DT T/NN V/NN to/TO be/VB the/DT baby-sitter/NN ./.","-- because we both were raised, {D you know, } that way, {D you know, } where our parents sort of stuck us in front of a T V to be the baby-sitter. /"
b,A,Uh-huh/UH ./.,Uh-huh. /
sd,B,And/CC we/PRP just/RB do/VBP n't/RB want/VB that/DT ./.,{C And } we just don't want that. /
sd,B,"We/PRP want/VBP more/JJR communication/NN and/CC interaction/NN ,/, you/PRP know/VBP ,/, amongst/IN us/PRP as/IN a/DT family/NN ./.","We want more communication and interaction, {D you know, } amongst us as a family. /"
sd,B,"And/CC we/PRP both/DT like/VBP sports/NNS ,/,","{C And } we both like sports, /"
sd,B,"so/RB we/PRP figured/VBD ,/, well/UH what/WP ,/, what/WP better/JJR way/NN to/TO get/VB out/RB and/CC ,/, you/PRP know/VBP ,/, be/VB together/RB as/IN a/DT family/NN --/:","{C so } we figured, {D well } [ what, + what ] better way to get out and, {D you know, } be together as a family --"
b,A,Uh-huh/UH ./.,Uh-huh. /
+,B,"--/: and/CC also/RB ,/, you/PRP know/VBP ,/, have/VB it/PRP be/VB good/JJ for/IN you/PRP ./.","-- and also, {D you know, } have it be good for you. /"
sd,B,"And/CC plus/CC ,/, we/PRP like/VBP ,/, we/PRP both/DT like/VBP to/TO cook/VB ,/,","{C And } plus, [ we like, + we both like ] to cook, /"
sd,B,"so/RB ,/, you/PRP know/VBP ,/, that/DT 's/BES something/NN we/PRP spend/VBP time/NN together/RB too/RB ,/, is/VBZ ,/, you/PRP know/VBP ,/, cooking/VBG and/CC ,/, uh/UH ,/, preparing/VBG meals/NNS and/CC stuff/NN ./.","{C so, } {D you know, } that's something we spend time together too, is, {D you know, } cooking and, {F uh, } preparing meals and stuff. /"
sd,B,"So/RB ,/, uh/UH ,/, but/CC as/RB far/RB as/IN that/DT ,/, that/DT 's/BES about/RB all/DT we/PRP 've/VBP discussed/VBN as/RB far/RB as/IN for/IN family/NN ./.","[ {C So, } + {F uh, } {C but } ] [ as far as that <laughter>, + that's about all we've discussed as far as ] for family. /"
b,A,"Really/UH ,/,","Really, /"
b,A,"okay/UH ,/,","okay, /"
sd,A,"well/UH see/UH ,/, I/PRP 'm/VBP the/DT third/JJ oldest/JJS of/IN twelve/CD children/NNS ./.","{D well } {D see, } I'm the third oldest of twelve children. /"
x,A,MUMBLEx/XX ./.,(( )) .
ba,B,Oh/UH my/PRP$ gosh/UH ./.,{F Oh } my gosh. /
%,A,"So/RB like/IN I/PRP said/VBD ,/, I/PRP ,/,","{C So } like I said, I, - /"
sd,A,and/CC I/PRP 'm/VBP only/RB twenty-one/CD ./.,{C and } I'm only twenty-one. /
sd,A,I/PRP 'll/MD be/VB twenty-two/CD next/JJ month/NN ./.,I'll be twenty-two next month. /
sd,A,So/RB there/EX 's/BES nine/CD that/WDT are/VBP younger/JJR than/IN me/PRP ./.,{C So } there's nine that are younger than me. /
sd,A,My/PRP$ youngest/JJS sister/NN is/VBZ five/CD ./.,My youngest sister is five. /
b,B,Oh/UH yeah/UH ./.,{F Oh } yeah. /
sd,A,"And/CC like/IN I/PRP sa/VBD ,/, I/PRP do/VBP n't/RB have/VB any/DT children/NNS ./.","{C And } like I sa-, I don't have any children. /"
sd,A,"I/PRP 'm/VBP just/RB engaged/VBN ,/,","I'm just engaged, /"
sd,A,"and/CC I/PRP 'm/VBP getting/VBG married/VBN in/IN October/NNP ,/,","{C and } I'm getting married in October, /"
sd,A,and/CC we/PRP have/VBP n't/RB discussed/VBN this/DT at/IN all/DT ./. Um/UH ./.,{C and } we haven't discussed this at all <laughter>. {F Um. } /
b,B,"Yeah/UH ,/,","Yeah, /"
qy^d,B,"long/JJ way/NN down/IN the/DT road/NN ,/, right/UH ./.","long way down the road, right. /"
ny,A,"Yeah/UH ,/,","Yeah, /"
sd,A,exactly/UH ./.,exactly. /
