act_tag,speaker,pos,text
"fo_o_fw_""_by_bc",A,"Okay/UH ,/,","Okay, /"
qy,A,what/WDT are/VBP your/PRP$ favorite/JJ things/NNS to/TO watch/VB ?/.,what are your favorite things to watch? /
^h,B,"Oh/UH ,/, uh/UH ,/, let/VB 's/PRP see/VB ,/,","{F Oh, } {F uh, } <noise> let's see, /"
sd,B,"I/PRP ,/, uh/UH ,/, I/PRP have/VBP enjoyed/VBN ,/, uh/UH ,/, THIRTYSOMETHING/NN --/:","[ I, + {F uh, } I ] have enjoyed, {F uh, } THIRTYSOMETHING --"
b,A,Uh-huh/UH ./.,Uh-huh. /
+,B,"--/: in/IN the/DT past/NN ,/, uh/UH ,/, now/RB that/IN it/PRP has/VBZ gone/VBN off/RP ./.","-- in the past, {F uh, } now that it has gone off <laughter>. /"
x,A,,<Laughter>.
sd,B,"Uh/UH ,/, some/DT comedy/NN shows/NNS ,/, uh/UH ,/, I/PRP can/MD not/RB ,/, can/MD not/RB think/VB of/IN ,/, off/IN hand/NN ,/,","{F Uh, } <noise> some comedy shows, {F uh, } I [ can not, + can not ] think of, off hand, /"
b,A,Yeah/UH ./.,Yeah. /
qw,B,"but/CC ,/, what/WP ,/, what/WP are/VBP your/PRP$ ,/,","{C but, } [ what, + what ] are your, - /"
qw,B,"what/WP is/VBZ ,/,","what is, -/"
sd,A,"We/PRP do/VBP not/RB watch/VB a/DT lot/NN of/IN T/NN V/NN ,/,","We do not watch a lot of T V, /"
sd,A,"we/PRP try/VBP to/TO watch/VB it/PRP on/IN Thursday/NNP nights/NNS ,/,","we try to watch it on Thursday nights, /"
sd,A,"we/PRP usually/RB watch/VBP L/NNP A/NNP LAW/NN ,/,","we usually watch L A LAW, /"
sd,A,I/PRP like/VBP that/DT real/RB well/RB ./.,I like that real well.
b,B,Yeah/UH ./.,Yeah. /
+,A,And/CC CHEERS/NNP --/:,And CHEERS -- /
b,B,Yeah/UH ./.,Yeah. /
sd,A,--/: we/PRP like/VBP to/TO watch/VB that/DT ./.,-- we like to watch that. /
sd,A,"Uh/UH ,/, we/PRP sort/RB of/RB got/VBD hooked/VBN on/IN LA/NNP LAW/NN ./.","{F Uh, } we sort of got hooked on LA LAW. /"
qy,A,"Uh/UH ,/, do/VBP you/PRP ever/RB watch/VB that/DT ?/.","{F Uh, } do you ever watch that? /"
ny,B,"Yeah/UH ,/,","Yeah, /"
ny,B,"uh/UH ,/, MUMBLEx/XX yeah/UH ,/,","{F uh, } (( )) yeah, /"
ny,B,"yeah/UH ,/,","yeah, /"
sd,B,"we/PRP ,/, we/PRP wa-/XX ,/, we/PRP try/VBP to/TO catch/VB that/DT most/RBS ,/, most/RBS nights/NNS ./.","[ [ we, + we wa-, + we ] try to catch that [ most, + most ] nights. /"
b,A,Yeah/UH,Yeah /
