act_tag,speaker,pos,text
h,A,"Well/UH ,/, uh/UH ,/, I/PRP do/VBP n't/RB know/VB ./.","{D Well, } {F uh, } I don't know. /"
sv,A,"I/PRP think/VBP the/DT budget/NN is/VBZ really/RB out/IN of/IN hand/NN right/RB now/RB ,/,","I think the budget is really out of hand right now, /"
sv,A,"and/CC especially/RB in/IN this/DT election/NN year/NN ,/, I/PRP think/VBP that/IN ,/, uh/UH ,/, there/EX ought/MD to/TO be/VB so-/XX ,/, at/IN least/JJS some/DT conversation/NN about/IN what/WP --/:","{C and } especially in this election year, I think that, {F uh, } there ought to be [ so-, + at least some ] conversation about what --"
b,B,Uh-huh/UH ./.,Uh-huh. /
+,A,--/: we/PRP are/VBP supposed/VBN to/TO do/VB about/IN this/DT ./.,-- we are supposed to do about this. /
b,B,"Yeah/UH ,/,","Yeah, /"
sv,B,"it/PRP kind/RB of/RB seems/VBZ to/IN me/PRP that/IN everyone/NN 's/BES offering/VBG ,/, you/PRP know/VBP ,/, their/PRP$ token/JJ little/JJ tax/NN cut/NN program/NN ,/, you/PRP know/VBP ,/, when/WRB it/PRP 's/BES --/:","it kind of seems to me that everyone's offering, {D you know, } their token little tax cut program, {D you know, } [ when it's -- +"
b,A,Right/UH ./.,Right. /
+,B,--/: when/WRB it/PRP 's/BES just/RB such/PDT a/DT bad/JJ time/NN for/IN it/PRP ./.,-- when it's ] just such a bad time for it. /
b,A,"Right/UH ,/,","Right, /"
sv,A,"and/CC ,/, uh/UH ,/, well/UH ,/, as/IN you/PRP said/VBD ,/, mostly/RB they/PRP are/VBP token/NN cuts/NNS ./.","{C and, } {F uh, } {D well, } as you said, mostly they are token cuts. /"
sv,A,Uh/UH --/:,{F Uh } --
b,B,Yeah/UH ./.,Yeah. /
+,A,"--/: especially/RB what/WP ,/, for/IN instance/NN ,/, George/NNP Bush/NNP is/VBZ offering/VBG ./.","-- especially what, for instance, George Bush is offering. /"
sd,B,The/DT ninety-seven/CD cents/NNS a/DT week/NN ./.,The ninety-seven cents a week <laughter>. /
aa,A,"Yeah/UH ,/,","Yeah, /"
aa,A,ninety-seven/CD cents/NNS a/DT week/NN ./.,ninety-seven cents a week. /
%,A,"Now/RB what/WP ,/,","{D Now } what, - /"
sv,A,"that/WDT 's/BES really/RB not/RB going/VBG to/TO do/VB a/DT lot/NN of/IN good/NN ,/, it/PRP does/VBZ n't/RB seem/VB to/IN me/PRP ,/, to/IN your/PRP$ average/NN --/:","that's really not going to do a lot of good, it doesn't seem to me, to your average --"
b,B,Uh-huh/UH ./.,Uh-huh. /
+,A,"--/: middle/JJ income/NN person/NN ,/, you/PRP know/VBP ./.","-- middle income person, {D you know. } /"
sd,A,"Another/DT ninety-seven/CD cents/NNS ,/,","Another ninety-seven cents, /"
sd,A,hell/UH you/PRP can/MD buy/VB a/DT coke/NN or/CC something/NN for/IN that/DT ./.,hell you can buy a coke or something for that. /
b,B,"Yeah/UH ,/,","Yeah, /"
sv,B,"I/PRP mean/VBP ,/, mostly/RB it/PRP 's/BES ,/, it/PRP 's/BES not/RB actually/RB a/DT ,/, a/DT ,/, a/DT cut/NN ,/,","{E I mean, } mostly [ it's, + it's ] not actually [ [ a, + a, ] + a ] cut, /"
sv,B,"it/PRP 's/BES just/RB a/DT cut/NN in/IN the/DT withhold/VB ,/, in/IN the/DT amount/NN withheld/VBN ,/, you/PRP know/VBP ./.","it's just a cut [ in the withhold, + in the amount withheld, ] {D you know. } /"
b,A,Yeah/UH ./.,Yeah. /
b,B,"Um/UH ,/, yeah/UH","{F Um, } yeah /"
sv,B,I/PRP do/VBP n't/RB see/VB this/DT MUMBLEx/XX changing/VBG my/PRP$ lifestyle/NN a/DT whole/JJ lot/NN ./.,I don't see this (( )) changing my lifestyle a whole lot. /
sd,A,That/IN ninety-seven/JJ cents/NNS really/RB is/VBZ n't/RB going/VBG to/TO do/VB it/PRP for/IN me/PRP either/RB ./.,That ninety-seven cents really isn't going to do it for me either. /
b,B,Huh-uh/UH ./.,Huh-uh. /
sv,A,"Uh/UH ,/, I/PRP ,/, I/PRP have/VBP n't/RB really/RB heard/VBN much/RB of/IN what/WP the/DT other/JJ people/NNS ,/, other/JJ candidates/NNS have/VBP said/VBN that/WDT have/VBP made/VBN a/DT lot/NN of/IN sense/NN to/IN me/PRP either/RB ,/,","{F Uh, } [ I, + I ] haven't really heard much of what the [ other people, + other candidates ] have said that have made a lot of sense to me either, /"
sv,A,"especially/RB the/DT Democratic/JJ candidates/NNS do/VBP n't/RB seem/VB to/TO be/VB coming/VBG up/RP with/IN much/RB that/WDT really/RB sparks/VBZ my/PRP$ interest/NN as/RB far/RB as/IN yeah/UH ,/, maybe/RB that/DT could/MD do/VB something/NN to/TO affect/VB our/PRP$ budget/NN --/:","especially the Democratic candidates don't seem to be coming up with much that really sparks my interest as far as {D yeah, } maybe that could do something to affect our budget --"
b,B,Uh-huh/UH ./.,Uh-huh. /
