act_tag,speaker,pos,text
"fo_o_fw_""_by_bc",A,Okay/UH ./.,Okay. /
sd,B,"I/PRP think/VBP the/DT last/JJ one/CD that/WDT we/PRP actually/UH went/VBD to/TO go/VB see/VB ,/,","I think the last one that we actually went to go see, - /"
sd,B,"well/UH ,/, there/EX 's/BES two/CD ./.","{D well, } there's two. /"
sd,B,I/PRP took/VBD my/PRP$ kids/NNS to/TO see/VB A/DT HUNDRED/CD AND/CC ONE/CD DALMATIANS/NNS --/:,I took my kids to see A HUNDRED AND ONE DALMATIANS -- /
sd,B,--/: of/IN course/NN they/PRP wanted/VBD to/TO see/VB it/PRP ./.,-- of course they wanted to see it. /
sd,B,They/PRP had/VBD the/DT Disney/NNP,They had the Disney - /
sd,B,book/NN --/:,book --
b,A,Uh-huh/UH ./.,Uh-huh. /
+,B,--/: and/CC they/PRP thought/VBD that/DT was/VBD wonderful/JJ,-- {C and } they thought that was wonderful /
sd,B,"and/CC they/PRP loved/VBD the/DT dogs/NNS ,/,","{C and } they loved the dogs, /"
sd,A,It/PRP 's/BES one/CD of/IN my/PRP$ --/:,It's one of my --
+,A,"--/: favorite/JJ even/RB ,/,","-- favorite even, /"
sd,B,"we/PRP went/VBD with/IN some/DT friends/NNS of/IN ours/PRP ,/,","we went with some friends of ours, /"
sd,B,and/CC I/PRP was/VBD a/DT little/RB worried/JJ about/IN my/PRP$ son/NN ./.,{C and } I was a little worried about my son. /
sd,B,He/PRP 's/BES about/IN two/CD and/CC a/DT half/NN --/:,He's about two and a half -- /
b,A,Uh-huh/UH ./.,Uh-huh. /
sd,B,--/: and/CC he/PRP 's/BES going/VBG through/IN a/DT stage/NN right/RB now/RB where/WRB he/PRP 's/BES kind/RB of/RB afraid/JJ of/IN dogs/NNS barking/VBG if/IN he/PRP can/MD --/:,-- {C and } he's going through a stage right now where he's kind of afraid of dogs barking if he can --
b,A,"Yeah/UH ,/,","Yeah, /"
b,A,yeah/UH ./.,yeah. /
+,B,--/: hear/VB them/PRP and/CC ca/MD n't/RB see/VB them/PRP --/:,-- hear them and can't see them -- /
b,A,Yeah/UH ./.,Yeah. /
sd,B,"--/: and/CC he/PRP did/VBD real/RB good/JJ through/IN the/DT whole/JJ movie/NN except/IN the/DT part/NN where/WRB the/DT dogs/NNS are/VBP sending/VBG the/DT message/NN ,/, you/PRP know/VBP ,/, that/WDT the/DT ,/, the/DT ,/, the/DT puppies/NNS are/VBP missing/VBG --/:","-- {C and } he did real good through the whole movie except the part where the dogs are sending the message, {D you know, } that [ [ the, + the, ] + the ] puppies are missing -- /"
b,A,"Oh/UH ,/, yeah/UH ./.","{F Oh, } yeah. /"
sd,B,"--/: and/CC it/PRP shows/VBZ the/DT town/NN ,/,","-- {C and } it shows the town, /"
sd,B,"and/CC you/PRP can/MD hear/VB all/PDT the/DT barking/NN ,/,","{C and } you can hear all the barking, /"
bf,A,"A/DT whole/JJ lot/NN ,/,","A whole lot, /"
b,A,uh-huh/UH --/:,uh-huh -- /
sd,A,"--/: kind/RB of/RB dark/JJ ,/,","-- kind of dark, /"
b,A,uh-huh/UH ./.,uh-huh. /
b,B,"Yeah/UH ,/,","Yeah, /"
sd,B,so/RB that/DT kind/RB of/RB bothered/VBD him/PRP --/:,{C so } that kind of bothered him -- /
ba,A,Good/UH ./.,<Laughter> Good. /
sd,B,--/: but/CC after/IN that/DT he/PRP did/VBD fine/JJ ./.,-- {C but } after that he did fine. /
%,A,"Well/UH ,/, how/WRB ,/,","{D Well, } how, - /"
qy,A,is/VBZ he/PRP young/JJ ?/.,is he young? /
ny,B,"Yeah/UH ,/,","Yeah, /"
sd,B,he/PRP 'll/MD be/VB three/CD in/IN January/NNP ./.,he'll be three in January. /
b,A,"Yeah/UH ,/,","Yeah, /"
b,A,"okay/UH ,/,","okay, /"
sd,A,that/DT makes/VBZ sense/NN ./.,that makes sense. /
b,B,Yeah/UH ./.,Yeah. /
sd,A,"Well/UH ,/, my/PRP$ kids/NNS '/POS very/RB favorite/JJ ,/, and/CC yours/PRP may/MD be/VB too/RB young/JJ for/IN it/PRP ,/, was/VBD HOME/NN ALONE/JJ ./.","{D Well, } my kids' very favorite, and yours may be too young for it, was HOME ALONE. /"
sd,B,I/PRP loved/VBD that/DT movie/NN ./.,I loved that movie. /
%,A,"They/PRP ,/, uh/UH ,/,","They, {F uh, } - /"
sd,A,"well/UH we/PRP do/VBP ,/, too/RB ,/,","{D well } we do, too, /"
sd,A,but/CC they/PRP just/RB want/VBP to/TO rent/VB that/DT one/CD ./.,{C but } they just want to rent that one. /
sd,A,That/DT is/VBZ their/PRP$ very/RB favorite/JJ ./.,That is their very favorite. /
x,B,,<Laughter>.
sd,A,They/PRP think/VBP they/PRP 're/VBP so/RB cute/JJ ./.,They think they're so cute. /
sv,B,"Probably/RB gives/VBZ them/PRP ideas/NNS of/IN what/WP they/PRP want/VBP to/TO do/VB ,/,","Probably gives them ideas of what they want to do, /"
qy^d,B,right/UH ./.,right <laughter>. /
na,A,"I/PRP guess/VBP so/RB ,/,","I guess <laughter> so, /"
na,A,"I/PRP guess/VBP so/RB ,/,","I guess so, /"
na,A,I/PRP guess/VBP so/RB ./.,I guess so. /
sd,A,"We/PRP 're/VBP not/RB real/RB big/JJ movie/NN goers/NNS ourselves/PRP ,/,","We're not real big movie goers ourselves, /"
sd,A,"but/CC we/PRP did/VBD try/VB to/TO go/VB see/VB about/RB a/DT month/NN ago/RB that/WDT ,/, um/UH ,/, DEAD/JJ AGAIN/RB --/:","{C but } we did try to go see about a month ago that, {F um, } DEAD AGAIN --"
b,B,Yeah/UH ./.,Yeah. /
+,A,"--/: that/DT black/JJ and/CC white/JJ one/CD ,/,","-- that black and white one, /"
sd,A,and/CC I/PRP was/VBD not/RB real/RB impressed/JJ with/IN it/PRP ./.,{C and } I was not real impressed with it. /
sd,A,"In/IN fact/NN we/PRP kept/VBD sitting/VBG there/RB all/DT through/IN the/DT theater/NN going/VBG now/RB what/WP ,/, what/WP did/VBD that/DT mean/VBP ,/,","In fact we kept sitting there all through the theater going now [ what, + what ] did that mean, /"
^q,A,"wait/VB ,/, wait/VB run/VB that/DT back/RB ,/,","[ wait, + wait ] run that back, /"
sd,A,and/CC we/PRP could/MD n't/RB run/VB it/PRP back/RB --/:,{C and } we couldn't run it back -- /
qy^d,B,Was/VBD n't/RB that/DT good/JJ ./.,Wasn't that good. /
ny,A,--/: uh-huh/UH ./.,-- uh-huh. /
sd,A,"But/CC we/PRP ,/, we/PRP just/RB kept/VBD trying/VBG to/TO figure/VB it/PRP out/RP until/IN finally/RB toward/IN the/DT end/NN ,/,","{C But } [ we, + we ] just kept trying to figure it out until finally toward the end, /"
sd,A,"and/CC we/PRP thought/VBD we/PRP were/VBD being/VBG very/RB quiet/JJ ,/,","{C and } we thought we were being very quiet, /"
sd,A,"this/DT man/NN turned/VBD around/RB and/CC said/VBD ,/, Could/MD you/PRP all/DT please/VB save/VB that/DT for/IN later/RB ./.","this man turned around and said, Could you all please save that for later. /"
fa,A,And/CC I/PRP 'm/VBP sorry/JJ ./.,{C And } I'm sorry <laughter>. /
bd,B,"Oh/UH ,/, no/UH ./.","{F Oh, } no. /"
sd,A,We/PRP 're/VBP just/RB not/RB real/RB big/JJ movie/NN goers/NNS ./.,We're just not real big movie goers. /
sd,B,"Well/UH ,/, I/PRP like/VBP to/TO watch/VB the/DT movies/NNS ,/,","{D Well, } I like to watch the movies, /"
sd,B,but/CC it/PRP 's/HVS gotten/VBN so/RB expensive/JJ that/IN we/PRP --/:,{C but } it's gotten so expensive that we --
b,A,Yeah/UH ./.,Yeah. /
