act_tag,speaker,pos,text
sd,A,"Well/UH ,/, um/UH ,/, I/PRP 'm/VBP ,/, uh/UH ,/, pretty/RB pro/JJ gun/NN control/NN over/IN all/DT ./.","{D Well, } {F um, } I'm, {F uh, } pretty pro gun control over all. /"
sd,A,"I/PRP ,/, uh/UH ,/, I/PRP 've/VBP had/VBN a/DT lot/NN of/IN arguments/NNS with/IN people/NNS about/IN the/DT issue/NN of/IN gun/NN control/NN","[ I, + {F uh, } I've ] had a lot of arguments with people about the issue of gun control /"
sd,A,"and/CC ,/, uh/UH ,/, I/PRP must/MD say/VB that/IN there/EX are/VBP a/DT couple/NN of/IN arguments/NNS against/IN ,/, uh/UH ,/, strong/JJ gun/NN control/NN which/WDT I/PRP find/VBP very/RB compelling/JJ ,/, although/IN most/JJS the/DT people/NNS who/WP argue/VBP gun/NN control/NN with/IN me/PRP I/PRP find/VBP ,/, uh/UH ,/, use/VB sort/RB of/RB canned/JJ arguments/NNS ,/, you/PRP know/VBP ,/, sort/RB of/RB the/DT N/NNP R/NNP A/NNP slogan/NN arguments/NNS","{C and, } {F uh, } I must say that there are a couple of arguments against, {F uh, } strong gun control which I find very compelling, although most the people who argue gun control with me I find, {F uh, } use sort of canned arguments, {D you know, } sort of the N R A slogan arguments /"
sd,A,"and/CC ,/, um/UH ,/, uh/UH ,/, see/UH I/PRP 've/VBP been/VBN very/RB frustrated/JJ when/WRB I/PRP do/VBP debate/VB with/IN people/NNS about/IN it/PRP ./. Um/UH ,/,","{C and, } {F um, } {F uh, } {D see } I've been very frustrated when I do debate with people about it. {F Um, } /"
sd,A,"I/PRP guess/VBP on/IN a/DT one/CD ,/, a/DT scale/NN of/IN one/CD of/IN ten/CD I/PRP 'm/VBP probably/RB around/RB a/DT two/CD in/IN terms/NNS of/IN fair/JJ restricting/VBG guns/NNS","I guess on [ a one, + a scale ] of one of ten I'm probably around a two in terms of fair restricting guns /"
sd,A,"and/CC I/PRP have/VBP to/TO admit/VB most/JJS of/IN that/DT is/VBZ ,/, uh/UH ,/, strong/JJ personal/JJ distaste/NN ./.","{C and } I have to admit most of that is, {F uh, } strong personal distaste. /"
sd,A,"I/PRP do/VBP n't/RB like/VB the/DT idea/NN of/IN people/NNS being/VBG able/JJ to/TO kill/VB me/PRP with/IN very/RB little/JJ effort/NN ./. Um/UH ,/,","I don't like the idea of people being able to kill me with very little effort. {F Um, } /"
sd,A,"and/CC ,/, uh/UH ,/, guns/NNS are/VBP very/RB symbolic/JJ of/IN them/PRP having/VBG that/DT power/NN over/IN me/PRP ./.","{C and, } {F uh, } guns are very symbolic of them having that power over me. /"
sd,B,"Well/UH ,/, me/PRP being/VBG from/IN Texas/NNP ,/,","{D Well, } me being from Texas <laughter>, -/"
b,A,Uh-huh/UH ./.,Uh-huh. /
qy^d,B,I/PRP hope/VBP you/PRP 're/VBP ready/JJ for/IN this/DT ./.,I hope you're ready for this. /
na,A,"Um/UH ,/, uh/UH ,/, I/PRP 'll/MD give/VB it/PRP a/DT try/NN ./.","{F Um, } {F uh, } I'll give it a try. /"
sd,A,I/PRP 've/VBP got/VBN my/PRP$ Texan/NNP stereotypes/NNS in/IN place/NN ./.,I've got my Texan stereotypes in place. /
sd,B,"Well/UH ,/, I/PRP 'm/VBP not/RB your/PRP$ stereotypical/JJ Texan/NNP ./.","{D Well, } I'm not your stereotypical Texan. /"
sd,B,"I/PRP was/VBD raised/VBN around/IN guns/NNS ,/, hunting/VBG ./.","I was raised around guns, hunting. /"
b,A,Uh-huh/UH ./.,Uh-huh. /
