act_tag,speaker,pos,text
"fo_o_fw_""_by_bc",A,"Okay/UH ,/,","Okay, /"
%,A,"I/PRP do/VBP n't/RB ,/,","I don't, - /"
qy,A,"do/VBP you/PRP have/VB an/DT opinion/NN on/IN that/DT ,/, on/IN the/DT U/NNP S/NNP R/NNP ?/.","do you have an opinion on that, on the U S R? /"
%,B,"Well/UH ,/, the/DT ,/,","{D Well, } <breathing> the, - /"
sd,B,"I/PRP think/VBP I/PRP 'm/VBP ,/, I/PRP 'm/VBP skeptical/JJ about/IN the/DT whole/JJ thing/NN ./. Uh/UH ,/, and/CC a/DT ,/, still/RB a/DT little/JJ bit/NN worried/JJ about/IN them/PRP because/IN of/IN the/DT his-/NN ,/, the/DT history/NN of/IN Russia/NNP ./.","<lipsmack> I think [ I'm, + I'm ] skeptical about the whole thing. {F Uh, } and [ a, + still a ] little bit worried about them because of [ the his-, + the history ] of Russia. /"
b,A,Uh-huh/UH ./.,Uh-huh. /
sd,B,"And/CC they/PRP 're/VBP in/IN a/DT ,/, in/IN a/DT state/NN of/IN flux/NN right/RB now/RB changing/VBG ,/, uh/UH ,/, e-/XX ,/, uh/UH ,/, changing/VBG a/DT great/JJ deal/NN --/:","{C And } they're [ in a, + in a ] state of flux right now [ changing, + {F uh, } [ e-, + ] {F uh, } changing ] a great deal --"
b,A,Sure/UH ./.,Sure. /
+,B,--/: primarily/RB because/IN of/IN the/DT economic/JJ distress/NN ./.,-- primarily because of the economic distress. /
b,A,Uh-huh/UH ./.,<<Very faint>> Uh-huh. /
b,A,Sure/UH ./.,Sure. /
sv,B,"And/CC even/RB in/IN that/DT situation/NN ,/, uh/UH ,/, the/DT ,/, it/PRP seems/VBZ like/IN to/IN me/PRP from/IN what/WP I/PRP 've/VBP read/VBN in/IN ,/, in/IN the/DT history/NN of/IN Russia/NNP and/CC ,/, and/CC you/PRP know/VBP different/JJ authors/NNS ,/, uh/UH ,/, there/EX has/VBZ always/RB been/VBN a/DT paranoia/NN ./.","{C And } even in that situation, {F uh, } [ the, + ] it seems {D like } to me from what I've read [ in, + in ] the history of Russia [ and, + and ] {D you know } different authors, {F uh, } there has always been a paranoia <laughter>. /"
sv,B,They/PRP 've/VBP always/RB suspected/VBN everybody/NN,They've always suspected everybody /
sv,B,and/CC --/:,[ {C and } + --
b,A,Sure/UH ./.,Sure. /
+,B,"--/: and/CC that/DT 's/BES why/WRB they/PRP put/VBD ,/, you/PRP know/VBP ,/, that/DT 's/BES why/WRB they/PRP put/VBD a/DT lot/NN of/IN people/NNS in/IN prison/NN for/IN years/NNS and/CC years/NNS ,/,","-- {C and } ] [ that's why they put, + {D you know, } that's why they put ] a lot of people in prison for years and years, /"
sv,B,and/CC that/DT 's/BES why/WRB they/PRP put/VBD a/DT lot/NN of/IN people/NNS to/IN death/NN ./.,{C and } that's why they put a lot of people to death. /
b,A,"Sure/UH ,/,","Sure, /"
b,A,that/DT happens/VBZ ./.,that happens. /
b,B,"Yes/UH ,/,","Yes, /"
sv,B,"but/CC Stalin/NNP was/VBD a/DT ,/, was/VBD a/DT classical/JJ example/NN I/PRP guess/VBP of/IN that/DT paranoia/NN because/IN he/PRP --/:","{C but } Stalin [ was a, + was a ] classical example I guess of that paranoia because [ he + --"
b,A,Uh-huh/UH ./.,Uh-huh. /
+,B,"--/: he/PRP probably/RB killed/VBD more/JJR Russians/NNPS than/IN ,/, uh/UH ,/, you/PRP know/VBP ,/, the/DT Russian/NNP army/NN killed/VBD anybody/NN else/RB ./.","-- he ] probably killed more Russians than, {F uh, } {D you know, } the Russian army killed anybody else. /"
b,A,Sure/UH ./.,Sure. /
sv,A,I/PRP guess/VBP in/IN particular/JJ my/PRP$ viewpoint/NN is/VBZ that/IN they/PRP financially/RB can/MD not/RB go/VB into/IN a/DT war/NN ./.,I guess in particular my viewpoint is that they financially cannot go into a war. /
sv,A,"Uh/UH ,/, they/PRP are/VBP desperate/JJ at/IN this/DT point/NN in/IN time/NN to/TO keep/VB their/PRP$ country/NN together/RB ,/,","{F Uh, } they are desperate at this point in time to keep their country together, /"
sv,A,"but/CC I/PRP could/MD not/RB foresee/VB them/PRP severing/VBG what/WP they/PRP have/VBP with/IN the/DT U/NNP S/NNP ./. Um/UH ,/, because/IN they/PRP need/VBP us/PRP at/IN this/DT current/JJ time/NN because/IN of/IN their/PRP$ financial/JJ situation/NN ./.","{C but } I could not foresee them severing what they have with the U S. {F Um, } because they need us at this current time because of their financial situation. /"
sv,A,"Um/UH ,/, from/IN what/WP I/PRP 've/VBP been/VBN hearing/VBG is/VBZ the/DT U/NNP S/NNP ,/, uh/UH ,/, S/NNP R/NNP has/VBZ been/VBN ,/, uh/UH ,/, almost/RB bankrupt/JJ for/IN years/NNS --/:","{F Um, } from what I've been hearing is the U S, {F uh, } S R has been, {F uh, } almost bankrupt for years -- /"
b,B,Yeah/UH ./.,Yeah. /
sv,A,"--/: and/CC it/GW 's/PRP$ people/NNS are/VBP desperate/JJ ,/,","-- {C and } it's people are desperate, /"
