act_tag,speaker,pos,text
"fo_o_fw_""_by_bc",A,"Okay/UH ,/,","Okay, /"
sd,A,we/PRP 're/VBP supposed/JJ to/TO talk/VB about/IN vacations/NNS ./.,we're supposed to talk about vacations. /
aa,B,"Right/UH ,/,","Right, /"
qw,B,"so/UH ,/, uh/UH ,/, well/UH ,/, uh/UH ,/, what/WP kind/NN of/IN vacations/NNS do/VBP you/PRP like/VB ?/.","{D so, } {F uh, } {D well, } {F uh, } what kind of vacations do you like? /"
sd,A,"Well/UH ,/, uh/UH ,/, I/PRP have/VBP n't/RB been/VBN to/IN many/JJ places/NNS ,/,","{D Well, } {F uh, } I haven't been to many places, /"
sd,A,"but/CC I/PRP have/VBP a/DT opportunity/NN to/TO go/VB to/IN ,/, uh/UH ,/, Paris/NNP ,/, France/NNP ,/, uh/UH ,/, with/IN ,/, uh/UH ,/, with/IN my/PRP$ friend/NN in/IN April/NNP ./.","{C but } I have a opportunity to go to, {F uh, } Paris, France, {F uh, } [ with, + {F uh, } with ] my friend in April. /"
sd,A,"She/PRP is/VBZ ,/, her/PRP$ ,/, uh/UH ,/, her/PRP$ family/NN ,/, you/PRP know/VBP ,/, lives/VBZ there/RB ,/,","[ She is, + [ her, + {F uh, } her ] family, {D you know, } lives ] there, /"
sd,A,and/CC she/PRP 's/HVS only/RB been/VBN there/RB once/RB ./.,{C and } she's only been there once. /
sd,A,Her/PRP$ grandmother/NN lives/VBZ there/EX --/:,Her grandmother lives there -- /
b,B,Uh-huh/UH ./.,Uh-huh. /
sd,A,"--/: so/RB I/PRP 'm/VBP hoping/VBG to/TO g-/XX ,/, I/PRP 'm/VBP praying/VBG I/PRP get/VBP to/TO go/VB ./. Uh/UH ,/,","-- {C so } [ I'm hoping to g-, + I'm praying I get to go. ] {F Uh, } /"
ba,B,"Oh/UH ,/, that/DT 's/BES great/JJ ./.","{F Oh, } that's great. /"
aa,A,"Yeah/UH ,/,","Yeah, /"
sd,A,"it/PRP 's/BES ,/, it/PRP will/MD be/VB probably/RB the/DT most/RBS exciting/JJ place/NN I/PRP 'll/MD ever/RB get/VB to/TO go/VB ./.","[ it's, + it will be ] probably the most exciting place I'll ever get to go. /"
b,B,Uh-huh/UH ./.,Uh-huh. /
