act_tag,speaker,pos,text
sd,A,I/PRP was/VBD trying/VBG to/TO think/VB about/IN some/DT of/IN my/PRP$ favorite/JJ people/NNS that/WDT I/PRP liked/VBD in/IN music/NN,I was trying to think about some of my favorite people that I liked in music /
sd,A,"and/CC they/PRP 're/VBP ,/, none/NN of/IN them/PRP are/VBP recent/JJ ,/, right/JJ ./.","{C and } [ they're, + none of them are ] recent, right. /"
b,B,Uh-huh/UH ./.,Uh-huh. /
sd,A,"So/UH I/PRP like/VBP Gordon/NNP Lightfoot/NNP ,/,","{D So } I like Gordon Lightfoot, /"
qy,A,do/VBP you/PRP know/VBP who/WP he/PRP is/VBZ ?/.,do you know who he is? /
ny,B,Yeah/UH ./.,Yeah <laughter>. /
sd,A,"And/CC the/DT Moody/NNP Blues/NNP ,/,","<Laughter> {C And } the Moody Blues, /"
sd,A,"and/CC I/PRP like/VBP to/TO listen/VB to/IN piano/NN music/NN a/DT whole/JJ lot/NN ,/,","{C and } I like to listen to piano music a whole lot, /"
sd,A,and/CC Willie/NNP Nelson/NNP ./.,{C and } Willie Nelson. /
b,B,Uh-huh/UH ./.,Uh-huh. /
bf,B,"So/UH you/PRP like/VBP a/DT ,/, a/DT variety/NN ./.","{D So } you like [ a, + a ] variety. /"
aa,A,Yeah/UH ./.,Yeah. /
bf,B,Sort/RB of/RB easy/JJ listening/NN because/IN you/PRP like/VBP country/NN,Sort of easy listening because you like country /
%,B,"but/CC then/RB ,/,","{C but then, } -/"
arp_nd,A,But/CC not/RB all/DT country/NN ./.,{C But } not all country. /
sd,A,"I/PRP do/VBP n't/RB like/VB that/DT ,/,","I don't like that,"
b,B,Um/UH ./.,{F Um. } /
+,A,"when/WRB they/PRP start/VBP ,/,","when they start, /"
h,A,I/PRP do/VBP n't/RB know/VB ./.,I don't know. /
sd,A,I/PRP just/RB like/VBP Willie/NNP Nelson/NNP I/PRP guess/VBP because/IN he/PRP 's/BES such/PDT a/DT character/NN ./.,I just like Willie Nelson I guess because he's such a character. /
b,B,"Oh/UH ,/, uh-huh/UH ./.","{F Oh, } uh-huh. /"
b,B,"Yeah/UH ,/,","Yeah, /"
sd,B,"I/PRP ,/, I/PRP like/VBP some/DT of/IN his/PRP$ songs/NNS ,/, though/RB ./.","[ I, + I ] like some of his songs, though. /"
sv,B,"They/PRP 're/VBP ,/, they/PRP 're/VBP not/RB so/RB ,/, they/PRP 're/VBP not/RB so/RB sad/JJ country/NN all/PDT the/DT time/NN ./.","[ [ They're, + they're not so, ] + they're not so ] sad country all the time. /"
sv,B,They/PRP 're/VBP just/RB kind/RB of/RB sweet/JJ sometimes/RB ./.,They're just kind of sweet sometimes. /
b,A,Yeah/UH ./.,Yeah. /
sv,B,"You/PRP know/VBP ,/, I/PRP mean/VBP they/PRP 're/VBP not/RB the/DT ,/, the/DT typical/JJ country/NN where/WRB they/PRP 're/VBP just/RB ,/, you/PRP know/VBP ,/, my/PRP$ wife/NN left/VBD me/PRP ,/, my/PRP$ dog/NN left/VBD me/PRP ,/, you/PRP know/VBP ./.","{D You know, } {E I mean } they're not [ the, + the ] typical country where they're just, {D you know, } my wife left me, my dog left me, {D you know } <laughter>. /"
aa,A,My/PRP$ truck/NN is/VBZ broken/VBN down/RP ./.,<Laughter> My truck is broken down. /
aa,B,"Yeah/UH ,/,","Yeah, /"
aa,B,my/PRP$ truck/NN 's/BES broken/VBN down/RP,my truck's broken down /
aa,B,"and/CC my/PRP$ house/NN just/RB burned/VBD down/RP ,/, you/PRP know/VBP ./.","{C and } my house just burned down, {D you know. } /"
b,A,Yeah/UH ./.,Yeah. /
%,B,"But/CC ,/,","{C But, } -/"
sd,A,"There/RB ,/, there/EX 's/BES a/DT guy/NN ,/,","[ There, + there's ] a guy, /"
qy,A,"have/VBP you/PRP ever/RB heard/VBD of/IN George/NNP Winston/NNP ,/,","have you ever heard of George Winston, /"
sd,A,he/PRP plays/VBZ piano/NN ./.,he plays piano. /
nn,B,No/UH ./.,No. /
sd,A,"I/PRP think/VBP he/PRP 's/BES dead/JJ now/RB ,/,","I think he's dead now, <laughter> /"
