act_tag,speaker,pos,text
sv,B,"So/UH ,/, let/VB 's/PRP talk/VB about/IN the/DT ,/, uh/UH ,/, wonderful/JJ abuses/NNS in/IN the/DT State/NNP of/IN Pennsylvania/NNP of/IN personal/JJ property/NN taxes/NNS whereby/WRB you/PRP can/MD purchase/VB something/NN mail/NN order/NN","{D So, } let's talk about the, {F uh, } wonderful abuses in the State of Pennsylvania of personal property taxes whereby you can purchase something mail order /"
sd,B,"and/CC after/IN the/DT fact/NN ,/, the/DT State/NNP of/IN Pennsylvania/NNP can/MD find/VB out/RP about/IN it/PRP and/CC send/VB you/PRP a/DT bill/NN for/IN the/DT sales/NNS tax/NN appropriate/JJ to/IN that/DT item/NN that/WDT you/PRP purchased/VBD as/RB well/RB as/IN interest/NN and/CC penalties/NNS from/IN the/DT time/NN that/WDT you/PRP bought/VBD it/PRP ./.","{C and } after the fact, the State of Pennsylvania can find out about it and send you a bill for the sales tax appropriate to that item that you purchased as well as interest and penalties <inhaling> from the time that you bought it. /"
qo,B,What/WP do/VBP you/PRP think/VB ?/.,What do you think? /
qy,B,Is/VBZ Pennsylvania/NNP kind/RB of/RB out/IN of/IN line/NN there/RB ?/.,Is Pennsylvania kind of out of line there? /
ng,A,"Well/UH ,/, actually/UH ,/, I/PRP do/VBP n't/RB think/VB they/PRP 're/VBP out/IN of/IN line/NN ./.","{D Well, } {D actually, } I don't think they're out of line. /"
h,A,"De-/NNP ,/, Devil/NNP 's/POS advocate/NN possibly/RB ,/,","[ De-, + Devil's ] advocate possibly, /"
sv,A,"but/CC it/PRP ,/, you/PRP are/VBP trying/VBG to/TO avoid/VB paying/VBG taxes/NNS","{C but } <rustling> <inhaling> [ it, + you ] are trying to avoid paying taxes /"
sd,A,"and/CC whe-/IN ,/, whether/IN or/CC not/RB you/PRP agree/VBP with/IN that/DT law/NN ,/, i-/XX ,/, you/PRP 're/VBP still/RB circumventing/VBG it/PRP ./.","{C and } [ whe-, + whether ] or not you agree with that law, [ i-, + you're ] still circumventing it. /"
sd,A,"You/PRP are/VBP legal/JJ in/IN ,/, in/IN your/PRP$ circumvention/NN of/IN that/DT law/NN ./.","You are legal [ in, + in ] your circumvention of that law. /"
qw,B,"What/WP ,/, what/WP if/IN you/PRP 're/VBP not/RB doing/VBG it/PRP in/IN order/NN to/TO circumvent/VB the/DT law/NN though/RB ?/.","[ What, + what ] if you're not doing it in order to circumvent the law though? /"
qw,B,"I/PRP mean/VBP what/WP if/IN you/PRP do/VBP n't/RB even/RB realize/VB that/IN you/PRP 're/VBP subject/JJ to/IN paying/VBG ,/, uh/UH ,/, income/NN tax/NN on/IN something/NN that/WDT you/PRP purchase/VBP mail/NN order/NN ?/.","{E I mean } what if you don't even realize that you're subject to paying, {F uh, } income tax on something that you purchase mail order? /"
sv,A,"Really/UH ,/, I/PRP ,/, I/PRP ,/, I/PRP do/VBP n't/RB think/VB that/DT 's/BES a/DT valid/JJ argument/NN ./.","Really, [ [ I, + I, ] + I ] don't think that's a valid argument. /"
sv,A,I/PRP think/VBP that/IN most/JJS people/NNS are/VBP quite/RB aware/JJ they/PRP 're/VBP not/RB paying/VBG that/DT six/CD percent/NN sales/NNS tax/NN ./.,I think that most people are quite aware they're not paying that six percent sales tax. /
