act_tag,speaker,pos,text
fp,A,Hi/UH Pat/NNP ./.,Hi Pat. /
fp,B,Hi/UH ./.,Hi. /
sd,B,"One/CD of/IN the/DT interesting/JJ things/NNS that/WDT I/PRP have/VBP considered/VBN about/IN the/DT role/NN change/NN for/IN women/NNS is/VBZ that/IN women/NNS of/IN my/PRP$ age/NN ,/, my/PRP$ generation/NN ,/, were/VBD trained/VBN and/CC taught/VBN and/CC brought/VBN up/RP to/TO be/VB the/DT LEAVE/VB IT/PRP TO/IN BEAVER/NNP housewives/NNS ./.","One of the interesting things that I have considered about the role change for women is that women of [ my age, + my generation, ] were trained and taught and brought up to be the LEAVE IT TO BEAVER housewives. /"
b,A,Uh-huh/UH ./.,Uh-huh. /
sv,B,But/CC we/PRP are/VBP not/RB living/VBG in/IN that/DT world/NN ./.,{C But } we are not living in that world. /
aa,A,"We/PRP are/VBP certainly/RB not/RB ,/,","We are certainly not, /"
sv,A,our/PRP$ families/NNS have/VBP changed/VBN ./.,our families have changed. /
b,B,"Uh-huh/UH ,/,","Uh-huh, /"
b^m,B,"families/NNS ,/,","families, /"
b,B,uh-huh/UH ./.,uh-huh. /
sv,A,Society/NN has/VBZ changed/VBN ./.,Society has changed. /
aa,B,"Oh/UH ,/, yeah/UH ,/,","{F Oh, } yeah, /"
aa,B,sure/UH ./.,sure. /
sv,A,Everything/NN has/VBZ changed/VBN ./.,Everything has changed. /
%,A,"Yeah/UH ,/,","Yeah, /"
%,A,yeah/UH ./.,yeah. /
b,B,Uh-huh/UH ./.,Uh-huh <inhaling>. /
%,B,"That/DT 's/BES one/CD of/IN the/DT ,/,","That's one of the, - /"
sv,B,and/CC it/PRP makes/VBZ you/PRP really/RB concerned/VBN ./.,{C and } it makes you really concerned. /
sd,B,I/PRP am/VBP glad/JJ I/PRP raised/VBD guys/NNS ./.,I am glad I raised guys. /
b,A,Uh-huh/UH ./.,Uh-huh. /
ad,B,"You/PRP know/VBP ,/, let/VB the/DT world/NN train/NN them/PRP what/WP to/TO do/VB ./.","{D You know, } let the world train them what to do <laughter>. /"
sv,B,"But/CC characteristically/RB ,/, you/PRP know/VBP ,/, the/DT women/NNS are/VBP trained/VBN ,/, or/CC have/VBP been/VBN in/IN the/DT past/NN trained/VBN in/IN the/DT home/NN ./.","{C But } characteristically, {D you know, } the women are trained, or have been in the past trained in the home. /"
b,A,Uh-huh/UH ./.,Uh-huh. /
sd,B,"And/CC I/PRP really/RB would/MD be/VB at/IN a/DT loss/NN to/TO ,/, to/TO raise/VB and/CC train/VB a/DT girl/NN ./.","{C And } I really would be at a loss [ to, + to ] raise and train a girl. /"
sv,B,I/PRP think/VBP I/PRP would/MD ./.,I think I would. /
b,A,"Yeah/UH ,/,","<Inhaling> Yeah, /"
%,A,"it/PRP 's/BES ,/,","it's, - /"
sv,A,"well/UH even/RB ,/, even/RB raising/VBG boys/NNS today/NN is/VBZ different/JJ though/RB ,/, because/IN ,/,","{D well } [ even, + even ] raising boys today is different though, because,"
aa,B,"Oh/UH ,/, sure/UH ./.","{F Oh, } sure. /"
+,A,they/PRP are/VBP expected/VBN to/TO do/VB so/RB much/RB more/RBR than/IN they/PRP used/VBD to/TO ./.,they are expected to do so much more than they used to. /
b,B,Uh-huh/UH ./.,Uh-huh. /
sd,A,"You/PRP know/VBP ,/, used/VBD to/TO be/VB they/PRP would/MD just/RB go/VB off/RP to/TO work/VB and/CC come/VB home/RB ,/,","{D You know, } used to be they would just go off to work and come home, /"
sv,A,"and/CC you/PRP know/VBP ,/, everything/NN was/VBD done/VBN ./.","{C and } {D you know, } everything was done. /"
sv,A,"And/CC it/PRP ,/, it/PRP 's/BES a/DT different/JJ world/NN ./.","{C And } [ it, + it's ] a different world. /"
sv,A,"It/PRP 's/BES ,/,","It's,"
aa,B,"Oh/UH ,/, sure/UH ./.","{F Oh, } sure. /"
+,A,"some/DT good/NN ,/, some/DT bad/NN ,/, uh/UH ,/,","some good, some bad, {F uh, } /"
b,B,Uh-huh/UH ./.,Uh-huh. /
sv,A,it/PRP 's/BES nice/JJ that/IN there/EX 's/BES a/DT choice/NN ./.,it's nice that there's a choice. /
x,B,,<Inhaling>.
sd,A,"I/PRP ,/, I/PRP have/VBP chosen/VBN to/TO stay/VB at/IN home/NN ,/,","[ I, + I ] have chosen to stay at home,"
b,B,Uh-huh/UH ./.,Uh-huh. /
+,A,and/CC raise/VB my/PRP$ children/NNS ./.,and raise my children. /
b,B,Uh-huh/UH ./.,Uh-huh. /
sd,A,And/CC I/PRP have/VBP a/DT ten/CD year/NN old/NN and/CC a/DT twelve/CD year/NN old/NN ./.,{C And } I have a ten year old and a twelve year old. /
b,B,Uh-huh/UH ./.,Uh-huh. /
sd,A,And/CC I/PRP was/VBD a/DT single/JJ parent/NN for/IN awhile/RB and/CC worked/VBD ./.,{C And } I was a single parent for awhile and worked. /
b,B,Uh-huh/UH ./.,Uh-huh. /
sv,A,"And/CC that/DT was/VBD great/JJ ,/,","{C And } that was great, /"
sd,A,I/PRP was/VBD able/JJ to/TO and/CC I/PRP was/VBD able/JJ to/TO provide/VB for/IN my/PRP$ children/NNS,[ I was able to + {C and } I was able to ] provide for my children /
sd,A,"and/CC ,/, and/CC you/PRP know/VBP ,/,","[ {C and, } + {C and } ] {D you know, }"
b,B,Uh-huh/UH ./.,Uh-huh. /
+,A,that/DT was/VBD wonderful/JJ ./.,that was wonderful. /
b,B,Uh-huh/UH ./.,Uh-huh. /
sd,A,"But/CC I/PRP ,/, I/PRP thank/VBP God/NNP everyday/RB now/RB that/IN I/PRP have/VBP that/DT choice/NN ./.","{C But } [ I, + I ] thank God everyday now <laughter> that I have that choice."
b,B,Sure/UH ./.,Sure. /
+,A,And/CC that/IN I/PRP am/VBP able/JJ to/TO do/VB things/NNS at/IN home/NN,And that I am able to do <noise> things at home /
sd,A,"and/CC ,/, and/CC uh/UH ,/, I/PRP volunteer/VBP a/DT whole/JJ lot/NN ./.","[ {C and, } + {C and } ] {F uh, } I volunteer a whole lot. /"
b,B,Uh-huh/UH ./.,Uh-huh. /
sd,A,"And/CC ,/, uh/UH ,/, that/DT 's/BES my/PRP$ job/NN right/RB now/RB ./.","{C And, } {F uh, } that's my job right now. /"
b,B,Uh-huh/UH ./.,Uh-huh. /
sd,A,"And/CC I/PRP ,/, I/PRP love/VBP it/PRP ./.","{C And } [ I, + I ] love it. /"
b,B,"Oh/UH ,/, yeah/UH ./.","{F Oh, } yeah. /"
sd,A,I/PRP really/RB love/VBP it/PRP ./.,I really love it. /
sd,B,"I/PRP did/VBD very/RB much/RB the/DT same/JJ thing/NN until/IN my/PRP$ boys/NNS got/VBD into/IN high/JJ school/NN and/CC said/VBD Mom/NNP ,/, please/VB do/VBP not/RB be/VB involved/JJ ./.","I did very much the same thing until my boys got into high school and said Mom, please do not be involved. /"
aa,A,"Right/UH ,/,","<Laughter> Right, /"
aa,A,right/UH ./.,right. /
sd,B,Then/RB I/PRP went/VBD back/RB to/IN work/NN ./.,Then I went back to work. /
aa,A,"Right/UH ,/,","Right, /"
sd,A,and/CC that/DT will/MD come/VB ./.,{C and } that will come. /
b,B,Yeah/UH ./.,Yeah. /
sd,A,"I/PRP know/VBP that/DT day/NN will/MD come/VB ,/,","I know that day will come, /"
b,B,Sure/UH ./.,Sure. /
sd,A,and/CC I/PRP am/VBP looking/VBG forward/RB to/IN that/DT too/RB ./.,{C and } I am looking forward to that too. /
b,B,Right/UH ./.,Right. /
sd,A,"But/CC that/DT 's/BES a/DT different/JJ phase/NN in/IN my/PRP$ life/NN ,/,","{C But } that's a different phase in my life, /"
b,B,Right/UH ./.,Right. /
sd,A,"and/CC I/PRP am/VBP ,/, I/PRP am/VBP glad/JJ that/IN I/PRP am/VBP able/JJ to/TO do/VB what/WP I/PRP want/VBP to/TO do/VB right/RB now/RB ./.","{C and } [ I am, + I am ] glad that I am able to do what I want to do right now. /"
sv,B,"Well/UH ,/, you/PRP know/VBP ,/, there/EX 's/BES a/DT lot/NN of/IN things/NNS that/WDT have/VBP happened/VBN ,/, actually/RB ,/,","{D Well, } {D you know, } there's a lot of things that have happened, {D actually, } /"
sv,B,"and/CC ,/, and/CC it/PRP 's/BES ,/, it/PRP 's/BES like/IN the/DT ,/, it/PRP 's/BES like/IN oil/NN on/IN top/NN of/IN water/NN ,/,","[ {C and, } + {C and } ] [ [ it's, + it's like the, ] + it's like ] oil on top of water, /"
sv,B,it/PRP changes/VBZ,it changes /
sv,B,but/CC it/PRP 's/BES never/RB different/JJ --/:,{C but } it's never different --
b,A,Uh-huh/UH ./.,Uh-huh. /
+,B,--/: in/IN a/DT lot/NN of/IN ways/NNS ./.,-- in a lot of ways. /
b,A,Uh-huh/UH ./.,Uh-huh. /
sd,B,"Uh/UH ,/, women/NNS at/IN one/CD time/NN did/VBD very/RB heavy/JJ physical/JJ labor/NN --/:","<Inhaling> {F Uh, } women at one time did very heavy physical labor --"
b,A,Uh-huh/UH ./.,Uh-huh. /
+,B,"--/: and/CC ,/, were/VBD expected/VBN to/TO maintain/VB a/DT household/NN ./.","-- and, were expected to maintain a household. /"
b,A,Uh-huh/UH ./.,Uh-huh. /
sv,B,"Then/RB as/IN times/NNS changed/VBN ,/, uh/UH ,/, as/IN it/PRP is/VBZ today/NN ,/, we/PRP do/VBP not/RB do/VB a/DT lot/NN of/IN physical/JJ labor/NN ,/,","Then as times changed, {F uh, } as it is today, we do not do a lot of physical labor,"
b,A,Uh-huh/UH ./.,Uh-huh. /
+,B,"even/RB in/IN hous-/NN ,/, even/RB in/IN housekeeping/NN ,/,","[ even in hous-, + even in housekeeping, ]"
b,A,"Right/UH ,/,","Right, /"
+,B,"and/CC homemaking/NN ,/,","and homemaking, /"
b,A,Right/UH ./.,Right. /
