act_tag,speaker,pos,text
"fo_o_fw_""_by_bc",B,"Okay/UH ,/,","Okay, /"
sd,B,"I/PRP do/VBP n't/RB know/VB ,/,","I don't know, /"
qw,B,which/WDT end/NN do/VBP we/PRP push/VB,which end do we push /
%,B,"but/CC okay/UH ,/,","{C but } okay, /"
b,A,"Okay/UH ,/,","Okay, /"
^h,A,"well/UH ,/, um/UH ,/, let/VB 's/PRP see/VB ,/,","{D well, } {F um, } let's see, /"
sv,A,"I/PRP ,/, I/PRP think/VBP there/EX 's/BES a/DT lot/NN of/IN people/NNS that/WDT do/VBP n't/RB vote/VB because/IN they/PRP do/VBP n't/RB really/RB think/VB their/PRP$ ,/, their/PRP$ ,/, uh/UH ,/, opinion/NN is/VBZ going/VBG to/TO be/VB heard/VBN","[ I, + I ] think there's a lot of people that don't vote because they don't really think [ their, + their, ] {F uh, } opinion is going to be heard /"
sv,A,"and/CC ,/, you/PRP know/VBP ,/, there/EX 's/BES such/PDT a/DT small/JJ voice/NN and/CC such/PDT a/DT huge/JJ number/NN of/IN people/NNS in/IN the/DT United/NNP States/NNPS","{C and, } {D you know, } there's such a small voice and such a huge number of people in the United States /"
%,A,"and/CC that/IN ,/, you/PRP know/VBP ,/,","{C and } that, {D you know, } - /"
sv,A,"their/PRP$ ,/, yo-/XX ,/, vote/NN 's/BES not/RB going/VBG to/TO make/VB that/RB much/JJ difference/NN","their, [ yo-, + ] vote's not going to make that much difference /"
sv,A,"and/CC whether/IN you/PRP vote/VBP for/IN one/CD person/NN or/CC the/DT other/JJ person/NN ,/, the/DT issues/NNS is/VBZ what/WP ,/, you/PRP know/VBP ,/, what/WP you/PRP believe/VBP in/RP ,/,","{C and } whether you vote for one person or the other person, the issues is [ what, + {D you know, } what ] you believe in, /"
sv,A,"and/CC that/DT person/NN is/VBZ going/VBG to/TO have/VB a/DT lot/NN of/IN ,/, uh/UH ,/,","{C and } that person is going to have a lot of, {F uh, } - /"
sv,A,"since/IN there/EX 's/BES so/RB many/JJ issues/NNS ,/, this/DT one/CD person/NN can/MD believe/VB a/DT lot/NN of/IN different/JJ ways/NNS on/IN ,/,","since there's so many issues, this one person can believe a lot of different ways on,"
b,B,"Right/UH ,/,","Right, /"
b,B,yeah/UH ./.,yeah. /
+,A,all/DT of/IN them/PRP,all of them /
sv,A,"so/RB ,/, it/PRP would/MD be/VB really/RB difficult/JJ to/TO have/VB that/DT one/CD pers-/NN ,/, perfect/JJ person/NN that/WDT believed/VBD exactly/RB what/WP you/PRP believed/VBD ./.","{C so, } it would be really difficult to have that one [ pers-, + perfect person ] that believed exactly what you believed. /"
ba,B,"That/DT 's/BES true/JJ ,/,","That's true, /"
%,B,"you/PRP know/VBP ,/, a/DT lot/NN of/IN people/NNS ,/, uh/UH ,/, uh/UH ,/,","{D you know, } a lot of people, {F uh, } {F uh, } - /"
sv,B,"I/PRP think/VBP the/DT ,/, that/IN it/PRP ends/VBZ up/RP the/DT people/NNS that/WDT ,/, uh/UH ,/, vote/VBP every/DT time/NN ,/, uh/UH ,/, elections/NNS come/VBP around/RP are/VBP more/RBR the/DT ,/, the/DT polly/NN ,/, uh/UH ,/, the/DT party/NN type/NN followers/NNS ,/, the/DT guys/NNS that/WDT ,/, uh/UH ,/, you/PRP know/VBP ,/, follow/VBP the/DT party/NN lines/NNS ,/, you/PRP know/VBP ,/,","I think [ the, + that ] it ends up the people that, {F uh, } vote every time, {F uh, } elections come around are more [ [ the, + the ] + [ polly, + ] {F uh, } the ] party type followers, the guys that, {F uh, } {D you know, } follow the party lines, {D you know, } /"
sv,B,"and/CC ,/,","{C and, }"
b,A,Yeah/UH ./.,Yeah. /
+,B,"they/PRP ,/, you/PRP know/VBP ,/, just/RB go/VBP in/RB","they, {D you know, } just go in /"
sv,B,"and/CC if/IN they/PRP 're/VBP Republican/NNP they/PRP vo/VBP ,/, vote/VBP Republican/NNP every/DT year/NN ,/, you/PRP know/VBP ,/,","{C and } if they're Republican they [ vo-, + vote ] Republican every year, {D you know, } /"
sv,B,"and/CC ,/, uh/UH ,/, the/DT people/NNS that/WDT are/VBP independent/JJ ,/, you/PRP know/VBP ,/, are/VBP the/DT ones/NNS that/WDT do/VBP n't/RB ,/, uh/UH ,/, do/VBP n't/RB really/RB ,/, uh/UH ,/, show/VB up/RP every/DT year/NN because/IN they/PRP ca/MD n't/RB seem/VB to/TO ,/, to/TO decide/VB which/WDT are/VBP the/DT good/JJ aspects/NNS and/CC which/WDT are/VBP the/DT bad/JJ aspects/NNS of/IN a/DT candidate/NN ./.","{C and, } {F uh, } the people that are independent, {D you know, } are the ones that [ don't, + {F uh, } don't ] really, {F uh, } show up every year because they can't seem [ to, + to ] decide which are the good aspects and which are the bad aspects of a candidate. /"
b,A,"Right/UH ,/,","Right, /"
b,A,"yeah/UH ,/,","yeah, /"
b,B,Yeah/UH ./.,Yeah. /
ba,A,that/DT 's/BES good/JJ ./.,that's good. /
%,B,"Ye-/UH ,/,","Ye-, - /"
%,B,I/PRP always/RB thought/VBD,I always thought - /
sd,B,"it/PRP was/VBD back/RB when/WRB Anderson/NNP was/VBD running/VBG ,/, I/PRP was/VBD hoping/VBG that/IN things/NNS would/MD change/VB and/CC he/PRP 'd/MD actually/RB get/VB elected/VBN and/CC party/NN politics/NNS would/MD start/VB going/VBG down/IN the/DT tubes/NNS ,/,","[ it was + ] back when Anderson was running, I was hoping that things would change and he'd actually get elected and party politics would start going down the tubes, /"
sd,B,"but/CC ,/, um/UH ,/,","{C but, } {F um } <baby_crying>,"
b,A,Yeah/UH ./.,Yeah. /
+,B,that/WDT did/VBD n't/RB work/VB ./.,that didn't work. /
b,A,"Yeah/UH ,/,","Yeah, /"
sd,A,"there/EX 's/BES ,/, uh/UH ,/, a/DT lot/NN of/IN extremes/NNS on/IN the/DT parties/NNS ,/, too/RB ,/, with/IN the/DT you/PRP know/VBP ,/, the/DT real/RB ,/, uh/UH ,/, far/JJ side/NN of/IN the/DT Democrats/NNPS","there's, {F uh, } a lot of extremes on the parties, too, with [ the + {D you know, } the ] real, {F uh, } far side of the Democrats /"
sd,A,"they/PRP 're/VBP real/RB liberal/JJ now/RB and/CC to/IN where/WRB probably/RB fifty/CD or/CC a/DT hundred/CD years/NNS ago/RB ,/, um/UH ,/, the/DT Democrat/NNP party/NN being/VBG liberal/JJ like/IN they/PRP are/VBP now/RB ,/, you/PRP know/VBP ,/, would/MD never/RB be/VB thought/VBN of/IN ,/,","they're real liberal now [ and + ] to where probably fifty or a hundred years ago, {F um, } the Democrat party being liberal like they are now, {D you know, } would never be thought of, /"
sv,A,"it/PRP would/MD be/VB the/DT other/JJ way/NN that/IN the/DT Republicans/NNPS were/VBD real/RB liberal/RB minded/JJ as/RB far/RB as/IN like/UH ,/, uh/UH ,/, moral/JJ standings/NNS and/CC those/DT kinds/NNS of/IN things/NNS ./.","it would be the other way that the Republicans were real liberal minded as far as {D like, } {F uh, } moral standings and those kinds of things. /"
b,B,Uh-huh/UH ./.,Uh-huh. /
%,A,"But/CC ,/,","{C But, } -/"
b,B,"Yeah/UH ,/,","Yeah, /"
b,B,"yeah/UH ,/,","yeah, /"
%,B,"that/DT 's/BES ,/, uh/UH ,/,","that's, {F uh, } - /"
sv,B,"and/CC then/RB ,/, and/CC then/RB people/NNS always/RB get/VBP upset/JJ about/IN it/PRP ,/, too/RB ,/, because/IN ,/, you/PRP know/VBP ,/, every/DT year/NN the/DT ,/, the/DT ,/, the/DT politicians/NNS are/VBP the/DT ones/NNS that/WDT are/VBP usually/RB pushing/VBG for/IN more/JJR people/NNS to/TO vote/VB ,/,","[ {C and then, } + {C and then } ] people always get upset about it, too, because, {D you know, } every year [ [ the, + the, ] + the ] politicians are the ones that are usually pushing for more people to vote, /"
b,A,Uh-huh/UH ./.,Uh-huh <<very faint>>. /
qy,B,"they/PRP ,/, they/PRP each/DT think/VBP that/IN ,/, uh/UH ,/, if/IN more/JJR people/NNS vote/VBP ,/, they/PRP 'll/MD get/VB more/JJR votes/NNS ,/, huh/UH ?/.","[ they, + they ] each think that, {F uh, } if more people vote, they'll get more votes, {F huh? } /"
ny,A,Yeah/UH ./.,Yeah <laughter>. /
sd,B,"I/PRP 'm/VBP always/RB amazed/JJ at/IN that/DT ,/, that/IN each/DT candidate/NN thinks/VBZ it/PRP 's/BES going/VBG to/TO be/VB the/DT people/NNS that/WDT come/VBP out/IN that/WDT will/MD vote/VB for/IN him/PRP ,/, you/PRP know/VBP ./.","I'm always amazed [ at + ] [ that, + that ] each candidate thinks it's going to be the people that come out that will vote for him, {D you know. } /"
b,A,Yeah/UH ./.,Yeah. /
ba,A,"That/DT 's/BES ,/, that/DT 's/BES true/JJ ./.","[ That's, + that's ] true. /"
sv,A,"I/PRP think/VBP in/IN ,/, uh/UH ,/, the/DT Texas/NNP governor/NN elections/NNS ,/, I/PRP think/VBP more/JJR people/NNS turned/VBD out/RP to/TO vote/VB against/IN somebody/NN than/IN for/IN somebody/NN ,/, this/DT time/NN ./.","I think in, {F uh, } the Texas governor elections, I think more people turned out to vote against somebody than for somebody, this time. /"
b,B,"Yeah/UH ,/,","Yeah, /"
%,B,"well/UH ,/, that/DT ,/, uh/UH ,/,","{D well, } that, {F uh, } - /"
sd,B,"MUMBLEx/XX I/PRP know/VBP that/IN there/EX 's/BES certain/JJ issues/NNS that/WDT can/MD really/RB motivate/VB people/NNS because/IN we/PRP live/VBP in/IN a/DT pr-/RB ,/, pr-/RB ,/, predominately/RB Catholic/NNP type/NN area/NN ,/,","(( )) I know that there's certain issues that can really motivate people because we live in a [ [ pr-, + pr-, ] + predominately ] Catholic type area, /"
bh,A,"Oh/UH ,/, really/UH ?/.","{F Oh, } really? /"
sd,B,"and/CC when/WRB things/NNS start/VBP ,/, uh/UH ,/,","{C and } when things start, {F uh, } - /"
sd,B,"when/WRB ,/, when/WRB abortion/NN comes/VBZ on/IN the/DT issues/NNS and/CC people/NNS just/RB get/VBP all/RB insp/JJ ,/, inspired/JJ ,/, you/PRP know/VBP ,/,","[ when, + when ] abortion comes on the issues and people just get all [ insp-, + inspired, ] {D you know, } -/"
b,A,Right/UH ./.,Right. /
sd,B,"and/CC ,/, uh/UH ,/, still/RB on/IN the/DT other/JJ hand/NN we/PRP 're/VBP also/RB ,/, uh/UH ,/,","{C and, } {F uh, } still on the other hand we're also, {F uh, } - /"
sd,B,this/DT particular/JJ community/NN is/VBZ a/DT Catholic/NNP community/NN,this particular community is a Catholic community /
