act_tag,speaker,pos,text
fp,B,Hi/UH ./.,Hi. /
b,A,Okay/UH ./.,Okay. /
sv,A,"So/UH ,/, uh/UH ,/, with/IN the/DT issue/NN of/IN trial/NN by/IN jury/NN ,/, uh/UH ,/, I/PRP actually/RB found/VBD the/DT whole/JJ question/NN about/IN whether/IN you/PRP need/VBP a/DT ,/, a/DT unan/JJ ,/, a/DT unanimous/JJ verdict/NN in/IN a/DT criminal/JJ case/NN to/TO be/VB somewhat/RB interesting/JJ ./.","{D So, } {F uh, } with the issue of trial by jury, {F uh, } I actually found the whole question about whether you need [ [ a, + a unan-, ] + a unanimous ] verdict in a criminal case to be somewhat interesting. /"
aa,B,"Yeah/UH ,/,","Yeah, /"
sd,B,"actually/RB ,/, I/PRP ,/, I/PRP agree/VBP that/IN that/DT 's/BES an/DT interesting/JJ thing/NN ./.","{D actually, } [ I, + I ] agree that <laughter> that's an interesting thing. /"
qy,B,"I/PRP ,/, I/PRP believe/VBP that/DT 's/BES a/DT ,/, for/IN ,/, for/IN civil/JJ suits/NNS it/PRP 's/BES not/RB unanimous/JJ ,/, right/UH ,/,","[ I, + I ] believe [ that's a, + ] [ for, + for ] civil suits it's not unanimous, {D right, } /"
qy^d,B,"but/CC for/IN ,/, for/IN criminal/JJ suits/NNS it/PRP 's/BES unanimous/JJ by/IN federal/JJ law/NN ?/.","{C but } [ for, + for ] criminal suits it's unanimous by federal law? /"
no,A,"I/PRP do/VBP n't/RB know/VB if/IN it/PRP 's/BES even/RB true/JJ that/IN it/PRP 's/BES always/RB unanimous/JJ because/IN I/PRP thought/VBD there/EX were/VBD cases/NNS where/WRB ,/, uh/UH ,/, I/PRP do/VBP n't/RB know/VB if/IN it/PRP 's/BES the/DT difference/NN between/IN felonies/NNS and/CC misdemeanors/NNS ,/, but/CC where/WRB it/PRP was/VBD okay/JJ for/IN a/DT state/NN to/TO have/VB it/PRP like/IN eleven/CD out/IN of/IN twelve/CD ./.","I don't know if it's even true that it's always unanimous because I thought there were cases [ where, + {F uh, } {A I don't know if it's the difference between felonies and misdemeanors, but } where ] it was okay for a state to have it {D like } eleven out of twelve. /"
x,A,/PRP,<+ messy kind of inaccurate bracketing +>
aa,B,"Yeah/UH ,/,","Yeah, /"
sd,B,"I/PRP actually/RB thought/VBD I/PRP 'd/VBD read/VBN that/DT ,/, too/RB","I actually thought I'd read that, too /"
