act_tag,speaker,pos,text
qw^d,A,"Well/UH ,/, I/PRP do/VBP n't/RB ,/, I/PRP mean/VBP ,/, I/PRP do/VBP n't/RB know/VB what/WP you/PRP think/VBP about/IN the/DT ,/, subject/NN ,/,","{D Well, } [ I don't, + {E I mean, } I don't ] know what you think about the, subject, /"
sd,A,"I/PRP 'd/VBD ,/, the/DT ,/, I/PRP had/VBD never/RB really/RB thought/VBN of/IN what/WP they/PRP said/VBD before/RB about/IN allowing/VBG the/DT ,/, the/DT sentencing/NN to/TO ,/, uh/UH ,/, to/TO go/VB to/IN the/DT judge/NN instead/IN of/IN the/DT jury/NN and/CC allowing/VBG him/PRP to/TO do/VB that/DT ./.","[ I'd, + the, I had ] never really thought of what they said before about allowing [ the, + the ] sentencing [ to, + {F uh, } to ] go to the judge instead of the jury and allowing him to do that. /"
sd,A,"I/PRP 've/VBP been/VBN kind/RB of/RB sitting/VBG here/RB thinking/VBG about/IN that/DT a/DT little/JJ bit/NN while/IN I/PRP was/VBD waiting/VBG for/IN them/PRP to/TO phone/VB somebody/NN ,/,","I've been kind of sitting here thinking about that a little bit while I was waiting for them to phone somebody, /"
sd,A,and/CC I/PRP do/VBP n't/RB know/VB that/IN that/DT 's/BES not/RB a/DT good/JJ idea/NN ./.,{C and } I don't know that that's not a good idea. /
sv,B,That/DT 's/BES not/RB a/DT bad/JJ idea/NN,That's not a bad idea /
%,B,"I/PRP ,/,","I, - /"
%,B,"um/UH ,/, uh/UH ,/, that/IN ,/, you/PRP know/VBP ,/,","{F um, } {F uh, } that, {D you know, } - /"
sv,B,"they/PRP probably/RB ,/, need/VBP to/TO change/VB it/PRP somehow/RB ,/, uh/UH ,/,","they probably, need to change it somehow, {F uh, } /"
sv,B,"the/DT whole/JJ system/NN needs/VBZ changing/VBG ,/,","the whole system needs changing, /"
sv,B,"we/PRP 've/VBP just/RB got/VBN too/RB many/JJ people/NNS in/IN there/RB ,/,","we've just got too many people (( in there )) ,"
aa,A,I/PRP agree/VBP ./.,I agree. /
+,B,"and/CC ,/, uh/UH ,/, MUMBLEx/XX ,/, are/VBP putting/VBG too/RB many/JJ ,/, uh/UH ,/, people/NNS in/IN jail/NN that/WDT probably/RB do/VBP n't/RB need/VB to/TO be/VB there/RB","and, {F uh, } (( )) , are putting too many, {F uh, } people in jail that probably don't need to be there /"
sv,B,and/CC it/PRP 's/BES another/DT form/NN of/IN sentencing/NN ./.,{C and } it's another form of sentencing. /
b,A,Uh-huh/UH ./.,Uh-huh. /
sv,B,"But/CC on/IN that/DT one/CD thing/NN ,/, I/PRP ,/, I/PRP still/RB think/VBP it/PRP should/MD be/VB a/DT unanimous/JJ decision/NN ,/,","{C But } on that one thing, [ I, + I ] still think it should be a unanimous decision, /"
aa,A,"Oh/UH ,/, yeah/UH ,/,","{F Oh, } yeah, /"
aa,A,I/PRP agree/VBP ./.,I agree. /
aa,A,Yeah/UH ./.,Yeah. /
sv,B,"uh/UH ,/, I/PRP think/VBP we/PRP 're/VBP getting/VBG to/IN the/DT point/NN now/RB where/WRB they/PRP 're/VBP going/VBG to/TO eventually/RB let/VB it/PRP be/VB ,/, um/UH ,/, majority/NN vote/NN ./.","{F uh, } I think we're getting to the point now where they're going to eventually let it be, {F um, } majority vote. /"
sv,B,And/CC that/DT 's/BES not/RB going/VBG to/TO be/VB good/JJ ./.,{C And } that's not going to be good. /
sd,A,"I/PRP do/VBP n't/RB like/VB that/DT ,/,","I don't like that, /"
aa,A,"no/UH ,/,","no, /"
b^m,B,No/UH ./.,No. /
sd,A,I/PRP do/VBP n't/RB like/VB that/DT at/IN all/DT ./.,I don't like that at all. /
sd,A,"I/PRP know/VBP my/PRP$ husband/NN served/VBD on/IN a/DT ,/, on/IN a/DT jury/NN a/DT few/JJ months/NNS ago/RB up/IN here/RB in/IN Denton/NNP ,/,","I know my husband served [ on a, + on a ] jury a few months ago up here in Denton, /"
sd,A,"but/CC ,/, uh/UH ,/, it/PRP was/VBD a/DT guy/NN ,/, it/PRP was/VBD ,/, it/PRP was/VBD a/DT drug/NN conviction/NN","{C but, } {F uh, } [ [ it was a guy, + it was, ] + it was ] a drug conviction /"
%,A,and/CC I/PRP do/VBP n't/RB remember/VB,{C and } I don't remember /
sd,A,"he/PRP had/VBD some/DT cocaine/NN and/CC th-/XX ,/, it/PRP was/VBD accused/VBN of/IN selling/VBG it/PRP ,/,","he had some cocaine and [ th-, + ] [ (( it )) + ] was accused of selling it, /"
sd,A,and/CC I/PRP do/VBP n't/RB remember/VB exactly/RB how/WRB much/JJ he/PRP had/VBD,{C and } I don't remember exactly how much he had /
sd,A,"but/CC ,/, uh/UH ,/, actually/RB not/RB selling/VBG it/PRP ,/,","{C but, } {F uh, } {D actually } not selling (( it )) , - /"
sd,A,"there/EX 's/BES a/DT difference/NN ,/,","there's a difference, /"
sd,A,"cr/VBG ,/, cro/VBG ,/, couriering/VBG it/PRP is/VBZ what/WP ,/,","[ [ cr-, + cro-, ] + (( couriering )) ] it is what, - /"
sd,A,"ther-/EX ,/, is/VBZ supposedly/RB a/DT difference/NN from/IN selling/VBG then/RB being/VBG a/DT courier/NN","ther-, is supposedly a difference from selling then being a courier /"
sd,A,"and/CC ,/,","{C and, }"
b,B,Right/UH ./.,Right. /
+,A,he/PRP was/VBD a/DT courier/NN ./.,he was a courier. /
sd,A,"And/CC ,/, uh/UH ,/, they/PRP ,/, he/PRP 's/BES ,/, he/PRP sat/VBD on/IN that/DT jury/NN","{C And, } {F uh, } [ [ they, + he's, ] + he ] sat on that jury /"
sd,A,"and/CC they/PRP found/VBD him/PRP guilty/JJ ,/,","{C and } they found him guilty, /"
sd,A,and/CC they/PRP went/VBD through/IN the/DT sentencing/NN phase/NN and/CC everything/NN,{C and } they went through the sentencing phase and everything /
sd,A,"and/CC ,/, uh/UH ,/, you/PRP know/VBP ,/, they/PRP were/VBD told/VBN that/IN ,/, you/PRP know/VBP ,/, during/IN the/DT trial/NN that/IN this/DT is/VBZ this/DT guy/NN 's/POS first/JJ offense/NN","{C and, } {F uh, } {D you know, } they were told that, {D you know, } during the trial that this is this guy's first offense /"
sd,A,"and/CC he/PRP 's/HVS got/VBN this/DT clean/JJ record/NN ,/,","{C and } he's got this clean record, /"
sd,A,"and/CC ,/, and/CC they/PRP ended/VBD up/RP ,/,","[ {C and, } + {C and } ] they ended up, - /"
sd,A,"the/DT jury/NN ,/, you/PRP know/VBP ,/, decided/VBD ,/, hey/UH ,/, it/PRP 's/BES time/NN to/TO crackdown/VB here/RB ,/, you/PRP know/VBP ,/,","the jury, {D you know, } decided, {F hey, } it's time to crackdown here, {D you know, } /"
sd,A,and/CC it/PRP was/VBD time/NN to/TO do/VB this/DT drug/NN thing/NN,{C and } it was time to do this drug thing /
^q,A,and/CC let/NN 's/PRP crackdown/VB,{C and } let's crackdown /
^q,A,"and/CC let/VB 's/PRP really/RB ,/,","{C and } let's really, - /"
sd,A,"and/CC they/PRP sentenced/VBD him/PRP to/IN fifteen/CD years/NNS ,/,","{C and } they sentenced him to fifteen years,"
b,B,Uh-huh/UH ./.,Uh-huh. /
+,A,"you/PRP know/VBP ,/, which/WDT they/PRP thought/VBD first/JJ offense/NN ,/, okay/UH ,/, this/DT is/VBZ ,/, they/PRP thought/VBD that/IN that/DT was/VBD ,/, that/DT was/VBD a/DT good/JJ thing/NN ./.","{D you know, } which [ they thought first offense, okay, this is, + they thought ] that [ that was, + that was ] a good thing. /"
sd,A,And/CC they/PRP sentencing/VBG him/PRP to/IN fifteen/CD years/NNS,{C And } they sentencing him to fifteen years - /
sd,A,"and/CC ,/, um/UH ,/, after/IN it/PRP was/VBD all/RB over/RB ,/, uh/UH ,/, the/DT jud-/NN ,/, they/PRP sit/VBP down/RB with/IN the/DT judge/NN and/CC with/IN the/DT other/JJ two/CD lawyers/NNS ,/, ,/, let/VB me/PRP come/VB over/RP in/IN just/RB a/DT second/NN ,/, okay/UH ,/, and/CC sit/VB down/IN with/IN the/DT judge/NN and/CC with/IN the/DT other/JJ two/CD lawyers/NNS","{C and, } {F um, } after it was all over, {F uh, } [ the jud-, + they ] [ sit down with the judge and with the other two lawyers, + <<talks to someone in the background>>, {A let me come over in just a second, okay, } [ and + ] sit down with the judge and with the other two lawyers ] /"
sd,A,"and/CC they/PRP were/VBD told/VBN that/IN ,/, uh/UH ,/, he/PRP would/MD probably/RB serve/VB three/CD ,/,","{C and } they were told that, {F uh, } he would probably serve three,"
b,B,Uh-huh/UH ./.,Uh-huh. /
+,A,"of/IN the/DT fifteen/CD ,/,","of the fifteen,"
b,B,Uh-huh/UH ./.,Uh-huh. /
+,A,and/CC that/IN he/PRP had/VBD three/CD previous/JJ convictions/NNS ./.,and that he had three previous convictions. /
sd,A,"However/RB ,/, they/PRP could/MD not/RB tell/VB the/DT jud-/NN ,/, the/DT jury/NN that/IN during/IN the/DT trial/NN because/IN all/DT three/CD of/IN them/PRP were/VBD in/IN appeal/NN ./.","However, they could not tell [ the jud-, + the jury ] that during the trial because all three of them were in appeal. /"
b,B,"Oh/UH ,/, yeah/UH ./.","{F Oh, } yeah. /"
sd,A,"So/RB ,/, the/DT jury/NN did/VBD n't/RB know/VB about/IN it/PRP ,/,","{C So, } the jury didn't know about it, /"
sd,A,"so/RB here/RB they/PRP based/VBD their/PRP$ sentencing/NN thinking/NN that/IN this/DT was/VBD this/DT guy/NN 's/POS first/JJ offense/NN ,/,","{C so } here they based their sentencing thinking that this was this guy's first offense, /"
b,B,Sure/UH ./.,(( Sure )) . /
sd,A,"and/CC so/RB ,/, you/PRP know/VBP ,/, we/PRP 'll/MD give/VB him/PRP fifteen/CD which/WDT will/MD teach/VB him/PRP a/DT lesson/NN","[ {C and } + {C so, } ] {D you know, } we'll give him fifteen which will teach him a lesson /"
sv,A,"but/CC it/PRP 's/BES not/RB just/RB ,/, you/PRP know/VBP ,/, horrible/JJ ,/,","{C but } it's [ not + just, ] {D you know, } horrible,"
