act_tag,speaker,pos,text
"fo_o_fw_""_by_bc",A,Okay/UH ./.,Okay. /
qo,A,"Um/UH ,/, what/WDT type/NN of/IN magazines/NNS do/VBP you/PRP have/VB ?/.","{F Um, } what type of magazines do you have? /"
sd,B,We/PRP take/VBP several/JJ at/IN home/NN ./.,We take several at home. /
sd,B,"I/PRP ,/, I/PRP take/VBP ,/, um/UH ,/, SKIING/NNP MAGAZINE/NNP ,/,","[ I, + I ] take, {F um, } SKIING MAGAZINE, /"
sd,B,"and/CC I/PRP take/VBP ,/, uh/UH ,/, DISCOVER/NNP magazine/NN ,/, and/CC also/RB ,/, uh/UH ,/, C/NNP D/NNP AND/CC STEREO/NNP REVIEW/NNP --/:","{C and } I take, {F uh, } DISCOVER magazine, and also, {F uh, } C D AND STEREO REVIEW --"
b,A,Uh-huh/UH ./.,Uh-huh. /
+,B,"--/: and/CC NATIONAL/NNP GEOGRAPHIC/NNP ,/, I/PRP think/VBP --/:","-- and NATIONAL GEOGRAPHIC, I think --"
b,A,"Oh/UH ,/, MUMBLEx/XX ./.","{F Oh, } (( )) . /"
+,B,--/: and/CC BOYS/NNPS LIFE/NNP ./.,-- and BOYS LIFE <laughter>. /
ba,A,"Oh/UH ,/, good/UH ./.","{F Oh, } good. /"
ba,A,"That/DT 's/BES a/DT good/JJ one/NN ,/, I/PRP like/VBP to/TO get/VB ./.","That's a good one, I like to get <laughter>. /"
qy^d,A,"Um/UH ,/, so/RB I/PRP take/VBP it/PRP that/IN you/PRP like/VBP to/TO ski/VB ./.","{F Um, } {C so } I take it that you like to ski. /"
qy,A,"Do/VBP you/PRP ,/, do/VBP you/PRP ,/, um/UH ,/, receive/VB a/DT lot/NN of/IN information/NN on/IN skiing/NN through/IN the/DT SKI/NNP MAGAZINE/NNP ?/.","[ Do you, + do you, ] {F um, } receive a lot of information on skiing through the SKI MAGAZINE? /"
na,B,I/PRP presume/VBP that/IN I/PRP do/VBP ./.,I presume that I do. /
bk,A,Uh-huh/UH ./.,Uh-huh. /
sd,B,"Uh/UH ,/, I/PRP suppose/VBP that/DT puts/VBZ me/PRP on/IN some/DT mailing/NN lists/NNS and/CC so/RB forth/RB ,/, because/IN I/PRP do/VBP get/VB things/NNS --/:","{F Uh, } I suppose that puts me on some mailing lists and so forth, because I do get things --"
b,A,Oh/UH ./.,Oh. /
+,B,"--/: from/IN ski/NN associations/NNS and/CC things/NNS ,/, uh/UH ,/, at/IN ,/, during/IN the/DT year/NN ./.","-- from ski associations and things, {F uh, } [ at, + during ] the year. /"
