act_tag,speaker,pos,text
x,A,,<Laughter>.
b,B,Uh-huh/UH ./.,Uh-huh. /
sd,A,"Um/UH ,/, I/PRP guess/VBP we/PRP 're/VBP supposed/VBN to/TO talk/VB about/IN music/NN ./.","{F Um, } I guess we're supposed to talk about music. /"
aa,B,Okay/UH ./.,Okay. /
oo_co_cc,A,"And/CC ,/, uh/UH ,/, let/VB me/PRP go/VB ahead/RB and/CC push/VB one/CD here/RB ./.","{C And, } {F uh, } let me go ahead and push one here. /"
qy,A,"Uh/UH ,/, do/VBP you/PRP ha/VB ,/,","<tone> {F Uh, } do you ha-, - /"
qy,A,are/VBP you/PRP a/DT musician/NN yourself/PRP ?/.,are you a musician yourself? /
na,B,"Uh/UH ,/, well/UH ,/, I/PRP sing/VBP ./.","{F Uh, } {D well, } I sing. /"
b,A,Uh-huh/UH ./.,Uh-huh. /
sd,B,I/PRP do/VBP n't/RB play/VB an/DT instrument/NN ./.,I don't play an instrument. /
b,A,Uh-huh/UH ./.,Uh-huh. /
%,A,"Where/WRB ,/,","Where, - /"
qy,A,"do/VBP you/PRP sing/VB in/IN ,/, in/IN a/DT choir/NN or/CC a/DT choral/JJ group/NN ?/.","do you sing [ in, + in ] a choir or a choral group? /"
ng,B,"Oh/UH ,/, not/RB right/RB now/RB ./.","{F Oh, } not right now. /"
b,A,Uh-huh/UH ./.,Uh-huh. /
qw,A,What/WDT kind/NN of/IN singing/NN do/VBP you/PRP like/VB to/TO do/VB ?/.,What kind of singing do you like to do? /
sd,B,"Oh/UH ,/, pretty/RB much/JJ anything/NN ./.","<Talking> {F Oh, } pretty much anything. /"
b,A,"Yeah/UH ,/,","Yeah, /"
b,A,uh-huh/UH ./.,uh-huh. /
qy,A,"Um/UH ,/, are/VBP you/PRP ,/, uh/UH ,/, are/VBP ,/, are/VBP ,/, have/VBP you/PRP ,/, have/VBP you/PRP been/VBN singing/VBG a/DT long/JJ time/NN","{F Um, } [ [ [ are you, {F uh, } + [ are, + are, ] ] + have you, ] + have you ] been singing a long time /"
qrr,A,or/CC have/VBP you/PRP studied/VBN ?/.,{C or } have you studied? /
ny,B,"Oh/UH ,/, yeah/UH ./.","{F Oh, } yeah. /"
b,A,Uh-huh/UH ./.,Uh-huh. /
sd,B,"A/DT long/JJ time/NN out/RB ,/, all/RB through/IN college/NN and/CC everything/NN I/PRP was/VBD in/IN the/DT choirs/NNS ./.","A long time out, all through college and everything I was in the choirs. /"
b,A,Right/UH ./.,Right. /
sd,B,And/CC I/PRP 've/VBP had/VBN some/DT classical/JJ vocal/JJ training/NN ./.,{C And } I've had some classical vocal training. /
bh,A,"Oh/UH ,/, really/UH ?/.","{F Oh, } really? /"
ny,B,Uh-huh/UH ./.,Uh-huh. /
ba,A,"Oh/UH ,/, great/JJ ./.","{F Oh, } great. /"
qy,A,"Did/VBD ,/, did/VBD you/PRP do/VB that/DT in/IN ,/, uh/UH ,/, Texas/NNP ,/, or/CC somewhere/RB else/RB ?/.","[ Did, + did ] you do that in, {F uh, } Texas, or somewhere else? /"
nn,B,"No/UH ,/,","No, /"
sd,B,I/PRP was/VBD in/IN Europe/NNP ./.,I was in Europe. /
b,A,Oh/UH ./.,Oh. /
qw,A,Whereabouts/WRB ?/.,Whereabouts? /
sd,B,"In/IN ,/, uh/UH ,/, in/IN Germany/NNP ./.","[ In, + {F uh, } in ] Germany. /"
b,A,Uh-huh/UH ./.,Uh-huh. /
ba,A,"Oh/UH ,/, that/DT 's/BES wonderful/JJ ./.","{F Oh, } that's wonderful. /"
sd,A,"Um/UH ,/, well/UH ,/, I/PRP likewise/RB sang/VBD in/IN high/JJ school/NN and/CC in/IN college/NN in/IN choirs/NNS ,/,","{F Um, } {D well, } I likewise sang in high school and in college in choirs, /"
sd,A,"and/CC then/RB I/PRP did/VBD n't/RB sing/VB in/IN a/DT choral/JJ group/NN ,/, um/UH ,/, until/IN after/IN I/PRP was/VBD ,/, uh/UH ,/, married/JJ ,/,","{C and then } I didn't sing in a choral group, {F um, } until after I was, {F uh, } married, /"
sd,A,"and/CC I/PRP sang/VBD in/IN a/DT couple/NN of/IN ,/, uh/UH ,/, community/NN choirs/NNS ,/, and/CC then/RB um/UH ,/, waited/VBD for/IN a/DT while/NN ,/,","{C and } I sang in a couple of, {F uh, } community choirs, and then <breathing> {F um, } waited for a while, /"
sd,A,"and/CC now/RB I/PRP 've/VBP ,/, for/IN about/RB the/DT last/JJ eight/CD years/NNS I/PRP 've/VBP sung/VBN in/IN a/DT church/NN choir/NN here/RB ,/,","{C and } now [ I've, + for about the last eight years I've ] sung in a church choir here,"
b,B,"Oh/UH ,/, yeah/UH ./.","{F Oh, } yeah. /"
+,A,in/IN Texas/NNP ./.,in Texas. /
sd,A,"And/CC ,/, um/UH ,/, so/RB I/PRP ,/, I/PRP enjoy/VBP ,/,","{C And, } {F um, } {C so } [ I, + I ] enjoy,"
x,B,,<Throat_clearing>.
+,A,"just/RB the/DT chorals/NNS singing/VBG a/DT lot/NN ,/,","(( just )) the chorals singing a lot,"
b,B,Uh-huh/UH ./.,Uh-huh. /
+,A,as/IN well/UH ./.,as well. /
qy,A,"Um/UH ,/, are/VBP you/PRP a/DT soprano/NN ,/, alto/NN ,/, or/CC ,/,","{F Um, } are you a soprano, alto, or, -/"
sd,B,Soprano/NN ./.,Soprano. /
b^m,A,A/DT soprano/NN ./.,A soprano. /
sd,A,"Yeah/UH ,/, so/RB am/VBP I/PRP ./.","Yeah, so am I. /"
qy,A,"Do/VBP you/PRP ,/,","Do you, - /"
qw,A,"and/CC ,/, uh/UH ,/, what/WDT kind/NN of/IN music/NN do/VBP you/PRP like/VB to/TO sing/VB ?/.","{C and, } {F uh, } what kind of music do you like to sing? /"
sd,A,"Um/UH ,/, you/PRP were/VBD saying/VBG you/PRP had/VBD classical/JJ training/NN ./.","{F Um, } you were saying you had classical training. /"
qy,A,"Do/VBP you/PRP have/VB a/DT particular/JJ composer/NN that/WDT you/PRP like/VBP or/CC ,/,","Do you have a particular composer that you like or,"
%,B,"Oh/UH ,/, well/UH ,/,","{F Oh, } {D well, } /"
+,A,a/DT particular/JJ type/NN ?/.,a particular (( type )) ? /
sd,B,"as/RB far/RB as/IN opera/NN goes/VBZ ,/, I/PRP 'm/VBP ,/, I/PRP think/VBP most/RBS fond/JJ of/IN Verdi/NNP ./.","as far as opera goes, I'm, I think most fond of Verdi. /"
b,A,Uh-huh/UH ./.,Uh-huh. /
x,B,,<Noise>.
