act_tag,speaker,pos,text
"fo_o_fw_""_by_bc",A,Okay/UH ./.,<Beep> Okay. /
qy^d,B,"Well/UH ,/, I/PRP take/VBP it/PRP since/IN you/PRP selected/VBD this/DT topic/NN that/IN you/PRP have/VBP children/NNS ./.","{D Well, } I take it since you selected this topic that you have children. /"
nn,A,"No/UH ,/,","No, /"
sd,A,"I/PRP do/VBP n't/RB ,/,","I don't, /"
bh,B,You/PRP do/VBP n't/RB ?/.,You don't? /
sd,A,but/CC I/PRP have/VBP nine/CD younger/JJR brothers/NNS and/CC sisters/NNS ./.,{C but } I have nine younger brothers and sisters. /
ba,B,My/PRP$ goodness/NN ./.,My goodness. /
x,A,,<Laughter>.
sd,B,"So/RB ./. Well/UH ,/, I/PRP have/VBP two/CD daughters/NNS","<Laughter> {C So. } {D Well, } I have two daughters /"
sd,B,"and/CC ,/, um/UH ,/, they/PRP 're/VBP past/IN this/DT ,/, they/PRP 've/VBP been/VBN latchkey/NN children/NNS for/IN a/DT while/NN ,/,","{C and, } {F um, } [ they're past this, + they've been ] latchkey children for a while, /"
sd,B,"and/CC they/PRP 're/VBP almost/RB where/WRB I/PRP can/MD start/VB saying/VBG they/PRP 're/VBP ,/, you/PRP know/VBP ,/, young/JJ adults/NNS ,/,","{C and } they're almost where I can start saying they're, {D you know, } young adults, /"
b,A,Uh-huh/UH ./.,Uh-huh. /
sd,B,so/RB I/PRP do/VBP n't/RB have/VB to/TO worry/VB about/IN child/NN care/NN too/RB much/JJ anymore/RB ./.,{C so } I don't have to worry about child care too much anymore. /
ad,B,"Um/UH ,/, we/PRP 're/VBP supposed/VBN to/TO discuss/VB what/WP criteria/NNS we/PRP would/MD ask/VB ,/,","{F Um, } we're supposed to discuss what criteria we would ask,"
b,A,Uh-huh/UH ./.,Uh-huh. /
+,B,or/CC expect/VB ./.,or expect. /
%,A,"I/PRP would/MD assume/VB it/PRP 's/BES ,/, you/PRP know/VBP ,/, if/IN you/PRP were/VBD looking/VBG for/IN a/DT day-care/NN center/NN or/CC something/NN like/IN that/DT ./.","I would assume [ it's, + {D you know, } if you were ] looking for a day-care center or something like that. -/"
%,B,"Well/UH ,/, if/IN I/PRP were/VBD look/VBG ,/,","{D Well, } if I were look-, -/"
sv,A,Or/CC probably/RB even/RB baby-sitters/NNS would/MD be/VB the/DT same/JJ thing/NN ./.,{C Or } probably even baby-sitters would be the same thing. /
aa,B,Exactly/UH ./.,Exactly. /
aa,B,Exactly/UH ./.,Exactly. /
sd,B,"Um/UH ,/, I/PRP think/VBP my/PRP$ ,/, my/PRP$ top/JJ priority/NN would/MD be/VB that/IN it/PRP would/MD be/VB someone/NN who/WP would/MD be/VB responsible/JJ and/CC someone/NN that/WDT would/MD actually/RB like/VB children/NNS ./.","{F Um, } I think [ my, + my ] top priority would be that it would be someone who would be responsible and someone that would actually like children. /"
aa,A,"Yes/UH ,/,","Yes, /"
sd,A,I/PRP would/MD think/VB someone/NN older/JJR,I would think someone older /
sd,A,and/CC I/PRP would/MD want/VB to/TO know/VB if/IN they/PRP 've/VBP had/VBN any/DT past/JJ experience/NN with/IN children/NNS ./.,{C and } I would want to know if they've had any past experience with children. /
b,B,Uh-huh/UH ./.,Uh-huh. /
b^m,A,Uh-huh/UH ./.,<<Very faint>> Uh-huh. /
sv,B,And/CC I/PRP think/VBP that/DT varies/VBZ ./.,{C And } I think that varies. /
sv,B,I/PRP think/VBP a/DT lot/NN of/IN your/PRP$ criteria/NNS vary/VBP with/IN the/DT age/NN of/IN your/PRP$ child/NN ./.,I think a lot of your criteria vary with the age of your child. /
aa,A,"Yes/UH ,/,","Yes, /"
aa,A,that/DT 's/BES true/JJ also/RB ./.,that's true also. /
sv,B,"Um/UH ,/, you/PRP know/VBP ,/, it/PRP 's/BES ,/, it/PRP 's/BES ,/, once/RB they/PRP get/VBP to/IN a/DT certain/JJ age/NN it/PRP 's/BES almost/RB more/RBR important/JJ that/IN it/PRP 's/BES someone/NN that/WDT can/MD entertain/VB your/PRP$ child/NN as/IN opposed/VBN to/IN someone/NN who/WP 's/BES ,/, you/PRP know/VBP ,/, really/RB ,/, really/RB qualified/JJ --/:","{F Um, } {D you know, } [ [ it's, + it's, ] + once they get to a certain age it's ] almost more important that it's someone that can entertain your child as opposed to someone who's, {D you know, } [ really, + really ] qualified --"
b,A,Uh-huh/UH ./.,Uh-huh. /
+,B,--/: per/FW se/FW ./.,-- per se. /
sv,B,"Um/UH ,/, with/IN a/DT ,/, with/IN a/DT baby/NN ,/, definitely/RB have/VBP to/TO be/VB someone/NN who/WP knows/VBZ how/WRB to/TO handle/VB a/DT baby/NN and/CC would/MD know/VB how/WRB to/TO respond/VB to/IN an/DT emergency/NN ./.","{F Um, } [ with a, + with a ] baby, definitely have to be someone who knows how to handle a baby and would know how to respond to an emergency. /"
b,A,Uh-huh/UH ./.,Uh-huh. /
%,B,"So/UH ,/,","{C So, } -/"
sd,A,"Well/UH ,/, um/UH ,/, I/PRP did/VBD a/DT lot/NN of/IN baby-sitting/NN when/WRB I/PRP was/VBD younger/JJR ./.","{D Well, } {F um, } I did a lot of baby-sitting when I was younger. /"
sd,A,I/PRP 'm/VBP twenty-two/CD now/RB,I'm twenty-two now /
sd,A,and/CC I/PRP did/VBD most/JJS of/IN my/PRP$ baby-sitting/NN when/WRB I/PRP was/VBD between/IN the/DT ages/NNS of/IN thirteen/CD and/CC sixteen/CD ./.,{C and } I did most of my baby-sitting when I was between the ages of thirteen and sixteen. /
sd,A,"But/CC ,/, um/UH ,/, the/DT only/JJ thing/NN people/NNS ever/RB asked/VBD me/PRP ,/,","{C But, } {F um, } the only thing people ever asked me, - /"
sd,A,"well/UH ,/, of/IN course/NN ,/, they/PRP knew/VBD I/PRP came/VBD from/IN a/DT family/NN with/IN younger/JJR kids/NNS ,/,","{D well, } of course, they knew I came from a family with younger kids, /"
sd,A,but/CC they/PRP really/RB did/VBD n't/RB ask/VB me/PRP if/IN I/PRP was/VBD used/JJ to/IN children/NNS or/CC not/RB ./.,{C but } they really didn't ask me if I was used to children or not. /
sd,A,The/DT only/RB other/JJ thing/NN they/PRP asked/VBD me/PRP is/VBZ what/WP I/PRP would/MD expect/VB in/IN pay/NN ./.,The only other thing they asked me is what I would expect in pay. /
b,B,"Oh/UH ,/, uh-huh/UH ,/,","{F Oh, } uh-huh, /"
b,B,uh-huh/UH ./.,uh-huh. /
sd,A,"You/PRP know/VBP ,/, and/CC ,/, um/UH ,/, I/PRP was/VBD pretty/RB surprised/JJ because/IN if/IN I/PRP had/VBD a/DT child/NN and/CC someone/NN ,/, you/PRP know/VBP ,/, I/PRP would/MD want/VB to/TO know/VB ,/, I/PRP personally/RB would/MD ask/VB for/IN people/NNS that/WDT that/DT person/NN has/VBZ baby-sit/VBN for/IN before/RB ./.","{D You know, } {C and, } {F um, } I was pretty surprised because if I had a child and someone, {D you know, } [ I would want to know, + I personally would ask ] for people that that person has baby-sit for before. /"
sd,B,"Well/UH ,/, I/PRP ,/, my/PRP$ experience/NN ,/, I/PRP baby-sat/VBD a/DT lot/NN also/RB at/IN ,/, when/WRB I/PRP grew/VBD up/RP","{D Well, } [ [ I, + my experience, ] + I ] baby-sat a lot also [ at, + when ] I grew up /"
sv,B,"and/CC ,/, um/UH ,/, coming/VBG from/IN ,/, you/PRP know/VBP ,/, that/DT background/NN and/CC the/DT background/NN as/IN a/DT parent/NN now/RB ,/, I/PRP think/VBP the/DT reason/NN that/IN people/NNS do/VBP n't/RB ask/VB a/DT whole/JJ lot/NN of/IN questions/NNS is/VBZ a/DT ,/, a/DT lot/NN of/IN times/NNS baby-sitters/NNS ,/,","{C and, } {F um, } coming from, {D you know, } that background and the background as a parent now, I think the reason that people don't ask a whole lot of questions is [ a, + a ] lot of times baby-sitters, - /"
sd,B,"I/PRP know/VBP I/PRP did/VBD this/DT with/IN my/PRP$ children/NNS ,/,","I know I did this with my children, /"
sv,B,"it/PRP 's/BES ,/, you/PRP get/VBP somebody/NN where/WRB you/PRP kind/RB of/RB know/VBP the/DT family/NN already/RB ./.","[ it's, + you get ] somebody where you kind of know the family already. /"
b,A,Uh-huh/UH ./.,Uh-huh. /
sv,B,And/CC that/DT gives/VBZ you/PRP so/RB much/JJ basic/JJ knowledge/NN that/IN you/PRP do/VBP n't/RB ask/VB a/DT whole/JJ lot/NN of/IN questions/NNS ./.,{C And } that gives you so much basic knowledge that you don't ask a whole lot of questions. /
b,A,Uh-huh/UH ./.,Uh-huh. /
sd,B,"Becaus-/IN ,/, because/IN I/PRP had/VBD three/CD younger/JJR brothers/NNS and/CC sisters/NNS myself/PRP","[ {C Becaus-, } + {C because } ] I had three younger brothers and sisters myself /"
sd,B,"so/RB they/PRP ,/, they/PRP thought/VBD ,/, okay/UH ,/,","{C so } [ they, + they ] thought, okay, /"
^q,B,"she/PRP knows/VBZ how/WRB to/TO ,/, how/WRB to/TO treat/VB children/NNS ./.","she knows [ how to, + how to ] treat children. /"
b,A,Yes/UH ./.,Yes. /
sd,A,"Well/UH ,/, see/UH when/WRB ,/, um/UH ,/, I/PRP first/RB got/VBD my/PRP$ mai-/XX ,/, my/PRP$ first/JJ baby-sitting/NN job/NN was/VBD pretty/RB strange/JJ ./.","{D Well, } {D see } [ when, {F um, } I first got my mai-, + my first baby-sitting job was ] pretty strange. /"
sd,A,"Um/UH ,/, this/DT lady/NN saw/VBD us/PRP at/IN church/NN","{F Um, } this lady saw us at church /"
sd,A,"and/CC she/PRP was/VBD a/DT you/JJR ,/, you/PRP know/VBP ,/, she/PRP was/VBD a/DT younger/JJR lady/NN ./.","{C and } [ she was a you-, + {D you know, } she was a younger ] lady. /"
sd,A,She/PRP did/VBD n't/RB really/RB know/VB my/PRP$ mom/NN ./.,She didn't really know my mom. /
sd,A,She/PRP knew/VBD my/PRP$ mom/NN by/IN name/NN,She knew my mom by name /
