act_tag,speaker,pos,text
"fo_o_fw_""_by_bc",A,"Uh/UH ,/, I/PRP guess/VBP I/PRP 've/VBP had/VBN to/TO return/VB something/NN","{F Uh, } I guess I've had to return something /"
sd,A,"but/CC I/PRP 'm/VBP ca/MD ,/, ca/MD n't/RB decide/VB ,/,","{C but } [ I'm ca-, + can't ] decide, /"
sd,A,"mostly/RB it/PRP 's/HVS been/VBN because/IN I/PRP did/VBD n't/RB like/VB the/DT color/NN ,/,","mostly it's been because I didn't like the color, /"
b,B,Uh-huh/UH ./.,Uh-huh. /
sd,A,"or/CC ,/, um/UH ,/, I/PRP 'm/VBP not/RB sure/JJ whether/IN I/PRP 've/VBP had/VBN to/TO return/VB that/RB many/JJ things/NNS ,/, uh/UH ,/,","{C or, } {F um, } I'm not sure whether I've had to return that many things, {F uh, } /"
sd,B,"Well/UH ,/, I/PRP 'm/VBP having/VBG a/DT problem/NN right/RB now/RB with/IN a/DT computer/NN that/WDT we/PRP 've/VBP just/RB returned/VBN ./.","{D Well, } I'm having a problem right now with a computer that we've just returned. /"
bh,A,"Oh/UH ,/, are/VBP you/PRP ?/.","{F Oh, } are you? /"
sd,B,"So/RB ,/, for/IN me/PRP it/PRP 's/BES actually/RB a/DT pretty/RB good/JJ topic/NN ./.","{D So, } for me it's actually a pretty good topic. /"
b,A,"Okay/UH ,/,","Okay, /"
ba,A,"good/UH ,/,","good, /"
ad,A,"so/RB ,/, we/PRP 'll/MD talk/VB about/IN that/DT some/RB ./.","{C so, } we'll talk about that some. /"
aa,B,"Yeah/UH ,/,","Yeah, /"
oo_co_cc,B,"well/UH ,/, we/PRP could/MD talk/VB about/IN that/DT ,/,","{D well, } we could talk about that, /"
oo_co_cc,B,"and/CC then/RB we/PRP could/MD talk/VB a/DT bit/NN about/IN ,/, um/UH ,/, just/RB quality/NN of/IN products/NNS in/IN general/JJ ,/,","{C and then } we could talk a bit about, {F um, } just quality of products in general,"
b,A,Right/UH ./.,Right. /
+,B,"if/IN y-/PRP ,/, they/PRP 're/VBP better/JJR or/CC worse/JJR like/IN if/IN they/PRP last/VBP longer/RBR or/CC something/NN like/IN that/DT ./.","if [ y-, + they're ] better or worse like if they last longer or something like that. /"
aa,A,"Okay/UH ,/,","Okay, /"
