act_tag,speaker,pos,text
sv,A,"Uh/UH ,/, I/PRP guess/VBP my/PRP$ feelings/NNS are/VBP that/IN ,/, uh/UH ,/, we/PRP almost/RB have/VBP a/DT universal/JJ health/NN care/NN system/NN ,/, uh/UH ,/, to/IN a/DT great/JJ degree/NN ,/, except/IN that/IN now/RB I/PRP read/VBP where/WRB we/PRP 've/VBP left/VBN out/RP about/RB thirty-four/CD million/CD people/NNS ./.","<Music> {F Uh, } I guess my feelings are that, {F uh, } we almost have a universal health care system, {F uh, } to a great degree, except that now I read where we've left out about thirty-four million people. /"
b,B,Oh/UH ./.,<Noise> <talking> Oh. /
sv,A,"And/CC ,/, uh/UH ,/, I/PRP do/VBP n't/RB know/VB exactly/RB how/WRB we/PRP 're/VBP going/VBG to/TO cover/VB many/JJ of/IN these/DT people/NNS ,/, because/IN I/PRP 'm/VBP sure/JJ that/IN some/DT of/IN them/PRP do/VBP n't/RB ,/, uh/UH ,/, do/VBP n't/RB have/VB the/DT wherewithal/NN to/TO do/VB it/PRP themselves/PRP ,/,","{C And, } {F uh, } I don't know exactly how we're going to cover many of these people, because I'm sure that some of them [ don't, + {F uh, } don't ] have the wherewithal to do it themselves, /"
sv,A,"so/RB ,/, uh/UH ,/, I/PRP ,/, I/PRP have/VBP a/DT feeling/NN ,/, since/IN I/PRP have/VBP just/RB about/RB as/RB good/JJ a/DT health/NN care/NN coverage/NN that/WDT anybody/NN can/MD get/VB ,/, that/IN this/DT ,/, uh/UH ,/, then/RB becomes/VBZ an/DT obligation/NN of/IN the/DT government/NN ,/,","{C so, } {F uh, } [ I, + I ] have a feeling, since I have just about as good a health care coverage that anybody can get, that this, {F uh, } then becomes an obligation of the government, /"
sv,A,"because/IN it/PRP 's/BES going/VBG to/TO become/VB an/DT obligation/NN of/IN either/DT state/NN ,/, local/JJ or/CC federal/JJ government/NN ,/, anyway/UH ./.","{C because } it's going to become an obligation of either state, local or federal government, anyway. /"
b,B,"Yeah/UH ,/,","Yeah, /"
sv,B,"because/IN when/WRB people/NNS ca/MD n't/RB pay/VB ,/, they/PRP end/VBP up/RP going/VBG to/IN clinics/NNS or/CC ,/, you/PRP know/VBP ,/, to/IN public/JJ hospitals/NNS ,/, and/CC that/DT kind/NN of/IN thing/NN ,/,","{C because } when people can't pay, they end up going to clinics or, {D you know, } to public hospitals, and that kind of thing, /"
%,B,"and/CC ,/, you/PRP know/VBP ,/,","{C and, } {D you know, } -/"
sv,A,"Well/UH ,/, it/PRP seems/VBZ to/IN me/PRP that/IN ,/, that/IN I/PRP 'm/VBP paying/VBG anyway/RB ,/, because/IN when/WRB I/PRP go/VBP ,/, or/CC my/PRP$ insurance/NN carrier/NN ,/, anyway/UH ,/, when/WRB I/PRP pay/VBP something/NN ,/, the/DT bills/NNS seem/VBP inordinately/RB high/JJ ./.","{D Well, } it seems to me [ that, + that ] I'm paying anyway, because [ when I go, + {A or my insurance carrier, anyway, } when I pay ] something, the bills seem inordinately high. /"
aa,B,"Oh/UH ,/, definitely/UH ./.","{F Oh, } definitely. /"
sv,A,"And/CC the/DT reason/NN that/IN they/PRP 're/VBP inordinately/RB high/JJ is/VBZ because/IN that/DT has/VBZ ,/,","{C And } the reason that they're inordinately high is because that has,"
x,B,,<Talking>.
+,A,to/TO cover/VB the/DT costs/NNS for/IN the/DT indigent/JJ people/NNS who/WP apparently/RB --/:,to cover the costs for the indigent people who apparently --
b,B,Right/UH ./.,Right. /
+,A,--/: do/VBP n't/RB have/VB the/DT money/NN or/CC the/DT wherewithal/NN to/TO do/VB that/DT ./.,-- don't have the money or the wherewithal to do that. /
b,B,"Yeah/UH ,/,","Yeah, /"
b,B,yeah/UH ./.,yeah. /
sv,A,"It/PRP would/MD seem/VB to/TO spread/VB it/PRP out/RP a/DT little/RB better/RBR if/IN the/DT employers/NNS who/WP ,/, uh/UH ,/, employ/VBP these/DT people/NNS ,/, and/CC pay/VBP them/PRP ,/, uh/UH ,/, you/PRP know/VBP ,/, subminimum/JJ wages/NNS or/CC whatever/WP ,/,","It would seem to spread it out a little better if the employers who, {F uh, } employ these people, and pay them, {F uh, } {D you know, } subminimum wages or whatever,"
b,B,Yeah/UH ./.,Yeah. /
+,A,"were/VBD asked/VBN to/TO sh/VB ,/, share/VB their/PRP$ fair/JJ burden/NN of/IN this/DT too/RB ,/, just/RB as/IN my/PRP$ employer/NN is/VBZ ./.","were asked to [ sh-, + share ] their fair burden of this too, just as my employer is. /"
b,B,"Yeah/UH ,/,","Yeah, /"
b,B,yeah/UH ./.,yeah. /
sv,A,"And/CC myself/PRP ,/, I/PRP guess/VBP ./.","<Talking> And myself, I guess. /"
b,B,"Yeah/UH ,/,","Yeah, /"
sv,B,that/DT sounds/VBZ like/IN a/DT good/JJ idea/NN ./.,that sounds like a good idea. /
