act_tag,speaker,pos,text
"fo_o_fw_""_by_bc",B,Okay/UH ./.,Okay. /
b,A,All/JJ right/RB ./.,All right. /
sd,B,"Um/UH ,/, I/PRP ,/, I/PRP understand/VBP that/IN it/PRP 's/BES being/VBG proposed/VBN as/IN a/DT requirement/NN ,/,","{F Um, } [ I, + I ] understand that it's being proposed as a requirement,"
b,A,Uh-huh/UH ./.,Uh-huh. /
+,B,"for/IN ,/, uh/UH ,/, young/JJ people/NNS to/TO be/VB ,/, to/TO go/VB into/IN public/JJ service/NN ./.","for, {F uh, } young people [ to be, + to go ] into public service. /"
%,B,"I/PRP think/VBP ,/,","I think, -/"
aa,A,"Yes/UH ,/,","Yes, /"
sd,A,"all/DT ,/, all/DT young/JJ Americans/NNPS ,/, they/PRP did/VBD not/RB specify/VB ,/, you/PRP know/VBP ,/, exactly/RB what/WP young/JJ means/VBZ ./.","[ all, + all ] young Americans, they did not specify, {D you know, } exactly what young means. /"
b,B,"Yeah/UH ,/,","Yeah, /"
b,B,yeah/UH ./.,yeah. /
sv,B,"I/PRP think/VBP that/IN it/PRP probably/RB would/MD be/VB a/DT ,/, a/DT good/JJ program/NN ./.","I think that it probably would be [ a, + a ] good program. /"
sv,B,I/PRP think/VBP probably/RB two/CD years/NNS is/VBZ too/RB long/JJ ./.,I think probably two years is too long. /
b,A,Yeah/UH ./.,Yeah. /
sv,B,"I/PRP think/VBP maybe/RB a/DT year/NN would/MD be/VB ,/,","I think maybe a year would be,"
b,A,Yeah/UH ./.,Yeah. /
+,B,the/DT longest/JJS ./.,the longest. /
aa,A,"Yeah/UH ,/,","Yeah, /"
aa,A,"you/PRP 're/VBP prob-/RB ,/, probably/RB right/JJ ,/,","you're [ prob-, + probably ] right, /"
aa,A,two/CD years/NNS might/MD be/VB a/DT little/RB too/RB long/JJ ./.,two years might be a little too long. /
b,B,"Yeah/UH ,/,","Yeah, /"
sv,B,and/CC there/EX will/MD be/VB a/DT lot/NN of/IN rebellion/NN in/IN that/IN,{C and } there will be a lot of rebellion in that /
sv,B,"and/CC when/WRB you/PRP get/VBP people/NNS who/WP have/VBP no/DT desire/NN to/TO be/VB there/RB in/IN the/DT first/JJ place/NN ,/,","{C and } when you get people who have no desire to be there in the first place,"
aa,A,That/DT 's/BES right/JJ ./.,That's right. /
aa,A,"That/DT ,/,","[ That, +"
+,B,I/PRP do/VBP n't/RB think/VB that/IN they/PRP 're/VBP going/VBG to/TO be/VB serving/VBG anybody/NN ./.,I don't think that they're going to be serving anybody. /
+,A,that/DT would/MD be/VB the/DT problem/NN ./. Sure/RB would/MD ./.,that ] would be the problem. Sure would. /
b,B,Yeah/UH ./.,Yeah. /
sv,B,"So/RB I/PRP think/VBP it/PRP would/MD be/VB a/DT good/JJ thing/NN though/IN ,/,","{C So } I think it would be a good thing though,"
b,A,Uh-huh/UH ./.,Uh-huh. /
+,B,to/TO encourage/VB other/JJ people/NNS who/WP are/VBP n't/RB even/RB aware/JJ that/IN they/PRP can/MD do/VB such/PDT a/DT thing/NN ./.,to encourage other people who aren't even aware that they can do such a thing.
b,A,Uh-huh/UH ./.,Uh-huh. /
+,B,to/TO get/VB out/IN there/RB and/CC do/VB so/RB ./.,to get out there and do so. /
aa,A,"Yeah/UH ,/,","Yeah, /"
sv,A,"or/CC maybe/RB offer/VB them/PRP ,/, you/PRP know/VBP ,/, some/DT sort/NN of/IN an/DT incentive/NN to/TO do/VB it/PRP ./.","{C or } maybe offer them, {D you know, } some sort of an incentive to do it."
b,B,Yeah/UH ./.,Yeah. /
+,A,"Uh/UH ,/, you/PRP know/VBP college/NN credit/NN ,/, you/PRP know/VBP ,/, something/NN ,/, you/PRP know/VBP ,/,","{F Uh, } {D you know } college credit, {D you know, } something, {D you know, } /"
b,B,Right/UH ./.,Right. /
sd,A,I/PRP 'm/VBP not/RB sure/JJ what/WP,I'm not sure what /
%,A,"but/CC ,/,","{C but, } -/"
aa,B,Right/UH ./.,Right. /
