act_tag,speaker,pos,text
sd,A,So/UH the/DT general/JJ topic/NN is/VBZ hobbies/NNS ./.,{D So } the general topic is hobbies. /
aa,B,Yes/UH ./.,Yes. /
ad,A,Let/VB 's/PRP hear/VB about/IN your/PRP$ hobbies/NNS ./.,Let's hear about your hobbies. /
^h,B,"Well/UH ,/, let/VB 's/PRP see/VB ,/,","{D Well, } let's see, /"
qw,B,what/WP kind/NN of/IN hobbies/NNS do/VBP I/PRP have/VB ?/.,what kind of hobbies do I have? /
sd,B,"I/PRP guess/VBP ,/, uh/UH ,/, I/PRP ,/, it/PRP 's/BES more/RBR not/RB so/RB much/RB a/DT hobby/NN but/CC things/NNS I/PRP enjoy/VBP doing/VBG ./.","I guess, {F uh, } [ I, + it's ] more not so much a hobby but things I enjoy doing. /"
sd,B,"I/PRP enjoy/VBP playing/VBG basketball/NN and/CC ,/, and/CC basically/RB all/DT kinds/NNS of/IN sports/NNS ./.","I enjoy playing basketball [ and, + and ] basically all kinds of sports. /"
%,B,"And/CC ,/, uh/UH ,/,","{C And, } {F uh, } -/"
qy,A,Any/DT handicrafts/NNS ?/.,Any handicrafts? /
br,B,Excuse/VB me/PRP ./.,Excuse me. /
qy,A,Any/DT handicrafts/NNS ?/.,Any handicrafts? /
nn,B,"No/UH ,/,","No, /"
sd,B,"not/RB ,/, not/RB really/RB ,/, um/UH ,/,","[ not, + not ] really, {F um, } /"
nn,B,"no/UH ,/,","no, /"
sd,B,I/PRP 'm/VBP really/RB not/RB too/RB creative/JJ,I'm really not too creative /
sd,B,"well/UH ,/, I/PRP ,/, uh/UH ,/, you/PRP know/VBP ,/, around/IN with/IN my/PRP$ hands/NNS and/CC things/NNS like/IN that/DT","{D well, } I, {F uh, } {D you know, } around with my hands and things like that - /"
sd,B,I/PRP leave/VBP that/DT more/RBR up/IN to/IN my/PRP$ Mom/NNP ./.,I leave that more up to my Mom <laughter>. /
sd,A,"So/UH ,/, um/UH ,/, I/PRP think/VBP I/PRP 'm/VBP MUMBLEx/XX in/IN handicraft/NN ./.","{D So, } {F um, } I think I'm (( )) in handicraft. /"
b,B,"Oh/UH ,/, yeah/UH ./.","{F Oh, } yeah. /"
sd,A,I/PRP think/VBP it/PRP will/MD become/VB resume/NN writing/NN ./.,I think it will become resume writing. /
ba,B,"Oh/UH ,/, well/UH ,/, let/VB 's/PRP hope/VB that/IN you/PRP ,/, you/PRP are/VBP n't/RB employed/VBN by/IN that/DT craft/NN for/IN too/RB long/RB ./.","{F Oh, } <laughter> {D well, } let's hope that [ you, + you ] aren't employed by that craft for too long. /"
aa,A,"Uh/UH ,/, yeah/UH ,/,","{F Uh, } yeah, /"
sd,A,"I/PRP ,/, I/PRP hate/VBP to/TO think/VB about/IN it/PRP","[ I, + I ] hate to think about it /"
sd,A,"and/CC ,/, and/CC I/PRP 'm/VBP getting/VBG rather/RB good/JJ at/IN reading/VBG want/NN ads/NNS ./.","[ {C and, } + {C and } ] I'm getting rather good at reading want ads. /"
b,B,Uh-huh/UH ./.,Uh-huh. /
b,A,"Yeah/UH ,/,","Yeah, /"
%,A,"it/PRP ,/, it/PRP ,/,","[ it, + it, ] -/"
qw,B,"Wh/WP ,/, what/WP kind/NN of/IN time/NN frame/NN is/VBZ it/PRP ,/, uh/UH ,/, looking/VBG for/IN the/DT ,/, uh/UH ,/, different/JJ shifts/NNS up/IN there/RB ?/.","[ Wh-, + what ] kind of time frame is it, {F uh, } looking for the, {F uh, } different shifts up there? /"
%,A,"I/PRP ,/,","I <breathing>, - /"
qh,A,who/WP knows/VBZ ./.,who knows. /
%,B,"Is/VBZ it/PRP ,/, uh/UH ,/,","Is it, {F uh, } - /"
sd,B,"basically/RB ,/, I/PRP had/VBD read/VBN that/IN they/PRP 're/VBP just/RB looking/VBG at/IN relocating/VBG them/PRP all/DT to/IN McKinney/NNP is/VBZ it/PRP ,/, Texas/NNP ,/,","basically, I had read that they're just looking at relocating them all to McKinney is it, Texas, /"
ar,A,"No/UH ,/,","No, /"
sd,A,"all/DT means/VBZ about/IN fifteen/CD to/IN twenty/CD percent/NN ,/,","all means about fifteen to twenty percent,"
ba,B,"Oh/UH ,/, wow/UH ./.","{F Oh, } wow. /"
+,A,"of/IN ,/, of/IN ,/, oh/UH ,/,","[ of, + of, ] {F oh, } - /"
sd,A,"I/PRP 'm/VBP sure/JJ the/DT number/NN 's/BES s-/RB ,/, somewhere/RB classified/VBD","I'm sure the number's [ s-, + somewhere ] classified /"
sd,A,"but/CC some/DT of/IN the/DT internal/JJ news/NN and/CC the/DT news/NN services/NNS ,/,","{C but } some of the internal news and the news services, - /"
sd,A,"so/RB ,/, it/PRP 's/BES approximately/RB six/CD fifty/CD ,/,","{C so, } it's approximately six fifty, /"
b,B,Uh-huh/UH ./.,Uh-huh. /
sd,A,"so/RB ten/CD percent/NN of/IN six/CD fifty/CD ,/, is/VBZ sixty-five/CD","{C so } ten percent of six fifty, is sixty-five /"
sd,A,and/CC twenty/CD percent/NN would/MD be/VB one/CD thirty/CD ./.,{C and } twenty percent would be one thirty. /
ba,B,"Wow/UH ,/,","Wow, /"
bh,B,how/WRB about/IN that/DT ./.,how about that. /
b,B,"Yeah/UH ,/,","Yeah, /"
sd,B,that/DT 's/BES what/WP it/PRP did/VBD report/VB was/VBD a/DT hundred/CD and/CC thirty/CD relocating/VBG down/IN to/IN McKinney/NNP ./.,that's what it did report was a hundred and thirty relocating down to McKinney. /
aa,A,"Yeah/UH ,/,","Yeah, /"
aap_am,A,that/DT 's/BES possible/JJ ./.,that's possible. /
bh,B,How/WRB about/IN that/DT ./.,How about that. /
ba,B,"Well/UH ,/, that/DT 's/BES ,/, uh/UH ,/, that/WDT 's/BES unfortunate/JJ","{D Well, } [ that's, + {F uh, } that's ] unfortunate /"
%,B,"is/VBZ there/RB many/RB other/JJ ,/,","is there many other, - /"
qy,B,are/VBP you/PRP in/IN the/DT defense/NN ?/.,are you in the defense? /
ny,A,"Oh/UH ,/, yes/UH ,/, MUMBLEx/XX ./.","{F Oh, } yes, (( )) . /"
qy,B,"Is/VBZ it/PRP ,/, uh/UH ,/, many/JJ other/JJ corporations/NNS in/IN the/DT area/NN ?/.","Is it, {F uh, } many other corporations in the area? /"
no,A,"Uh/UH ,/, I/PRP saw/VBD Seven/CD Eleven/CD that/DT was/VBD hiring/VBG ./.","{F Uh, } I saw Seven Eleven that was hiring. /"
