act_tag,speaker,pos,text
"fo_o_fw_""_by_bc",B,"Okay/UH ,/,","Okay, /"
qw,B,what/WP kind/NN of/IN puppy/NN you/PRP got/VBD ?/.,what kind of puppy you got? /
sd,A,"Well/UH ,/, uh/UH ,/, I/PRP think/VBP she/PRP 's/BES mostly/RB German/NNP Shepherd/NNP ./.","{D Well, } {F uh, } I think she's mostly German Shepherd. /"
%,A,"Uh/UH ,/, she/PRP was/VBD ,/, uh/UH ,/, uh/UH ,/,","{F Uh, } she was, {F uh, } {F uh, } - /"
sd,A,"a/DT person/NN lives/VBZ across/IN the/DT street/NN from/IN me/PRP ,/, uh/UH ,/, brought/VBD her/PRP$ home/NN from/IN work/NN because/IN a/DT coworker/NN of/IN hers/JJ ,/, uh/UH ,/, had/VBD this/DT dog/NN appear/VB on/IN its/PRP$ front/NN doorstep/NN ,/,","a person lives across the street from me, {F uh, } brought her home from work because a coworker of hers, {F uh, } had this dog appear on its front doorstep, /"
%,B,Uh/UH ./.,{F Uh. } /
sd,A,"somebody/NN ,/, somebody/NN abandoned/VBD her/PRP","[ somebody, + somebody ] abandoned her /"
sd,A,"and/CC ,/,","{C and, }"
b,B,Uh-huh/UH ./.,Uh-huh. /
+,A,"she/PRP 's/BES only/RB about/RB ,/, oh/UH ,/, si-/CD ,/, between/IN six/CD and/CC eight/CD ,/, six/CD to/IN eight/CD weeks/NNS old/JJ","she's only [ [ about, {F oh, } si-, + between six and eight, ] + six to eight ] weeks old /"
sd,A,"and/CC ,/,","{C and, }"
b,B,Oh/UH ./.,Oh. /
+,A,"uh/UH ,/, uh/UH ,/, I/PRP ca/MD n't/RB understand/VB why/WRB anyone/NN would/MD abandon/VB this/DT dog/NN ,/, though/RB ./.","{F uh, } {F uh, } I can't understand why anyone would abandon this dog, though. /"
sd,A,"She/PRP 's/BES ,/, o-/RB ,/, I/PRP mean/VBP she/PRP 's/BES that/IN ,/, this/DT young/JJ","[ She's, + [ o-, + ] {E I mean } she's ] [ that, + this ] young /"
sd,A,and/CC she/PRP 's/BES almost/RB housebroken/JJ ./.,{C and } she's almost housebroken. /
ba,B,Wow/UH ./.,Wow. /
sd,A,I/PRP mean/VBP she/PRP actually/RB asks/VBZ to/TO go/VB out/RB ./.,{E I mean } she actually asks to go out. /
ba,B,That/DT 's/BES great/JJ ./.,That's great. /
aa,A,"And/CC ,/, uh/UH ,/, yeah/UH","{C And, } {F uh, } yeah /"
sd,A,I/PRP was/VBD amazed/VBN ./.,I was amazed. /
x,B,./.,<Laughter>.
sd,A,"Really/RB good/JJ temperament/NN and/CC very/RB playful/JJ and/CC affectionate/JJ ,/, good/JJ personality/NN ./.","Really good temperament and very playful and affectionate, good personality. - /"
h,A,"I/PRP do/VBP n't/RB know/VB ,/,","I don't know, /"
sd,A,"I/PRP ca/MD n't/RB imagine/VB what/WP ,/, uh/UH ,/, would/MD have/VB been/VBN wrong/JJ with/IN this/DT dog/NN ,/,","I can't imagine what, {F uh, } would have been wrong with this dog, /"
%,A,so/RB ./.,{C so. } -/
b,B,"Yeah/UH ,/,","Yeah, /"
sd,B,"well/UH I/PRP ,/, I/PRP have/VBP a/DT dog/NN that/WDT God/NNP gave/VBD us/PRP too/RB ,/, ./.","{D well } [ I, + I ] have a dog that God gave us too, <laughter>. /"
b,A,Uh-huh/UH ./.,Uh-huh. /
b,B,"Yeah/UH ,/,","Yeah, /"
sd,B,she/PRP just/RB appeared/VBD ./.,she just appeared. /
bh,A,"Oh/UH ,/, really/UH ./.","{F Oh, } really. /"
ny,B,"Yeah/UH ,/,","Yeah, /"
sd,B,"my/PRP$ husband/NN calls/VBZ her/PRP$ street/NN dog/NN ,/,","my husband calls her street dog, /"
sd,B,"but/CC we/PRP 've/VBP had/VBN her/PRP now/RB for/IN about/RB three/CD years/NNS ,/,","{C but } we've had her now for about three years, /"
b,A,Uh-huh/UH ./.,Uh-huh. /
%,B,"and/CC I/PRP just/RB ,/,","{C and } I just, - /"
sv,B,you/PRP get/VBP so/RB attached/JJ to/IN them/PRP ./.,you get so attached to them. /
aa,A,"Oh/UH ,/, yeah/UH ./.","{F Oh, } yeah. /"
sd,A,"I/PRP had/VBD a/DT ,/, uh/UH ,/,","I had a, {F uh, } - /"
sd,A,"last/JJ year/NN I/PRP had/VBD ano-/DT ,/, I/PRP had/VBD another/DT German/NNP Shepherd/NNP ,/,","last year [ I had ano-, + I had another ] German Shepherd, /"
sd,A,now/RB this/DT one/CD was/VBD purebred/JJ,{D now } this one was purebred /
