act_tag,speaker,pos,text
"fo_o_fw_""_by_bc",A,Okay/UH ./.,Okay. /
qw,A,What/WP type/NN of/IN things/NNS do/VBP you/PRP feel/VB would/MD invade/VB your/PRP$ privacy/NN every/DT day/NN ?/.,What type of things do you feel would invade your privacy every day? /
sd,B,"Um/UH ,/, huh/UH ./. Well/UH ,/, I/PRP do/VBP n't/RB like/VB it/PRP when/WRB ,/, uh/UH ,/, people/NNS listen/VBP to/IN my/PRP$ phone/NN conversations/NNS ,/, like/IN if/IN they/PRP 're/VBP outside/IN my/PRP$ door/NN while/IN I/PRP 'm/VBP talking/VBG in/IN my/PRP$ room/NN ,/,","{F Um, } {F huh. } {D Well, } I don't like it when, {F uh, } people listen to my phone conversations, like if they're outside my door while I'm talking in my room <laughter>,"
x,A,,<Laughter>.
+,B,or/CC when/WRB people/NNS like/UH look/VBP through/IN my/PRP$ things/NNS in/IN my/PRP$ bedroom/NN ./.,or when people {D like } look through my things in my bedroom <laughter>. /
b,A,"Yeah/UH ,/,","Yeah, /"
sv,A,that/DT 's/BES right/JJ ./.,that's right. /
sv,A,That/DT is/VBZ really/RB an/DT invasion/NN of/IN privacy/NN ./.,That is really an invasion of privacy. /
b,B,Yeah/UH ./.,Yeah. /
sd,A,"I/PRP ,/, I/PRP find/VBP it/PRP very/RB annoying/JJ when/WRB I/PRP 've/VBP worked/VBN all/DT day/NN to/TO come/VB in/RB and/CC my/PRP$ phone/NN to/TO ring/VB constantly/RB ,/, the/DT solicitors/NNS ,/, and/CC the/DT carpet/NN cleaning/NN companies/NNS and/CC ,/,","[ I, + I ] find it very annoying when I've worked all day to come in and my phone to ring constantly, the solicitors, and the carpet cleaning companies and, -/"
b,B,Uh-huh/UH ./.,Uh-huh. /
qy,A,Does/VBZ that/DT happen/VB in/IN your/PRP$ part/NN of/IN the/DT country/NN ?/.,Does that happen in your part of the country? /
ny,B,Yes/UH ./.,Yes. /
ny,B,Uh-huh/UH ./.,Uh-huh. /
sd,A,"I/PRP ,/, uh/UH ,/,","[ I, + {F uh, }"
na,B,Definitely/UH ./.,Definitely. /
+,A,I/PRP come/VBP home/RB,I ] come home /
sd,A,and/CC I/PRP am/VBP trying/VBG to/TO get/VB a/DT few/JJ things/NNS done/VBN,{C and } I am trying to get a few things done /
sd,A,and/CC I/PRP ca/MD n't/RB do/VB anything/NN but/CC answer/VB the/DT telephone/NN ./.,{C and } I can't do anything but answer the telephone. /
b,B,Right/UH ./.,Right <laughter>. /
sv,A,"Some/DT evenings/NNS are/VBP worse/JJR than/IN others/NNS ,/,","Some evenings are worse than others, /"
sd,A,"but/CC I/PRP wish/VBP I/PRP could/MD put/VB a/DT stop/NN to/IN it/PRP ,/,","{C but } I wish I could put a stop to it, /"
