act_tag,speaker,pos,text
"fo_o_fw_""_by_bc",A,"Okay/UH ,/,","Okay, /"
ad,A,"Scott/NNP ,/, let/VB 's/PRP ,/, uh/UH ,/, talk/VB about/IN advice/NN that/WDT we/PRP can/MD offer/VB a/DT parent/NN where/WRB the/DT child/NN is/VBZ going/VBG to/TO go/VB to/IN a/DT university/NN --/:","Scott, let's, {F uh, } talk about advice that we can offer a parent where the child is going to go to a university -- /"
b,B,Uh-huh/UH ./.,Uh-huh. /
qy,B,Do/VBP you/PRP have/VB any/DT ?/.,Do you have any? /
%,A,"--/: and/CC ,/,","-- {C and, } -/"
qy,B,Do/VBP you/PRP have/VB any/DT kids/NNS,Do you have any kids /
%,B,"or/CC ,/,","{C or, } -/"
sd,A,"I/PRP have/VBP some/DT ,/, yes/UH ,/, some/DT children/NNS ./.","I have [ some, + {D yes, } some ] children. /"
sd,A,I/PRP have/VBP three/CD boys/NNS ./.,I have three boys. /
b,B,Uh-huh/UH ./.,Uh-huh. /
sd,A,And/CC they/PRP 're/VBP all/DT quite/RB young/JJ --/:,{C And } they're all quite young -- /
b,B,Uh-huh/UH ./.,Uh-huh. /
sd,A,--/: and/CC so/RB we/PRP want/VBP to/TO plan/VB for/IN their/PRP$ education/NN,-- {C and so } we want to plan for their education /
sd,A,or/CC we/PRP 're/VBP saving/VBG right/RB now/RB,{C or } we're saving right now /
sd,A,"and/CC we/PRP 're/VBP getting/VBG bonds/NNS ,/, and/CC ,/, and/CC ,/, uh/UH ,/, and/CC hopefully/RB finances/NNS set/VBN aside/RB so/IN that/IN they/PRP can/MD choose/VB a/DT college/NN that/WDT they/PRP want/VBP to/TO ./.","{C and } we're getting bonds, [ [ and, + and, ] + {F uh, } and ] hopefully finances set aside so that they can choose a college that they want to. /"
qo,A,How/WRB about/IN yourself/PRP ?/.,How about yourself? /
qy,A,Do/VBP you/PRP have/VB any/DT kids/NNS ?/.,Do you have any kids? /
nn,B,"No/UH ,/,","No, /"
sd,B,"I/PRP 'm/VBP in/IN ,/, I/PRP 'm/VBP in/IN graduate/NN school/NN right/RB now/RB ./.","[ I'm in, + I'm in ] graduate school right now <laughter>. /"
sd,A,So/RB I/PRP imagine/VBP you/PRP 've/VBP gone/VBN through/IN the/DT experience/NN yourself/PRP of/IN selecting/VBG your/PRP$ college/NN --/:,<Laughter> {C So } I imagine you've gone through the experience yourself of selecting [ your college + --
aa,B,Yeah/UH ./.,Yeah. /
+,A,--/: your/PRP$ own/JJ college/NN ./.,-- your own college. ] /
aa,B,"Yeah/UH ,/,","Yeah, /"
aa,B,definitely/UH ./.,definitely. /
sd,B,"In/IN fact/NN ,/, I/PRP 'm/VBP even/RB going/VBG ,/, uh/UH ,/, selecting/VBG again/RB for/IN ,/, for/IN my/PRP$ P/NNP H/NNP D/NNP ./.","In fact, I'm [ even going, + {F uh, } selecting ] again [ for, + for ] my P H D. /"
sd,B,"It/PRP 's/BES ,/, it/PRP 's/BES a/DT close/JJ subject/NN right/RB now/RB ./.","[ It's, + it's ] a close subject right now <laughter>. /"
ba,A,Very/RB good/JJ ./.,Very good. /
%,B,"Uh/UH ,/,","{F Uh, } /"
qw,A,"What/WP ,/, uh/UH ,/, what/WP do/VBP you/PRP use/VB as/IN a/DT basis/NN to/TO determine/VB which/WDT college/NN or/CC university/NN you/PRP go/VBP to/IN ?/.","[ What, + {F uh, } what ] do you use as a basis to determine which college or university you go to? /"
