act_tag,speaker,pos,text
%,B,"Actually/UH ,/, I/PRP 'm/VBP in/IN ,/,","{D Actually, } I'm in, - /"
sd,B,"like/IN I/PRP said/VBD ,/, I/PRP 'm/VBP in/IN Minneapolis/NNP","like I said, I'm in Minneapolis /"
sd,B,"and/CC the/DT big/JJ thing/NN up/IN here/RB ,/, of/IN course/NN ,/, is/VBZ the/DT twins/NNPS ./. Uh/UH ,/,","{C and } the big thing up here, of course, is the twins. {F Uh, } /"
sv,A,I/PRP imagine/VBP you/PRP ca/MD n't/RB escape/VB it/PRP ./.,I imagine you can't escape it <laughter>. /
aa,B,"No/UH ,/,","No, /"
sv,B,"it/PRP 's/BES ,/, it/PRP 's/BES pretty/RB pervasive/JJ ./.","[ it's, + it's ] pretty pervasive. /"
sv,B,It/PRP kind/RB of/RB goes/VBZ into/IN about/RB all/DT aspects/NNS of/IN society/NN I/PRP think/VBP up/IN here/RB ./.,It kind of goes <laughter> into about all aspects of society I think up here. /
qy^d,B,"But/CC ,/, uh/UH ,/, actually/UH ,/, I/PRP do/VBP n't/RB know/VB how/WRB much/JJ of/IN the/DT World/NNP Series/NNP you/PRP caught/VBD last/JJ year/NN ,/,","{C But, } {F uh, } {D actually, } I don't know how much of the World Series you caught last year, /"
sd,B,but/CC that/DT was/VBD a/DT lot/NN of/IN fun/NN MUMBLEx/XX ./.,{C but } that was a lot of fun (( )) . /
sv,A,"Well/UH ,/, of/IN course/NN ,/, it/PRP was/VBD fun/JJ for/IN you/PRP ./.","{D Well, } of course, it was fun for you <laughter>. /"
sd,B,"Well/UH ,/, to/TO be/VB honest/JJ with/IN you/PRP ,/, I/PRP 'm/VBP not/RB from/IN Minneapolis/NNP ./.","<Laughter> {D Well, } to be honest with you, I'm not from Minneapolis. /"
sd,B,"In/IN fact/NN ,/, I/PRP 've/VBP only/RB been/VBN up/IN here/RB a/DT few/JJ months/NNS","In fact, I've only been up here a few months /"
sd,B,and/CC I/PRP 'm/VBP going/VBG back/RB at/IN the/DT end/NN of/IN next/JJ month/NN ./.,{C and } I'm going back at the end of next month. /
qw,A,To/IN ?/.,To? /
sd,B,"Uh/UH ,/, Orlando/NNP ,/, Florida/NNP ./.","{F Uh, } Orlando, Florida. /"
b,A,"Oh/UH ,/, really/UH ./.","{F Oh, } really. /"
sd,B,So/RB I/PRP 'm/VBP not/RB exactly/RB a/DT real/JJ Twins/NNPS fan/NN from/IN birth/NN or/CC anything/NN ./.,{C So } I'm not exactly a real Twins fan from birth or anything. /
%,B,"But/CC ,/,","{C But, } -/"
sd,A,"I/PRP was/VBD born/VBN and/CC raised/VBN in/IN ,/, uh/UH ,/, near/RB Miami/NNP and/CC ,/, uh/UH ,/, spent/VBD the/DT --/:","I was born and raised [ in, + ] {F uh, } near Miami and, {F uh, } spent the --"
b,B,"Oh/UH ,/, yeah/UH ./.","{F Oh, } yeah. /"
+,A,--/: last/JJ twenty/CD years/NNS in/IN Dallas/NNP --/:,-- last twenty years in Dallas --
b,B,Oh/UH ./.,Oh. /
+,A,"--/: uh/UH ,/, where/WRB the/DT Rangers/NNPS played/VBD ./.","-- {F uh, } where the Rangers played. /"
b,B,Uh-huh/UH ./.,Uh-huh. /
sd,A,"And/CC ,/, uh/UH ,/, for/IN the/DT --/:","{C And, } {F uh, } for the --"
x,B,MUMBLEx/XX ./.,(( )) .
+,A,"--/: last/JJ ,/, uh/UH ,/, what/WP ,/, year/NN ,/, roughly/RB year/NN ,/, I/PRP 've/VBP been/VBN in/IN San/NNP Francisco/NNP where/WRB there/EX are/VBP two/CD teams/NNS ./. The/DT Oakland/NNP A/NNP -s/NNPS and/CC the/DT San/NNP Francisco/NNP Giants/NNPS ./.","-- last, {F uh, } [ what, + ] [ year, + roughly year, ] I've been in San Francisco where there are two teams. The Oakland A -s and the San Francisco Giants. /"
b,B,Right/UH ./.,Right. /
sd,A,"Uh/UH ,/, but/CC honestly/RB ,/, you/PRP know/VBP ,/, I/PRP ,/, uh/UH ,/, I/PRP do/VBP my/PRP$ duty/NN and/CC watch/VBP the/DT sports/NNS on/IN ,/, uh/UH ,/,","{F Uh, } {C but } honestly, {D you know, } [ I, + {F uh, } I ] do my duty and watch the sports on, {F uh, }"
x,B,,<Laughter>.
+,A,the/DT newscasts/NNS --/:,the newscasts -- /
b,B,"Oh/UH ,/, okay/UH ./.","{F Oh, } okay. /"
sd,A,--/: but/CC that/DT 's/BES about/RB all/PDT the/DT exposure/NN I/PRP have/VBP to/IN sports/NNS ./.,-- {C but } that's about all the exposure I have to sports. /
b,B,"Yeah/UH ,/,","Yeah, /"
sd,B,"I/PRP have/VBP n't/RB followed/VBN it/PRP real/RB closely/RB at/IN all/DT ./. Uh/UH ,/, except/IN like/IN I/PRP said/VBD ,/, last/JJ year/NN when/WRB the/DT World/NNP Series/NNP rolled/VBD around/IN ,/, I/PRP did/VBD ,/, I/PRP did/VBD follow/VB that/DT pretty/RB religiously/RB ./.","I haven't followed it real closely at all. {F Uh, } except like I said, last year when the World Series rolled around, [ I did, + I did ] follow that pretty religiously. /"
sd,B,"Went/VBD out/IN into/IN the/DT bars/NNS ,/, you/PRP know/VBP --/:","Went out into the bars, {D you know } --"
b,A,Uh-huh/UH,Uh-huh /
+,B,"--/: drank/VBD a/DT beer/NN ,/, watched/VBD the/DT game/NN ,/, had/VBD a/DT gir-/XX ,/, a/DT good/JJ time/NN that/DT way/NN ./.","-- drank a beer, watched the game, had [ a gir-, + a good ] time that way. /"
b,A,sure/UH ./.,sure. /
%,B,"But/CC ,/, uh/UH ,/,","{C But, } {F uh, } /"
sv,A,"Well/UH ,/, I/PRP guess/VBP the/DT ,/, uh/UH ,/, San/NNP Francisco/NNP Giants/NNPS and/CC the/DT Oakland/NNP A/NNP -s/NNPS were/VBD like/IN the/DT leading/VBG teams/NNS a/DT couple/NN of/IN years/NNS ago/RB ./.","{D Well, } I guess the, {F uh, } San Francisco Giants and the Oakland A -s were {D like } the leading teams a couple of years ago. /"
qy,B,Is/VBZ that/DT right/JJ ?/.,Is that right? /
%,A,"Well/UH ,/, I/PRP th-/XX ,/,","{D Well, } I th-, - /"
h,A,well/UH I/PRP do/VBP n't/RB know/VB ./.,{D well } I don't know. /
h,A,That/DT 's/BES sort/RB of/RB what/WP I/PRP gather/VBP ./.,That's sort of what I gather. /
b,B,Uh-huh/UH ./.,Uh-huh. /
h,A,"Um/UH ,/, and/CC ,/, uh/UH ,/, I/PRP do/VBP n't/RB know/VB ./.","{F Um, } {C and, } {F uh, } I don't know. /"
qw,A,"What/WP is/VBZ the/DT prognosis/NN for/IN ,/, uh/UH ,/, this/DT year/NN ?/.","What is the prognosis for, {F uh, } this year? /"
sd,B,"Uh/UH ,/, real/JJ good/JJ as/RB far/RB as/IN I/PRP can/MD tell/VB ./.","{F Uh, } real good as far as I can tell. /"
sv,B,People/NNS are/VBP pretty/RB excited/JJ about/IN it/PRP ./.,People are pretty excited about it. /
ba,A,Good/UH ./.,Good. /
qy^d,A,"I/PRP ,/, I/PRP assume/VBP that/DT means/VBZ good/JJ for/IN the/DT Minnesota/NNP ,/,","[ I, + I ] assume that means good for the Minnesota </noise>, /"
ny,B,Well/UH yeah/UH,{D Well } yeah /
x,B,./.,<laughter>.
x,A,,<Laughter>.
fa,B,"Sorry/JJ about/IN that/DT ,/,","Sorry about that, /"
%,B,yeah/UH ./.,yeah. /
sd,B,"Uh/UH ,/, as/RB far/RB as/IN the/DT Twins/NNPS are/VBP concerned/JJ ,/, it/PRP seems/VBZ to/TO be/VB real/RB good/NN ./.","{F Uh, } as far as the Twins are concerned, it seems to be real good. /"
x,A,,<Static>.
sd,B,"Uh/UH ,/, my/PRP$ roommate/NN went/VBD and/CC saw/VBD them/PRP play/VB on/IN their/PRP$ season/NN opener/NN a/DT couple/NN of/IN nights/NNS ago/RB","{F Uh, } my roommate went and saw them play on their season opener a couple of nights ago /"
sd,B,"and/CC they/PRP ,/, they/PRP won/VBD that/DT one/CD seven/CD to/IN one/CD ,/,","{C and } [ they, + they ] won that one seven to one, /"
sd,B,"so/RB ,/, uh/UH ,/, that/DT 's/BES pretty/RB good/JJ I/PRP guess/VBP ./.","{C so, } {F uh, } that's pretty good I guess. /"
sd,B,It/PRP looks/VBZ like/IN they/PRP 'll/MD be/VB doing/VBG pretty/RB well/RB ./.,It looks like they'll be doing pretty well. /
qy,B,Are/VBP you/PRP still/RB there/RB ?/.,Are you still there? /
ny,A,Yep/UH ./.,Yep </static>. /
b,B,Okay/UH ./.,Okay. /
qy,B,I/PRP heard/VBD some/DT noise/NN on/IN the/DT line/NN ./.,I heard some noise on the line. /
sd,B,Did/VBD n't/RB know/VB what/WP happened/VBD ./.,Didn't know what happened. /
sd,A,I/PRP think/VBP a/DT train/NN went/VBN by/RB ./.,I think a train went by. /
b,B,"Oh/UH ,/, okay/UH ./.","{F Oh, } okay. /"
b,B,All/RB right/JJ ./.,All right. /
sd,A,"I/PRP know/VBP a/DT train/NN went/VBD by/RB ,/,","I know a train went by, /"
sd,A,I/PRP do/VBP n't/RB know/VB what/WP the/DT noise/NN was/VBD,I don't know what the noise was /
sd,A,"but/CC I/PRP think/VBP it/PRP probably/RB was/VBD the/DT ,/, the/DT train/NN ./.","{C but } I think it probably was [ the, + the ] train. /"
b,B,Yeah/UH ./.,Yeah. /
h,A,"Well/UH ,/, I/PRP do/VBP n't/RB know/VB ./.","{D Well, } I don't know. /"
sd,A,"I/PRP ,/, I/PRP ,/, I/PRP do/VBP n't/RB even/RB know/VB ,/, uh/UH ,/, who/WP has/VBZ been/VBN winning/VBG in/IN ,/, uh/UH ,/, as/RB far/RB as/IN the/DT ,/, uh/UH ,/, San/NNP Francisco/NNP Giants/NNPS and/CC the/DT Oakland/NNP A/NNP -s/NNPS","[ [ I, + I, ] + I ] don't even know, {F uh, } who has been winning [ in, + ] {F uh, } as far as the, {F uh, } San Francisco Giants and the Oakland A -s /"
sd,A,but/CC I/PRP think/VBP they/PRP both/DT won/VBD their/PRP$ opener/NN ./.,{C but } I think they both won their opener. /
sd,A,"I/PRP ,/, uh/UH ,/, sort/RB of/RB gathered/VBD that/DT in/IN my/PRP$ ,/, uh/UH ,/, subliminal/JJ memory/NN ./.","I, {F uh, } sort of gathered that in my, {F uh, } subliminal memory. /"
b,B,Uh-huh/UH,Uh-huh /
sv,B,"./. Well/UH maybe/RB that/DT has/VBZ ,/, has/VBZ good/JJ tidings/NNS for/IN their/PRP$ ,/, uh/UH ,/, for/IN their/PRP$ season/NN coming/VBG up/RP ./.","<laughter>. {D Well } maybe that [ has, + has ] good tidings [ for their, + {F uh, } for their ] season coming up. /"
