act_tag,speaker,pos,text
"fo_o_fw_""_by_bc",A,Okay/UH,Okay /
%,A,"well/UH ,/,","{D well, } -/"
sd,B,There/EX we/PRP are/VBP ./.,There we are. /
b,A,"All/RB right/JJ ./. Um/UH ,/, um/UH ,/, well/UH ,/, uh/UH ,/,","All right. {F Um, } {F um, } {D well, } {F uh, } /"
ad,A,tell/VB me/PRP about/IN the/DT car/NN that/WDT you/PRP 've/VBP got/VBN ./.,tell me about the car that you've got. /
sd,B,"Well/UH ,/, I/PRP have/VBP a/DT Honda/NNP ,/, um/UH ,/, hatchback/NN ,/, nineteen/CD eighty-four/CD ./.","<Throat_clearing> {D Well, } I have a Honda, {F um, } hatchback, nineteen eighty-four. /"
b,A,Uh-huh/UH ./.,Uh-huh. /
sd,B,"And/CC I/PRP had/VBD a/DT hatchback/NN ,/, a/DT nineteen/CD seventy-eight/CD version/NN before/IN this/DT one/NN ./.","{C And } I had a hatchback, a nineteen seventy-eight version before this one. /"
b,A,Uh-huh/UH ./.,Uh-huh. /
sd,B,"And/CC ,/, uh/UH ,/, I/PRP 'll/MD be/VB honest/JJ with/IN you/PRP ./.","{C And, } {F uh, } I'll be honest with you. /"
sd,B,"I/PRP have/VBP never/RB found/VBN any/DT automobile/NN that/WDT has/VBZ been/VBN more/RBR conscientiously/RB constructed/VBN and/CC ,/, and/CC ,/, uh/UH ,/, put/VBN together/RB","I have never found any automobile that has been more conscientiously constructed [ and, + and, ] {F uh, } put together /"
sv,B,"and/CC it/PRP ,/, it/PRP does/VBZ its/PRP$ job/NN ./.","{C and } [ it, + it ] does its job. /"
sd,B,"All/DT I/PRP have/VBP to/TO do/VB on/IN my/PRP$ Honda/NNP is/VBZ change/VB the/DT oil/NN and/CC the/DT filter/NN every/DT thirty-five/CD hundred/CD miles/NNS ,/,","All I have to do on my Honda is change the oil and the filter every thirty-five hundred miles, /"
sd,B,"and/CC I/PRP ,/, I/PRP did/VBD have/VBP to/TO put/VB two/CD ,/, two/CD new/JJ front/JJ tires/NNS on/IN at/IN fifty/CD thousand/CD miles/NNS ,/,","{C and } [ I, + I ] did have to put [ two, + two ] new front tires on at fifty thousand miles, /"
